r,h,value
AL,hh1,2.111800362291049
AL,hh2,6.995300427415923
AL,hh3,12.519815382243937
AL,hh4,33.39094035084032
AL,hh5,36.37000060532141
AK,hh1,0.17819319652389798
AK,hh2,1.4618818159380518
AK,hh3,2.3920652988841837
AK,hh4,9.054036297545323
AK,hh5,15.514672321918583
AR,hh1,1.1234605358240375
AR,hh2,4.45293559280772
AR,hh3,6.984326507793965
AR,hh4,15.138575510681411
AR,hh5,19.77916744399675
AZ,hh1,2.0996079568057424
AZ,hh2,7.784372062932353
AZ,hh3,15.189821863882448
AZ,hh4,50.18497455595132
AZ,hh5,75.29728767925754
CA,hh1,9.07420338572598
CA,hh2,46.37558778165574
CA,hh3,83.20888725716063
CA,hh4,298.87632267681715
CA,hh5,635.2927917457328
CO,hh1,1.2075952826125915
CO,hh2,7.676543347477724
CO,hh3,11.717374176112786
CO,hh4,45.78292632149434
CO,hh5,94.06049266140832
CT,hh1,0.727128504743912
CT,hh2,3.7334471316465767
CT,hh3,6.345210191450559
CT,hh4,21.208553617483098
CT,hh5,56.750381238909476
DE,hh1,0.25839937418598363
DE,hh2,1.2123800154386863
DE,hh3,2.2372780216507264
DE,hh4,7.0132818602066616
DE,hh5,12.400787463254426
DC,hh1,0.2917032789184801
DC,hh2,0.950801580579935
DC,hh3,2.1382337282617794
DC,hh4,7.582307557137378
DC,hh5,25.403097870145256
FL,hh1,7.934564153814175
FL,hh2,39.51529507131551
FL,hh3,64.21301008390702
FL,hh4,162.86177367798217
FL,hh5,202.9504813857185
GA,hh1,4.378261325196813
GA,hh2,17.258486670739106
GA,hh3,28.346819115865646
GA,hh4,82.62427105379741
GA,hh5,112.56013222269492
HI,hh1,0.3445022628134726
HI,hh2,2.4328544830781285
HI,hh3,4.8370027489652685
HI,hh4,15.971469885244082
HI,hh5,31.181248300384052
ID,hh1,0.321589833467176
ID,hh2,1.9801202358209824
ID,hh3,3.344855449828431
ID,hh4,13.289988443246038
ID,hh5,12.596923624077649
IL,hh1,2.570547901128679
IL,hh2,12.75735961033822
IL,hh3,23.331505506882706
IL,hh4,89.30872120709317
IL,hh5,175.5023901210583
IN,hh1,2.1124213263420533
IN,hh2,7.886690785777858
IN,hh3,17.671000653788422
IN,hh4,52.85418833451182
IN,hh5,50.69807772651116
IA,hh1,0.8013462257840875
IA,hh2,4.446869863489275
IA,hh3,5.506755556100187
IA,hh4,21.175993485084042
IA,hh5,26.54292057605955
KS,hh1,0.9827163184216694
KS,hh2,3.819180454200845
KS,hh3,6.32320270627869
KS,hh4,24.92524828007473
KS,hh5,29.88911445938784
KY,hh1,1.6249367549220677
KY,hh2,6.7974761316026955
KY,hh3,11.256501529398994
KY,hh4,33.18607007413667
KY,hh5,37.61167040434241
LA,hh1,1.5114211871385002
LA,hh2,6.317902391752044
LA,hh3,10.880690598032103
LA,hh4,30.808235179323546
LA,hh5,33.15573709152559
ME,hh1,0.31517523415639054
ME,hh2,1.7235636509745549
ME,hh3,3.2183834603421464
ME,hh4,8.902608874642429
ME,hh5,11.942440793157141
MD,hh1,1.3229056904440806
MD,hh2,8.39147580675768
MD,hh3,13.759363764147857
MD,hh4,43.73227290364345
MD,hh5,109.46246145995958
MA,hh1,1.2389258735192683
MA,hh2,5.366221100618803
MA,hh3,12.024173216871503
MA,hh4,42.07598731273015
MA,hh5,146.8588266577742
MI,hh1,1.5197077442915128
MI,hh2,10.404755890407916
MI,hh3,18.899777348548405
MI,hh4,59.06823874409775
MI,hh5,95.76998920657066
MN,hh1,0.9587800893599786
MN,hh2,4.392070523758053
MN,hh3,12.498354377967084
MN,hh4,36.519822294526556
MN,hh5,72.9030912447713
MS,hh1,1.6748728090599718
MS,hh2,5.68647839544038
MS,hh3,6.805725609613758
MS,hh4,18.869278213535967
MS,hh5,16.513466294416393
MO,hh1,1.3182204713013208
MO,hh2,8.865081407581965
MO,hh3,13.214580679113936
MO,hh4,48.9914068330106
MO,hh5,48.91401456277422
MT,hh1,0.3091381099220147
MT,hh2,1.6384167551565314
MT,hh3,2.364844635894114
MT,hh4,7.426958893140709
MT,hh5,8.423461111411882
NE,hh1,0.4601532925873278
NE,hh2,2.335568188981198
NE,hh3,3.9628148175148517
NE,hh4,12.660249953492983
NE,hh5,21.639715063137402
NV,hh1,1.1573472824446507
NV,hh2,5.918077195491767
NV,hh3,11.073379199605435
NV,hh4,30.48091996067168
NV,hh5,38.28649826781698
NH,hh1,0.2778786543423769
NH,hh2,1.6178202980034218
NH,hh3,2.772681472320303
NH,hh4,10.342779706324256
NH,hh5,20.853992251119944
NJ,hh1,2.4746093449370923
NJ,hh2,11.67208075391581
NJ,hh3,18.08452319475409
NJ,hh4,50.1979019744176
NJ,hh5,146.04877296893892
NM,hh1,0.9993351826901828
NM,hh2,4.023379390137239
NM,hh3,5.681710240490591
NM,hh4,14.172133258865552
NM,hh5,15.129285859865519
NY,hh1,4.992139714548875
NY,hh2,23.531461870434576
NY,hh3,38.31892472271439
NY,hh4,140.87011356828066
NY,hh5,322.19438940052817
NC,hh1,3.6804970456318586
NC,hh2,17.329702796366607
NC,hh3,27.481171545667532
NC,hh4,80.31291792341182
NC,hh5,122.90543544620655
ND,hh1,0.23845616757648028
ND,hh2,1.3197338181385752
ND,hh3,2.4709635061466275
ND,hh4,7.087052765292865
ND,hh5,8.176400032171639
OH,hh1,3.7437655011961133
OH,hh2,18.63734077426962
OH,hh3,21.576010257323606
OH,hh4,92.88489103371673
OH,hh5,102.81129840970469
OK,hh1,1.245223498172676
OK,hh2,6.434159560870085
OK,hh3,9.761894318447354
OK,hh4,25.513453133475235
OK,hh5,27.39621169196213
OR,hh1,0.5834046326470882
OR,hh2,2.976022893403827
OR,hh3,5.97252193644068
OR,hh4,26.956614167808514
OR,hh5,41.42825787612906
PA,hh1,2.8646615219130576
PA,hh2,13.395959643223964
PA,hh3,24.968894791773817
PA,hh4,75.59659717370434
PA,hh5,154.6175382144847
RI,hh1,0.1929001014920986
RI,hh2,1.368255431346123
RI,hh3,2.4603542451110614
RI,hh4,6.690183271337096
