r,g,value
CA,com,32.8459782032
CA,amb,47.6860949749
CA,fbp,47.8905452517
CA,rec,9.5682437121
CA,con,75.6846351426
CA,agr,13.6040518246
CA,eec,8.0673363889
CA,fnd,17.0052492427
CA,pub,18.9914332781
CA,hou,101.7577548288
CA,ins,75.1832411969
CA,tex,3.1455196858
CA,leg,15.8317222865
CA,fen,3.2566989778
CA,uti,22.1173529546
CA,nmp,7.897894052
CA,brd,31.6453567756
CA,bnk,57.7576014222
CA,ore,66.3149197322
CA,edu,20.044226861
CA,ote,9.9090218334
CA,man,28.8560629797
CA,mch,16.1865387285
CA,dat,25.7333266887
CA,amd,10.2644296964
CA,oil,30.267690821
CA,hos,70.043017511
CA,rnt,29.7860335324
CA,pla,19.0376958003
CA,fof,1.3824648994
CA,fin,6.6405949674
CA,tsv,103.7857569836
CA,nrs,16.1037010935
CA,sec,24.5587762327
CA,art,9.1312719131
CA,mov,12.7238344529
CA,fpd,3.3588071134
CA,slg,72.1201470735
CA,pri,6.5728915203
CA,grd,4.3943503794
CA,pip,0.0018176805
CA,sle,5.5676254128
CA,osv,37.561063066
CA,trn,0.4323971965
CA,smn,0.7474513328
CA,fmt,19.8948176336
CA,pet,7.7604374019
CA,cep,16.6461211089
CA,wst,7.5396652303
CA,mot,25.5109419612
CA,adm,57.0934766252
CA,soc,15.1363782771
CA,alt,0.7034377878
CA,pmt,11.7400843393
CA,trk,2.6283429
CA,fdd,33.7928931653
CA,wtt,0.4036192964
CA,wpd,9.4148387679
CA,wht,3.7298081755
CA,wrh,6.2234240137
CA,ott,0.4403919653
CA,che,19.2718412463
CA,air,8.4507624528
CA,mmf,6.3322460182
CA,otr,14.6208496275
CA,min,4.9495531488
CO,ppd,2.2052959778
CO,res,12.1479292176
CO,com,8.4507994559
CO,amb,10.5879101997
CO,fbp,8.7644171572
CO,rec,3.4532843082
CO,con,24.8849339091
CO,agr,3.5733722163
CO,eec,1.6795399084
CO,fnd,3.6997783731
CO,pub,4.062774012
CO,hou,27.7459035339
CO,ins,11.0914584105
CO,tex,0.5856027733
CO,leg,4.1777051435
CO,fen,0.694271821
CO,uti,2.1260421664
CO,nmp,0.9790486752
CO,brd,7.9631813445
CO,bnk,12.5335108468
CO,ore,16.2333652612
CO,edu,4.8023922963
CO,ote,2.3598053911
CO,man,6.615517058
CO,mch,1.8542504413
CO,dat,4.9003533967
CO,amd,2.5243063752
CO,oil,1.5948915741
CO,hos,11.0484521663
CO,rnt,5.9781308412
CO,pla,2.7471327887
CO,fof,0.4351898085
CO,fin,2.1554338516
CO,tsv,25.8992626059
CO,nrs,2.7549436984
CO,sec,5.6682544639
CO,art,2.1121579847
CO,mov,1.7471160869
CO,fpd,0.7910069587
CO,slg,15.6909526345
CO,pri,0.9261385243
CO,grd,1.5395233412
CO,pip,0.0074326784
CO,sle,1.0631482701
CO,osv,9.4332807189
CO,trn,0.0988765791
CO,smn,1.0805557178
CO,fmt,4.2258017889
CO,pet,6.1903398278
CO,cep,2.7756759467
CO,wst,2.0215635485
CO,mot,5.2353921698
CO,adm,12.3357811293
CO,soc,2.6227320482
CO,alt,0.2640148798
CO,pmt,1.5830390453
CO,trk,0.6181733449
CO,fdd,5.1459537454
CO,wtt,0.20435554
CO,wpd,2.0226487699
CO,wht,0.8769245028
CO,wrh,1.7681041514
CO,ott,0.1294273854
CO,che,7.9057767629
CO,air,1.5857601542
CO,mmf,1.5600928868
CO,otr,3.9330012779
CO,min,0.2401983521
CT,ppd,1.1240928591
CT,res,9.7268506344
CT,com,4.9873602765
CT,amb,9.9542218352
CT,fbp,7.227767619
CT,rec,2.0917468356
CT,con,12.9751650209
CT,agr,2.6708868407
CT,eec,1.0201478601
CT,fnd,6.9205524765
CT,pub,3.2909564393
CT,hou,20.4983350554
CT,ins,15.696221835
CT,tex,0.3802580763
CT,leg,3.7875998244
CT,fen,0.6800163102
CT,uti,0.844704974
CT,nmp,0.9480367266
CT,brd,7.2035624243
CT,bnk,11.4399547198
CT,ore,14.1842810295
CT,edu,3.4824574382
CT,ote,4.5674950668
CT,man,4.7991526557
CT,mch,2.235079486
CT,dat,4.7108449381
CT,amd,1.7339140299
CT,oil,0.6576474927
CT,hos,9.5644779089
CT,rnt,3.5610754088
CT,pla,1.5573741791
CT,fof,0.2258382933
CT,fin,2.7647674726
CT,tsv,21.4702059059
CT,nrs,2.0238548582
CT,sec,5.429441106
CT,art,1.7971696544
CT,mov,1.6552622612
CT,fpd,0.5473294248
CT,slg,27.9471086065
CT,pri,0.4727584903
CT,grd,0.8778168413
CT,sle,1.3346565057
CT,osv,9.5026256183
CT,trn,0.0633819105
CT,smn,0.0073197415
CT,fmt,3.01563696
CT,pet,4.8298887747
CT,cep,1.947564499
CT,wst,1.2572172419
CT,mot,3.53419405
CT,adm,10.3728692032
CT,soc,2.1929784408
CT,alt,0.1512911932
CT,pmt,2.5456463099
CT,trk,0.4335185404
CT,fdd,10.6097054065
CT,wtt,0.0760413961
CT,wpd,1.0449271939
CT,wht,0.8624173765
CT,wrh,1.1479811514
CT,ott,0.1096187269
CT,che,4.6170237559
CT,air,1.643209932
CT,mmf,1.4018210532
CT,otr,2.5193202321
CT,min,0.4431824866
DE,ppd,0.4551616786
DE,res,3.0257886252
DE,com,1.3733609589
DE,amb,3.560677519
DE,fbp,2.1594824631
DE,rec,0.4824830511
DE,con,4.9651705452
DE,agr,0.501563147
DE,eec,0.2749995276
DE,fnd,2.9140707
DE,pub,0.8340472818
DE,hou,5.3280992153
DE,ins,3.3230437078
DE,tex,0.1031346569
DE,leg,0.9497578213
DE,fen,0.1642774297
DE,uti,0.2136272055
DE,nmp,0.3025304631
DE,brd,1.906601642
DE,bnk,3.1467141243
DE,ore,3.7202289595
DE,edu,1.0603847657
DE,ote,0.5469438897
DE,man,1.2966677427
DE,mch,0.4466010467
DE,dat,1.495166027
DE,amd,0.4530487646
DE,oil,0.8457590151
DE,hos,2.9699296317
DE,rnt,0.988013015
DE,pla,0.5637491284
DE,fof,0.1045054886
DE,fin,0.4021802845
DE,tsv,6.5015316089
DE,nrs,0.6279888404
DE,sec,1.9143785634
DE,art,0.3359077827
DE,mov,0.1811518147
DE,fpd,0.1545802408
DE,slg,12.4353254212
DE,pri,0.1893053368
DE,grd,0.2727132364
DE,sle,0.2477295371
DE,osv,2.4452672573
DE,trn,0.0166405736
DE,smn,0.0002250738
DE,fmt,0.7558036163
DE,pet,0.3107430448
DE,cep,0.4252074737
DE,wst,0.3613917409
DE,mot,1.2546508136
DE,adm,2.9726637525
DE,soc,0.6809296843
DE,alt,0.0442174073
DE,pmt,0.1837616712
DE,trk,0.1035094959
DE,fdd,4.340598286
DE,wtt,0.0158971756
DE,wpd,0.3424715079
DE,wht,0.3166494952
DE,wrh,0.2845336006
DE,ott,0.0261041837
DE,che,1.3207407592
DE,air,0.4025754454
DE,mmf,0.3536708315
DE,otr,0.5961089571
DE,min,0.1478449777
DC,ppd,0.5445948792
DC,res,3.7282125669
DC,com,6.6846059405
DC,amb,3.6662474927
DC,fbp,3.8370767822
DC,rec,0.4984437645
DC,con,11.4444061165
DC,agr,0.5645778481
DC,eec,0.3827661815
DC,fnd,15.7208609934
DC,pub,2.9546678991
DC,hou,7.4682300162
DC,ins,4.1117252258
DC,tex,0.1442516491
DC,leg,3.4834095675
DC,fen,0.2782061081
DC,uti,0.3324651928
DC,nmp,0.3398523959
DC,brd,6.1778208072
DC,bnk,4.2024200674
DC,ore,8.5024511894
DC,edu,1.5229020376
DC,ote,4.4000011446
DC,man,2.1226209774
DC,mch,0.4761459259
DC,dat,4.0653622507
DC,amd,0.7576476489
DC,oil,0.3270101227
DC,hos,3.3902289984
DC,rnt,1.7117675783
DC,pla,0.8631638069
DC,fof,0.1345581177
DC,fin,0.6110222237
DC,tsv,26.018304871
DC,nrs,0.7713363081
DC,sec,3.9917440753
DC,art,0.8106704157
DC,mov,0.8799643535
DC,fpd,0.1512952961
DC,slg,66.929641094
DC,pri,0.4550760767
DC,grd,0.7510419026
DC,sle,0.5969111504
DC,osv,6.4914632123
DC,trn,0.0574187814
DC,smn,0.0007301797
DC,fmt,1.2945610461
DC,pet,3.1808317552
DC,cep,1.2373642533
DC,wst,1.0184443877
DC,mot,1.7648783223
DC,adm,7.2807237181
DC,soc,0.777260415
DC,alt,0.0516291647
DC,pmt,0.1033186385
DC,trk,0.5335014281
DC,fdd,21.0972022924
DC,wtt,0.1662202896
DC,wpd,0.2989130391
DC,wht,0.1180336076
DC,wrh,0.478680651
DC,ott,0.0286526579
DC,che,2.1291815541
DC,air,0.8989141615
DC,mmf,0.4133948952
DC,otr,0.7899875913
DC,min,0.246519626
FL,ppd,6.5529063752
FL,res,36.6589156731
FL,com,14.0101020772
FL,amb,36.5934455148
FL,fbp,49.7273081403
FL,rec,7.3731211045
FL,con,62.2651584436
FL,agr,9.9973610177
FL,eec,4.7422453738
FL,fnd,7.7133428848
FL,pub,12.0898139036
FL,hou,84.7597464195
FL,ins,40.6490885186
FL,tex,1.6786327926
FL,leg,9.7496270418
FL,fen,2.7512720434
FL,uti,8.8274089652
FL,nmp,2.564014881
FL,brd,23.3236539122
FL,bnk,53.5734297969
FL,ore,47.7848312905
FL,edu,18.8824359779
FL,ote,6.9857586019
FL,man,20.4275100465
FL,mch,5.9851629143
FL,dat,17.6574785496
FL,amd,5.3975118617
FL,oil,3.6167485752
FL,hos,41.8456005596
FL,rnt,12.6291854657
FL,pla,10.481086353
FL,fof,0.6390424593
FL,fin,10.4332815163
FL,tsv,65.6963698793
FL,nrs,8.8734654449
FL,sec,23.8739115469
FL,art,4.9712300889
FL,mov,4.1350794754
FL,fpd,3.6244455802
FL,slg,32.712688614
FL,pri,2.5218829376
FL,grd,4.7745781979
FL,pip,2.02582e-05
FL,sle,2.3615933007
FL,osv,25.7777813455
FL,trn,0.269941795
FL,smn,0.0232582747
FL,fmt,11.4492212949
FL,pet,27.4863686508
FL,cep,8.8063339754
FL,wst,6.0235393166
FL,mot,20.4182944734
FL,adm,30.1706590774
FL,soc,9.7447458332
FL,alt,0.7569940272
FL,pmt,2.7158355094
FL,trk,1.7849985908
FL,fdd,10.7283468643
FL,wtt,0.2760972307
FL,wpd,4.3483812809
FL,wht,2.5821103719
FL,wrh,5.3652570955
FL,ott,0.4121242003
FL,che,26.0899066415
FL,air,4.1988984504
FL,mmf,5.2731364465
FL,otr,10.0559009568
FL,min,1.9507880386
GA,ppd,3.92049685
GA,res,22.4456073248
GA,com,8.8480756918
GA,amb,19.1197011503
GA,fbp,17.5723852212
GA,rec,4.8966258575
GA,con,35.3019819775
GA,agr,11.4832225799
GA,eec,1.9942045648
GA,fnd,3.9912133727
GA,pub,5.3194489805
GA,hou,37.6026507342
GA,ins,17.1818828135
GA,tex,1.0301091692
GA,leg,5.9322276851
GA,fen,1.2887038744
GA,uti,2.1536391646
GA,nmp,1.6341359793
GA,brd,14.3297624023
GA,bnk,16.2329444536
GA,ore,26.2359322892
GA,edu,6.3589973047
GA,ote,4.849914596
GA,man,10.0979665471
GA,mch,3.5154437166
GA,dat,8.9839675567
GA,amd,3.6648904112
GA,oil,2.3557865735
GA,hos,18.3733783804
GA,rnt,7.9185516077
GA,pla,4.3461761163
GA,fof,0.9558549764
GA,fin,2.4818855896
GA,tsv,36.7450184676
GA,nrs,4.2032934465
GA,sec,10.9406991097
GA,art,4.8877834492
GA,mov,3.8167578133
GA,fpd,0.8747719011
GA,slg,16.9269436355
GA,pri,1.3192546668
GA,grd,2.7999327761
GA,sle,1.6737000088
GA,osv,14.7121677995
GA,trn,0.2061017553
GA,smn,0.0768879946
GA,fmt,7.1504104752
GA,pet,13.5078148183
GA,cep,4.1539075185
GA,wst,3.1494399013
GA,mot,9.7845703178
GA,adm,19.2050780892
GA,soc,5.7223587221
GA,alt,0.3174965262
GA,pmt,3.3234008282
GA,trk,1.171383295
GA,fdd,5.5513053304
GA,wtt,0.2698814802
GA,wpd,2.8099839297
GA,wht,2.040180727
GA,wrh,3.0126119574
GA,ott,0.2333901379
GA,che,13.903540302
GA,air,2.5088888564
GA,mmf,2.5985576544
GA,otr,6.775899577
GA,min,0.9606380109
HI,ppd,0.6594198778
HI,res,2.662615727
HI,com,2.0109860687
HI,amb,2.5426949007
HI,fbp,5.160748771
HI,rec,0.4746839392
HI,con,6.5499873333
HI,agr,0.6318054753
HI,eec,0.3060322492
HI,fnd,1.0505163602
HI,pub,1.008260185
HI,hou,5.906037202
HI,ins,2.6789115059
HI,tex,0.1349710882
HI,leg,1.0574579408
HI,fen,0.2064762885
HI,uti,0.4258363462
HI,nmp,0.3837332761
HI,brd,3.4046203505
HI,bnk,3.3545141218
HI,ore,3.9051778619
HI,edu,0.9671772559
HI,ote,1.323967705
HI,man,2.2730967511
HI,mch,0.5582192553
HI,dat,2.580404586
HI,amd,0.4133805914
HI,oil,0.7741982355
HI,hos,2.3960355441
HI,rnt,1.0896605362
HI,pla,0.9984909044
HI,fof,0.0882329948
HI,fin,0.324287256
HI,tsv,7.5202344628
HI,nrs,0.6038425059
HI,sec,1.8717339032
HI,art,0.3676371307
HI,mov,0.3268725172
HI,fpd,0.2270158786
HI,slg,4.4552945574
HI,pri,0.3113261485
HI,grd,0.3911152092
HI,sle,0.3579567164
HI,osv,2.2461770827
HI,trn,0.0434723901
HI,smn,7.26023e-05
HI,fmt,1.141914611
HI,pet,2.5700564319
HI,cep,0.5809520044
HI,wst,0.7791200928
HI,mot,1.8315428591
HI,adm,3.3732518126
HI,soc,0.6688481519
HI,alt,0.0428030521
HI,pmt,0.0977008983
HI,trk,0.1343003138
HI,fdd,1.4611438992
HI,wtt,0.0265567472
HI,wpd,0.521785171
HI,wht,0.1365945232
HI,wrh,0.6430899476
HI,ott,0.0258075363
HI,che,1.9569326017
HI,air,0.3182806948
HI,mmf,0.3983777922
HI,otr,0.7829296011
HI,min,0.1802785764
ID,ppd,0.5109831164
ID,res,2.4745236881
ID,com,1.3578258404
ID,amb,3.2292063741
ID,fbp,2.3560451385
ID,rec,0.5646148851
ID,con,6.3976748796
ID,agr,1.3474313011
ID,eec,0.3888973891
ID,fnd,1.345524958
ID,pub,0.7556129863
ID,hou,7.5626784906
ID,ins,3.0167042471
ID,tex,0.1374152088
ID,leg,0.9537383086
ID,fen,0.1799592866
ID,uti,0.9251409841
ID,nmp,0.3877195851
ID,brd,1.8142017161
ID,bnk,2.7721138583
ID,ore,3.742523195
ID,edu,1.2680537131
ID,ote,0.5875950871
ID,man,2.0324641492
ID,mch,0.5652391659
ID,dat,1.2973043579
ID,amd,0.376768046
ID,oil,0.1208034145
ID,hos,3.0319032587
ID,rnt,1.2921260442
ID,pla,0.7025602441
ID,fof,0.2987487117
ID,fin,0.4295622801
ID,tsv,6.0936852274
ID,nrs,0.6413391036
ID,sec,2.150529903
ID,art,0.3206047335
ID,mov,0.2146460293
ID,fpd,0.1842508492
ID,slg,7.1287439511
ID,pri,0.2112561571
ID,grd,0.311176003
ID,pip,3.1966e-06
ID,sle,0.347271458
ID,osv,1.8857994436
ID,trn,0.0341889682
ID,smn,0.0203040499
ID,fmt,1.0347101266
ID,pet,2.1678953942
ID,cep,0.6808528323
ID,wst,0.402015886
ID,mot,1.8245244827
ID,adm,2.3450117286
ID,soc,0.746411803
ID,alt,0.0543566423
ID,pmt,0.5541573949
ID,trk,0.1804080013
ID,fdd,1.9062865937
ID,wtt,0.0386293476
ID,wpd,0.6080729953
ID,wht,0.2611612395
ID,wrh,0.69831241
ID,ott,0.0317170493
ID,che,2.314712845
ID,air,0.4948942246
ID,mmf,0.450280834
ID,otr,0.9249376095
ID,min,0.0872859677
IL,ppd,4.9654088795
IL,res,20.0339356493
IL,com,10.5416252844
IL,amb,26.3403989018
IL,fbp,21.406075462
IL,rec,4.5672352331
IL,con,39.1337227539
IL,agr,8.0620170449
IL,eec,1.7966930489
IL,fnd,6.5873308143
IL,pub,7.5452035699
IL,hou,42.883007697
IL,ins,24.8592086704
IL,tex,1.2431097978
IL,leg,7.7110684035
IL,fen,2.0823157667
IL,uti,2.7462524837
IL,nmp,1.9227866927
IL,brd,15.4917331186
IL,bnk,21.4135837489
IL,ore,33.2890073521
IL,edu,7.5559496404
IL,ote,4.7064069183
IL,man,15.0857573583
IL,mch,9.1095511054
IL,dat,10.6650858604
IL,amd,3.4981602716
IL,oil,8.4068101469
IL,hos,22.1892429787
IL,rnt,8.9558648003
IL,pla,5.6736375914
IL,fof,1.5533261651
IL,fin,3.4989616492
IL,tsv,45.9050019816
IL,nrs,4.6892026185
IL,sec,12.0079905367
IL,art,3.1581594241
IL,mov,2.763373396
IL,fpd,1.1698289802
IL,slg,36.2260281939
IL,pri,1.5851628645
IL,grd,2.0799780277
IL,pip,0.0001285272
IL,sle,4.0349725876
IL,osv,19.4862450779
IL,trn,0.2700815036
IL,smn,0.1198741995
IL,fmt,8.2256898528
IL,pet,3.7961156303
IL,cep,5.1385198542
IL,wst,2.7485399282
IL,mot,12.468896658
IL,adm,22.1967418058
IL,soc,5.087519313
IL,alt,0.4273295678
IL,pmt,6.8861578451
IL,trk,1.4610761467
IL,fdd,9.3650807663
IL,wtt,0.2007144373
IL,wpd,3.5925331772
IL,wht,2.449409641
IL,wrh,3.4264514079
IL,ott,0.2699589802
IL,che,14.329383079
IL,air,3.1109389949
IL,mmf,3.2356164168
IL,otr,8.4901782521
IL,min,1.7873743868
IN,ppd,3.3635196239
IN,res,14.0856785121
IN,com,5.0507369137
IN,amb,19.9063651471
IN,fbp,11.672861947
IN,rec,1.9589660832
IN,con,27.4742092924
IN,agr,4.7479723591
IN,eec,1.9531867456
IN,fnd,3.3422869477
IN,pub,3.0446562758
IN,hou,28.893126803
IN,ins,13.6237602213
IN,tex,0.7036995713
IN,leg,4.5864903671
IN,fen,0.8781498531
IN,uti,2.5823551923
IN,nmp,1.6777375771
IN,brd,7.2531167189
IN,bnk,12.2612071121
IN,ore,18.3004492959
IN,edu,5.378386615
IN,ote,2.6368964407
IN,man,10.3960695982
IN,mch,6.3275421618
IN,dat,5.3684510593
IN,amd,1.6611880376
IN,oil,7.2913834369
IN,hos,19.7145352169
IN,rnt,5.9775401561
IN,pla,5.036613746
IN,fof,0.8903166322
IN,fin,1.8300764826
IN,tsv,22.4031685613
IN,nrs,3.8525721661
IN,sec,7.6282149735
IN,art,1.527864811
IN,mov,0.8967916144
IN,fpd,1.0037754754
IN,slg,17.1830564334
IN,pri,0.5606454971
IN,grd,1.2119745149
IN,pip,2.70561e-05
IN,sle,1.8347595982
IN,osv,9.3677248796
IN,trn,0.2010636779
IN,smn,0.0961598842
IN,fmt,6.5526465609
IN,pet,4.5435608449
IN,cep,2.937898933
IN,wst,1.6281055745
IN,mot,20.3264086019
IN,adm,11.8298387559
IN,soc,4.1855165439
IN,alt,0.2382545632
IN,pmt,11.7447484445
IN,trk,0.9188788275
IN,fdd,4.6487254917
IN,wtt,0.095525525
IN,wpd,1.942681805
IN,wht,1.8428686726
IN,wrh,2.1902850216
IN,ott,0.1799728109
IN,che,15.1794499827
IN,air,2.0033853195
IN,mmf,2.0816409318
IN,otr,4.8814071216
IN,min,2.3031302425
IA,ppd,1.5400117069
IA,res,4.2558934186
IA,com,2.4480728925
IA,amb,6.9741124219
IA,fbp,6.2468965474
IA,rec,0.9103809373
IA,con,12.2275546168
IA,agr,2.7181756051
IA,eec,0.8676992079
IA,fnd,1.5992721296
IA,pub,1.4331032161
IA,hou,11.4367980485
IA,ins,11.1224991292
IA,tex,0.2749043953
IA,leg,2.3396863537
IA,fen,0.3345923748
IA,uti,0.6552640462
IA,nmp,0.6997991043
IA,brd,3.4026476302
IA,bnk,4.2267151937
IA,ore,7.7529564672
IA,edu,2.0367384498
IA,ote,0.9759364784
IA,man,4.1412271251
IA,mch,5.575053227
IA,dat,2.5815545739
IA,amd,0.6683572021
IA,oil,0.5110625166
IA,hos,7.5120736288
IA,rnt,2.5523535203
IA,pla,1.843821535
IA,fof,0.4799467388
IA,fin,1.1404089371
IA,tsv,11.1346973041
IA,nrs,1.5533324715
IA,sec,3.3938525152
IA,art,0.6120256521
IA,mov,0.4792188994
IA,fpd,0.4245152328
IA,slg,7.2890786293
IA,pri,0.4073585405
IA,grd,0.6289026851
IA,pip,6.55e-08
IA,sle,0.6543353814
IA,osv,4.1244184228
IA,trn,0.0882916407
IA,smn,0.0220938723
IA,fmt,3.2512679607
IA,pet,3.7411752517
IA,cep,0.9874995283
IA,wst,0.691657973
IA,mot,4.4244889842
IA,adm,4.9902318066
