r,m,s,value
IA,trn,mmf,0.16302587307927546
IA,trn,min,0.3558674985567978
IA,trd,ppd,0.8312461776403082
IA,trd,fbp,8.769893447416672
IA,trd,agr,4.702891858303023
IA,trd,eec,1.5740392575225064
IA,trd,pub,0.8318058053330603
IA,trd,tex,0.6433171050215365
IA,trd,nmp,0.5769395002300449
IA,trd,ote,0.19318424118705368
IA,trd,mch,8.28157492519591
IA,trd,oil,0.05090442720636283
IA,trd,pla,1.4722680569243274
IA,trd,fof,0.3636070836494617
IA,trd,mov,0.03777150856601285
IA,trd,fpd,1.1204154458574682
IA,trd,pri,0.1254202440782328
IA,trd,fmt,1.8467327383098926
IA,trd,pet,1.6067038448565019
IA,trd,cep,2.301636552111073
IA,trd,mot,2.9082228086660225
IA,trd,alt,2.2722539096500554
IA,trd,pmt,0.9109325421025306
IA,trd,wpd,0.6715445986901655
IA,trd,che,5.382270659092763
IA,trd,mmf,2.101522538443352
IA,trd,min,0.1161272272044753
KS,trn,ppd,0.1409588928711283
KS,trn,fbp,0.3706884964219951
KS,trn,agr,1.518382544548326
KS,trn,eec,0.09625260256675561
KS,trn,pub,0.05024420442067595
KS,trn,tex,0.0389913362647297
KS,trn,nmp,0.25456651117307516
KS,trn,ote,0.09847454369641867
KS,trn,mch,0.24554094997041073
KS,trn,oil,1.0662101744265058
KS,trn,pla,0.07337075614454598
KS,trn,fof,0.09135701144468561
KS,trn,mov,0.0008801401675129971
KS,trn,fpd,0.1560137174655188
KS,trn,pri,0.030088307371207712
KS,trn,fmt,0.13761627032927767
KS,trn,pet,0.3609552339855532
KS,trn,cep,0.08547764609835676
KS,trn,mot,0.13581538905442053
KS,trn,alt,0.06380092651158721
KS,trn,pmt,0.1288588758439133
KS,trn,wpd,0.09944263997061582
KS,trn,che,0.38043465737396537
KS,trn,mmf,0.15864394736629592
KS,trn,min,0.23540588308590876
KS,trd,ppd,0.6712834676095254
KS,trd,fbp,7.767257015933651
KS,trd,agr,3.277866523261962
KS,trd,eec,1.048743178061839
KS,trd,pub,0.9038840238579928
KS,trd,tex,0.5858297582119292
KS,trd,nmp,0.4735715885832894
KS,trd,ote,0.6218219130928604
KS,trd,mch,2.7476202473738662
KS,trd,oil,0.3644828134639863
KS,trd,pla,1.2206834943160074
KS,trd,fof,0.20810071666629312
KS,trd,mov,0.05487330575131807
KS,trd,fpd,0.8179502576818664
KS,trd,pri,0.1174256519468327
KS,trd,fmt,1.3908154277777196
KS,trd,pet,1.8232059206456688
KS,trd,cep,1.9156747419246614
KS,trd,mot,2.2321004339369956
KS,trd,alt,2.1239890006445226
KS,trd,pmt,0.3583867592831186
KS,trd,wpd,0.4441931101478319
KS,trd,che,4.702665326815012
KS,trd,mmf,2.0450363165101435
KS,trd,min,0.07681800833526914
KY,trn,ppd,0.2550173688149634
KY,trn,fbp,0.5009078513295854
KY,trn,agr,1.6378298653255974
KY,trn,eec,0.1973781968769108
KY,trn,pub,0.05420059660693366
KY,trn,tex,0.06594015633011659
KY,trn,nmp,0.39109137144108674
KY,trn,ote,0.04574675276794905
KY,trn,mch,0.3181479587002909
KY,trn,oil,0.6246288925021152
KY,trn,pla,0.1201179846511328
KY,trn,fof,0.09924796739770882
KY,trn,mov,0.000846751458552408
KY,trn,fpd,0.20297976083247984
KY,trn,pri,0.039686791828131875
KY,trn,fmt,0.2128305773519987
KY,trn,pet,0.4971470635532804
KY,trn,cep,0.10701588961935686
KY,trn,mot,0.5087831898845904
KY,trn,alt,0.098273152563597
KY,trn,pmt,0.4280895331992799
KY,trn,wpd,0.16693515485985438
KY,trn,che,0.5403347801346585
KY,trn,mmf,0.24006473867506117
KY,trn,min,0.4675255631852411
KY,trd,ppd,1.2144600468398643
KY,trd,fbp,10.495820777094705
KY,trd,agr,3.535728005847446
KY,trd,eec,2.1505811993939954
KY,trd,pub,0.9750587937744079
KY,trd,tex,0.9907253646567684
KY,trd,nmp,0.7275495948037406
KY,trd,ote,0.2888699176068051
KY,trd,mch,3.56009770708684
KY,trd,oil,0.21352872217011273
KY,trd,pla,1.9984261978338733
KY,trd,fof,0.22607540260488188
KY,trd,mov,0.052791650007082164
KY,trd,fpd,1.0641842933703882
KY,trd,pri,0.15488566194840625
KY,trd,fmt,2.150966958890353
KY,trd,pet,2.511118788038483
KY,trd,cep,2.398377190833062
KY,trd,mot,8.361756254780463
KY,trd,alt,3.27159974809821
KY,trd,pmt,1.1906174059143
KY,trd,wpd,0.7456705257635918
KY,trd,che,6.6792380403809215
KY,trd,mmf,3.0946097664254055
KY,trd,min,0.1525636578785446
LA,trn,ppd,0.2129792604034239
LA,trn,fbp,0.4006950333817754
LA,trn,agr,0.8389345431156288
LA,trn,eec,0.09621455141372304
LA,trn,pub,0.05183868374686248
LA,trn,tex,0.06273941703073563
LA,trn,nmp,0.42415892778970277
LA,trn,ote,0.06751132820623265
LA,trn,mch,0.20452239439832884
LA,trn,oil,4.837410316960213
LA,trn,pla,0.08577971110269936
LA,trn,fof,0.09305455984057692
LA,trn,mov,0.00124574644987907
LA,trn,fpd,0.21298788819987752
LA,trn,pri,0.0351196050804469
LA,trn,fmt,0.17697552809791775
LA,trn,pet,0.532309140608526
LA,trn,cep,0.08893983408455552
LA,trn,mot,0.17143904662592943
LA,trn,alt,0.11321356084708249
LA,trn,pmt,0.11890802564170891
LA,trn,wpd,0.23746550054906537
LA,trn,che,0.7636922395814262
LA,trn,mmf,0.21954546107603273
LA,trn,min,0.42653187509526747
LA,trd,ppd,1.014263474552346
LA,trd,fbp,8.396001870371753
LA,trd,agr,1.8110821044144758
LA,trd,eec,1.0483285826525086
LA,trd,pub,0.9325684145440314
LA,trd,tex,0.9426354936883834
LA,trd,nmp,0.7890653657447765
LA,trd,ote,0.42630330321770565
LA,trd,mch,2.2886197677330413
LA,trd,oil,1.6536635688678722
LA,trd,pla,1.4271336836705653
LA,trd,fof,0.211967535777102
LA,trd,mov,0.07766743111610547
LA,trd,fpd,1.116655002305871
LA,trd,pri,0.1370612999863556
LA,trd,fmt,1.7885987916163375
LA,trd,pet,2.6887244882286865
LA,trd,cep,1.9932672632409858
LA,trd,mot,2.8175685614989354
LA,trd,alt,3.7689790902853213
LA,trd,pmt,0.33071111076667803
LA,trd,wpd,1.0607174072698526
LA,trd,che,9.440225662476799
LA,trd,mmf,2.8301012958836465
LA,trd,min,0.13918653479177873
ME,trn,ppd,0.07144919586679623
ME,trn,fbp,0.15611688654498432
ME,trn,agr,0.3080203162504892
ME,trn,eec,0.029404335670318943
ME,trn,pub,0.021455677756951126
ME,trn,tex,0.02226208930419608
ME,trn,nmp,0.08562253766882925
ME,trn,ote,0.03428827083393033
ME,trn,mch,0.04157450708160745
ME,trn,oil,0.06960974807014382
ME,trn,pla,0.024281957795556898
ME,trn,fof,0.03635730152806174
ME,trn,mov,0.00029233114374807654
ME,trn,fpd,0.07170108969293762
ME,trn,pri,0.011698445102785835
ME,trn,fmt,0.04453931718023052
ME,trn,pet,0.11080964783184936
ME,trn,cep,0.036624472723752265
ME,trn,mot,0.053263962191021225
ME,trn,alt,0.03096248127332711
ME,trn,pmt,0.03291692149989808
ME,trn,wpd,0.06405731369141122
ME,trn,che,0.14114157748889536
ME,trn,mmf,0.07882667731606541
ME,trn,min,0.06487941877941393
ME,trd,ppd,0.3402599366556108
ME,trd,fbp,3.2712101778896656
ME,trd,agr,0.664950665263596
ME,trd,eec,0.3203819493431369
ME,trd,pub,0.38598370835329293
ME,trd,tex,0.33447928806089033
ME,trd,nmp,0.15928411398462336
ME,trd,ote,0.21651482064573505
ME,trd,mch,0.4652216155626113
ME,trd,oil,0.02379601829889889
ME,trd,pla,0.4039836393715229
ME,trd,fof,0.08281773215209841
ME,trd,mov,0.01822570634044359
ME,trd,fpd,0.3759151806851276
ME,trd,pri,0.045655527444969736
ME,trd,fmt,0.4501355059887197
ME,trd,pet,0.5597059883602498
ME,trd,cep,0.8208061468195916
ME,trd,mot,0.8753832238564908
ME,trd,alt,1.0307682545215873
ME,trd,pmt,0.09154967979244961
ME,trd,wpd,0.2861329647393817
ME,trd,che,1.7446927869574929
ME,trd,mmf,1.0161334264393622
ME,trd,min,0.021171551310659533
MD,trn,ppd,0.22861377694622462
MD,trn,fbp,0.5461179508893008
MD,trn,agr,0.9796572249899728
MD,trn,eec,0.18724825000779885
MD,trn,pub,0.15560654802422053
MD,trn,tex,0.09502804865456649
MD,trn,nmp,0.6457459235613568
MD,trn,ote,0.15572265472932004
MD,trn,mch,0.20490787554052886
MD,trn,oil,0.5908167785546048
MD,trn,pla,0.13815431067261427
MD,trn,fof,0.06572002072002882
MD,trn,mov,0.002122645078060394
MD,trn,fpd,0.32446697033870187
MD,trn,pri,0.07598796034810894
MD,trn,fmt,0.25546171577935217
MD,trn,pet,0.8970820256800076
MD,trn,cep,0.2758839720986918
MD,trn,mot,0.19244273829798833
MD,trn,alt,0.17133129177301068
MD,trn,pmt,0.08738463446910243
MD,trn,wpd,0.22247958917378974
MD,trn,che,0.7992389283988913
MD,trn,mmf,0.4182159550579324
MD,trn,min,0.47889235441439276
MD,trd,ppd,1.088719170574625
MD,trd,fbp,11.443134940835295
MD,trd,agr,2.1148725883315374
MD,trd,eec,2.040207948283803
MD,trd,pub,2.7993332641745554
MD,trd,tex,1.4277597050966844
MD,trd,nmp,1.2012849664825809
MD,trd,ote,0.9833176721712125
MD,trd,mch,2.2929333284300135
MD,trd,oil,0.20197008700009828
MD,trd,pla,2.2985000505436677
MD,trd,fof,0.14970261389781056
MD,trd,mov,0.13233863953631952
MD,trd,fpd,1.7011186343691371
MD,trd,pri,0.2965582501502013
MD,trd,fmt,2.58181750357247
MD,trd,pet,4.5312135869736725
MD,trd,cep,6.182949357814288
MD,trd,mot,3.162760292877005
MD,trd,alt,5.703769507579193
MD,trd,pmt,0.24303716568547737
MD,trd,wpd,0.9937779275441493
MD,trd,che,9.87962879714088
MD,trd,mmf,5.391109023924528
MD,trd,min,0.15627288660273744
MA,trn,ppd,0.33369567721589527
MA,trn,fbp,0.7392150056163056
MA,trn,agr,1.147261912764397
MA,trn,eec,0.28267942829984843
MA,trn,pub,0.32718809614369604
MA,trn,tex,0.12463981176801556
MA,trn,nmp,0.7164657470427576
MA,trn,ote,0.10903543498072296
MA,trn,mch,0.39240500176326326
MA,trn,oil,0.4866943502107283
MA,trn,pla,0.17778627628441707
MA,trn,fof,0.07332428231138739
MA,trn,mov,0.0027544066874783933
MA,trn,fpd,0.4037786406589401
MA,trn,pri,0.11053831128013293
MA,trn,fmt,0.33676089668152276
MA,trn,pet,0.9259553901313371
MA,trn,cep,0.4731252146254396
MA,trn,mot,0.23057745394006865
MA,trn,alt,0.21453353887062188
MA,trn,pmt,0.28167100187572786
MA,trn,wpd,0.23161892005331217
MA,trn,che,1.1495519093161768
MA,trn,mmf,0.6637060097130113
MA,trn,min,0.5602312848956699
MA,trd,ppd,1.5891469262077076
MA,trd,fbp,15.489212624824246
MA,trd,agr,2.4766956329720995
MA,trd,eec,3.080001102331539
MA,trd,pub,5.8860538506029165
MA,trd,tex,1.8726650016784978
MA,trd,nmp,1.332845472992594
MA,trd,ote,0.6885091337274318
MA,trd,mch,4.391039165342675
MA,trd,oil,0.16637594567811037
MA,trd,pla,2.957864745849775
MA,trd,fof,0.16702424320524276
MA,trd,mov,0.17172651119032706
MA,trd,fpd,2.1169346422785438
MA,trd,pri,0.4313979216920814
MA,trd,fmt,3.4034656618453267
MA,trd,pet,4.677054633342129
MA,trd,cep,10.603404103836956
MA,trd,mot,3.789497188639561
MA,trd,alt,7.142010339736823
MA,trd,pmt,0.7833931258918365
MA,trd,wpd,1.034601741244638
MA,trd,che,14.209951171722901
MA,trd,mmf,8.555655074663775
MA,trd,min,0.1828155309826673
MI,trn,ppd,0.4779176488560371
MI,trn,fbp,0.8720154586264435
MI,trn,agr,1.824915272341307
MI,trn,eec,0.41217639360727
MI,trn,pub,0.14328338685010347
MI,trn,tex,0.1715052035635485
MI,trn,nmp,1.0243714692637051
MI,trn,ote,0.0982448123236869
MI,trn,mch,1.063619664454224
MI,trn,oil,0.6717983334061605
MI,trn,pla,0.3293847677795198
MI,trn,fof,0.13991683490479784
MI,trn,mov,0.0018678502080194661
MI,trn,fpd,0.6650185469705095
MI,trn,pri,0.08181090323545329
MI,trn,fmt,0.6213733307431832
MI,trn,pet,0.8922154816841921
MI,trn,cep,0.3546982597738499
MI,trn,mot,2.333491568584721
MI,trn,alt,0.2537997895516893
MI,trn,pmt,1.288196032047304
MI,trn,wpd,0.3855347029128072
MI,trn,che,1.3231578945448403
MI,trn,mmf,0.7637371124188929
MI,trn,min,0.733069763124318
MI,trd,ppd,2.2759700365210747
MI,trd,fbp,18.271859673002123
MI,trd,agr,3.939605799918145
MI,trd,eec,4.490966160150928
MI,trd,pub,2.5776418544459574
MI,trd,tex,2.576799401117366
MI,trd,nmp,1.9056443118269841
MI,trd,ote,0.6203712640588328
MI,trd,mch,11.901977759357836
MI,trd,oil,0.22965354534531565
MI,trd,pla,5.480038239151487
MI,trd,fof,0.31871438389813506
MI,trd,mov,0.11645317342115472
MI,trd,fpd,3.4865658013563436
MI,trd,pri,0.3192834522149042
MI,trd,fmt,6.279894177769953
MI,trd,pet,4.506632389664843
MI,trd,cep,7.9492888289358135
MI,trd,mot,38.350496060054155
MI,trd,alt,8.449218386754616
MI,trd,pmt,3.5827753286163166
MI,trd,wpd,1.7221169792692876
MI,trd,che,16.355946105249338
MI,trd,mmf,9.845129026933474
MI,trd,min,0.2392164479316214
MN,trn,ppd,0.2914217881330071
MN,trn,fbp,0.5351526818933499
MN,trn,agr,1.7585318844438498
MN,trn,eec,0.2379250382946809
MN,trn,pub,0.1317993059801493
MN,trn,tex,0.09101657334662328
MN,trn,nmp,0.5498761142731429
MN,trn,ote,0.06775754582151261
MN,trn,mch,0.46925553338076725
MN,trn,oil,1.1151469588105867
MN,trn,pla,0.1345653070826738
MN,trn,fof,0.15675180827645832
MN,trn,mov,0.0015672741697754606
MN,trn,fpd,0.3700831256242814
MN,trn,pri,0.0611351091388926
MN,trn,fmt,0.2821081110579654
MN,trn,pet,0.55889688996326
MN,trn,cep,0.31305094331153827
MN,trn,mot,0.23953441302165063
MN,trn,alt,0.14852217696860942
MN,trn,pmt,0.3280685839976204
MN,trn,wpd,0.2833260914563651
MN,trn,che,0.6725527530091759
MN,trn,mmf,0.4684994981730864
MN,trn,min,0.4815442325957925
MN,trd,ppd,1.3878275041060741
MN,trd,fbp,11.21337312366943
MN,trd,agr,3.7962981165737504
MN,trd,eec,2.59236897650215
MN,trd,pub,2.371045345520578
MN,trd,tex,1.3674888389286204
MN,trd,nmp,1.0229377924077905
MN,trd,ote,0.42785805536809435
MN,trd,mch,5.25100194026533
MN,trd,oil,0.3812118011270278
MN,trd,pla,2.238789102020114
MN,trd,fof,0.3570625081230798
MN,trd,mov,0.09771343007471822
MN,trd,fpd,1.940275463502077
MN,trd,pri,0.2385920204452858
MN,trd,fmt,2.8511186375116755
MN,trd,pet,2.8230207595556025
MN,trd,cep,7.0159136617723465
MN,trd,mot,3.936703130410593
MN,trd,alt,4.944433999337195
MN,trd,pmt,0.9124356849420898
MN,trd,wpd,1.265568751867605
MN,trd,che,8.313623511228172
MN,trd,mmf,6.039300609550318
MN,trd,min,0.15713825155272276
MS,trn,ppd,0.12043102886150663
MS,trn,fbp,0.264490475744746
MS,trn,agr,0.6353751002768703
MS,trn,eec,0.0763081258449349
MS,trn,pub,0.028569409623226884
MS,trn,tex,0.05371853086576909
MS,trn,nmp,0.18104382897990418
MS,trn,ote,0.05012503454948205
MS,trn,mch,0.17562777518965492
MS,trn,oil,1.0220478258721781
MS,trn,pla,0.05399867449163201
MS,trn,fof,0.0843362207674862
MS,trn,mov,0.0005053045137235989
MS,trn,fpd,0.22947958528995543
MS,trn,pri,0.019575285739748628
MS,trn,fmt,0.09972329285889295
MS,trn,pet,0.28977624942687874
MS,trn,cep,0.05068143305895402
MS,trn,mot,0.16888392184292647
MS,trn,alt,0.07131641850941399
MS,trn,pmt,0.1584747297828975
MS,trn,wpd,0.16287644633047885
MS,trn,che,0.2970928612354367
MS,trn,mmf,0.13854409247847901
MS,trn,min,0.20954995030834814
MS,trd,ppd,0.5735243588770669
MS,trd,fbp,5.542026588916046
MS,trd,agr,1.371640354000052
MS,trd,eec,0.831433377139667
MS,trd,pub,0.5139584401273353
MS,trd,tex,0.8071001654041856
MS,trd,nmp,0.33679690740988083
MS,trd,ote,0.3165167738526744
MS,trd,mch,1.9652869762476393
MS,trd,oil,0.34938596160837865
MS,trd,pla,0.8983864162040236
MS,trd,fof,0.19210816668698644
MS,trd,mov,0.03150376508485698
MS,trd,fpd,1.2031178345720264
MS,trd,pri,0.07639647726528975
MS,trd,fmt,1.0078509894584498
MS,trd,pet,1.463676721858331
MS,trd,cep,1.1358424761003123
MS,trd,mot,2.775575565148435
MS,trd,alt,2.374186344329131
MS,trd,pmt,0.44075539587941615
MS,trd,wpd,0.7275409752470371
MS,trd,che,3.6724527334605637
MS,trd,mmf,1.7859345109602507
MS,trd,min,0.06838066074825931
MO,trn,ppd,0.2718798885119134
MO,trn,fbp,0.5878546504574796
MO,trn,agr,1.7367400752101907
MO,trn,eec,0.20062524892924374
MO,trn,pub,0.091817909328319
MO,trn,tex,0.08664639635917916
MO,trn,nmp,0.5179804429450198
MO,trn,ote,0.12061529839172844
MO,trn,mch,0.34919486888759405
MO,trn,oil,0.35675888842835085
MO,trn,pla,0.13407762457602448
MO,trn,fof,0.10513350014668424
MO,trn,mov,0.0014413675743058633
MO,trn,fpd,0.3118038255735768
MO,trn,pri,0.05640937955925086
MO,trn,fmt,0.2560081314979003
MO,trn,pet,0.5819745624539632
MO,trn,cep,0.16834725416600235
MO,trn,mot,0.38914927561543405
MO,trn,alt,0.14677492611771223
MO,trn,pmt,0.30093432636478734
MO,trn,wpd,0.21079350183697415
MO,trn,che,0.6936816021075807
MO,trn,mmf,0.3387415443726365
MO,trn,min,0.45368608230652324
MO,trd,ppd,1.2947638181326155
MO,trd,fbp,12.31766888421886
MO,trd,agr,3.7492542130299493
MO,trd,eec,2.1859602291333116
MO,trd,pub,1.6517873514533556
MO,trd,tex,1.3018286186551855
MO,trd,nmp,0.9636020861116854
MO,trd,ote,0.761630699456985
MO,trd,mch,3.9075147837875366
MO,trd,oil,0.12195764634547002
MO,trd,pla,2.2306754336103087
MO,trd,fof,0.23948196619158915
MO,trd,mov,0.08986364504691614
MO,trd,fpd,1.634728174017559
MO,trd,pri,0.22014891329513475
MO,trd,fmt,2.587339840499046
MO,trd,pet,2.939587428101142
MO,trd,cep,3.7728996690794663
MO,trd,mot,6.395595322555282
MO,trd,alt,4.88626648059437
MO,trd,pmt,0.8369689497645796
MO,trd,wpd,0.9415781922883963
MO,trd,che,8.57480346453853
MO,trd,mmf,4.366625841408855
MO,trd,min,0.148047537280534
MT,trn,ppd,0.029121754879860958
MT,trn,fbp,0.10974834317596874
MT,trn,agr,0.20306018993820651
MT,trn,eec,0.028262272443107073
MT,trn,pub,0.016846327978615603
MT,trn,tex,0.012663812862233961
MT,trn,nmp,0.09579682341330553
MT,trn,ote,0.011889112376027118
MT,trn,mch,0.032208158871243044
MT,trn,oil,0.4879303160702843
MT,trn,pla,0.018764984998371044
MT,trn,fof,0.02712310349510368
MT,trn,mov,0.00025979100036277984
MT,trn,fpd,0.05782452082155903
MT,trn,pri,0.008901696437762145
MT,trn,fmt,0.03429139950703434
MT,trn,pet,0.12547463764688807
MT,trn,cep,0.02427027676781834
MT,trn,mot,0.04186638759473845
MT,trn,alt,0.023875449016293217
MT,trn,pmt,0.017958583268648246
MT,trn,wpd,0.05335575663204876
MT,trn,che,0.114465654801159
MT,trn,mmf,0.06739136051948522
MT,trn,min,0.13157946655739566
MT,trd,ppd,0.1386854862466912
MT,trd,fbp,2.2996224505176115
MT,trd,agr,0.43836396907714736
MT,trd,eec,0.30793832718109665
MT,trd,pub,0.30306235109330254
MT,trd,tex,0.19026889401157768
MT,trd,nmp,0.17821139801938826
MT,trd,ote,0.07507433215865769
MT,trd,mch,0.360411529954274
MT,trd,oil,0.16679845929188142
MT,trd,pla,0.3121966933729325
MT,trd,fof,0.06178329595383734
MT,trd,mov,0.016196955349316092
MT,trd,fpd,0.30316296845357904
MT,trd,pri,0.034740655057162874
MT,trd,fmt,0.3465651798319811
MT,trd,pet,0.633779706482473
MT,trd,cep,0.5439311715501758
MT,trd,mot,0.6880662240723341
MT,trd,alt,0.7948347127348686
MT,trd,pmt,0.049947032494392904
MT,trd,wpd,0.2383309563149541
MT,trd,che,1.4149438162660526
MT,trd,mmf,0.8687238433570061
MT,trd,min,0.042937213064754225
NE,trn,ppd,0.10603565272107775
NE,trn,fbp,0.28447676039761205
NE,trn,agr,1.7010793222801237
NE,trn,eec,0.06553987312563596
NE,trn,pub,0.03934131113062582
NE,trn,tex,0.02600494463810747
NE,trn,nmp,0.19291959088289354
NE,trn,ote,0.02579962947580219
NE,trn,mch,0.14646233922759755
NE,trn,oil,0.07114099555624143
NE,trn,pla,0.05436734404840515
NE,trn,fof,0.11418958249280223
NE,trn,mov,0.000366188113644719
NE,trn,fpd,0.09344601896161439
NE,trn,pri,0.021713209688497735
NE,trn,fmt,0.09679794708281997
NE,trn,pet,0.27681961392880217
NE,trn,cep,0.05650666803581785
NE,trn,mot,0.12338880615853916
NE,trn,alt,0.045044425705842855
NE,trn,pmt,0.0943773684188726
NE,trn,wpd,0.09588310089473481
NE,trn,che,0.30822043474011473
NE,trn,mmf,0.16365141291914567
NE,trn,min,0.17617994298909773
NE,trd,ppd,0.5049697766420512
NE,trd,fbp,5.9608111241547554
NE,trd,agr,3.672270195633626
NE,trd,eec,0.7141053124654851
NE,trd,pub,0.7077429729182068
NE,trd,tex,0.39071424293395435
NE,trd,nmp,0.3588894576205089
NE,trd,ote,0.16291291490710116
NE,trd,mch,1.6389237265229333
NE,trd,oil,0.024319473622463693
NE,trd,pla,0.9045200430937776
NE,trd,fof,0.2601106754347454
NE,trd,mov,0.022830400275111115
NE,trd,fpd,0.48991971046321675
NE,trd,pri,0.08474015410949948
NE,trd,fmt,0.9782860548238195
NE,trd,pet,1.398232000941259
NE,trd,cep,1.2663942170562283
NE,trd,mot,2.027871875837908
NE,trd,alt,1.4995685794967852
NE,trd,pmt,0.2624855990384334
NE,trd,wpd,0.4282932634294068
NE,trd,che,3.8100039609256138
NE,trd,mmf,2.1095862037214532
NE,trd,min,0.057491308847641434
NV,trn,ppd,0.12381385954717043
NV,trn,fbp,0.39508507768371187
NV,trn,agr,0.44922025555318823
NV,trn,eec,0.15421667821667737
NV,trn,pub,0.044574541762701446
NV,trn,tex,0.04574914351098264
NV,trn,nmp,0.39166504507245664
NV,trn,ote,0.025760984969629093
NV,trn,mch,0.09980517088015205
NV,trn,oil,0.12145510662299751
NV,trn,pla,0.0748479761082681
NV,trn,fof,0.06096551055060197
NV,trn,mov,0.0012704044154729834
NV,trn,fpd,0.18813812212720263
NV,trn,pri,0.031745966161014695
NV,trn,fmt,0.13667180917734184
NV,trn,pet,0.3710785310072845
NV,trn,cep,0.07382254451430666
NV,trn,mot,0.09894513667541105
NV,trn,alt,0.08279771896277317
NV,trn,pmt,0.0791196972134134
NV,trn,wpd,0.12752539365119303
NV,trn,che,0.29994387063968814
NV,trn,mmf,0.24565199787085837
NV,trn,min,0.41709657016770363
NV,trd,ppd,0.5896342918281182
NV,trd,fbp,8.27845312479305
NV,trd,agr,0.9697714469491612
NV,trd,eec,1.6803045830467647
NV,trd,pub,0.8018878323311043
NV,trd,tex,0.6873632003652389
NV,trd,nmp,0.7286168032581609
NV,trd,ote,0.1626688924434565
NV,trd,mch,1.1168267791419737
NV,trd,oil,0.04151929894622291
NV,trd,pla,1.2452602892400941
NV,trd,fof,0.13887238906877297
NV,trd,mov,0.07920475907270087
NV,trd,fpd,0.986372403489066
NV,trd,pri,0.12389499771949487
NV,trd,fmt,1.381270254536895
NV,trd,pet,1.8743392838128416
NV,trd,cep,1.654467458637527
NV,trd,mot,1.6261447546319268
NV,trd,alt,2.756408942171828
NV,trd,pmt,0.22005043652657472
NV,trd,wpd,0.5696339240942139
NV,trd,che,3.707694903993458
NV,trd,mmf,3.1666336170345843
NV,trd,min,0.13610759163594052
NH,trn,ppd,0.05520923546110077
NH,trn,fbp,0.14843690590479816
NH,trn,agr,0.23182053898895658
NH,trn,eec,0.061662195118005886
NH,trn,pub,0.041114681140525085
NH,trn,tex,0.026626408735690412
NH,trn,nmp,0.11007424027554256
NH,trn,ote,0.01823971479154201
NH,trn,mch,0.10513408209110668
NH,trn,oil,0.08129642814141431
NH,trn,pla,0.03134030538130681
NH,trn,fof,0.017538707503962768
NH,trn,mov,0.00041795778140965643
NH,trn,fpd,0.07651146364880008
NH,trn,pri,0.01672967214209556
NH,trn,fmt,0.06376366143217985
NH,trn,pet,0.147217790980762
NH,trn,cep,0.08208134753220704
NH,trn,mot,0.06431086757825419
NH,trn,alt,0.04353977641738543
NH,trn,pmt,0.09119310041552349
NH,trn,wpd,0.045342757195285445
NH,trn,che,0.17111533365604792
NH,trn,mmf,0.11180371691370497
NH,trn,min,0.09440345692551866
NH,trd,ppd,0.262920957092658
NH,trd,fbp,3.1102869658517833
NH,trd,agr,0.5004514750809956
NH,trd,eec,0.6718551472878524
NH,trd,pub,0.7396455741996636
NH,trd,tex,0.40005150081997704
NH,trd,nmp,0.20477176117618423
NH,trd,ote,0.1151754953128793
NH,trd,mch,1.1764576649125182
NH,trd,oil,0.027791097444266572
NH,trd,pla,0.5214147365527481
NH,trd,fof,0.039951149268767604
NH,trd,mov,0.0260580370911159
NH,trd,fpd,0.40113505673617716
NH,trd,pri,0.06529089968092423
NH,trd,fmt,0.644425865046886
NH,trd,pet,0.7436056410010238
NH,trd,cep,1.8395588955462823
NH,trd,mot,1.0569370409914796
NH,trd,alt,1.4494774803035664
NH,trd,pmt,0.25362940280875684
NH,trd,wpd,0.20253827077804096
NH,trd,che,2.115207252738975
NH,trd,mmf,1.4412315452629834
NH,trd,min,0.030805880659899306
NJ,trn,ppd,0.4057901634492739
NJ,trn,fbp,0.8504715750282933
NJ,trn,agr,1.556445266007266
NJ,trn,eec,0.2540888035260512
NJ,trn,pub,0.21444311055664095
NJ,trn,tex,0.16210197674881804
NJ,trn,nmp,0.7584577743485255
NJ,trn,ote,0.08636251689901164
NJ,trn,mch,0.34107540816826265
NJ,trn,oil,1.5806919038199125
NJ,trn,pla,0.20626426003450213
NJ,trn,fof,0.07619801943332054
NJ,trn,mov,0.003838907484853078
NJ,trn,fpd,0.5513846117864748
NJ,trn,pri,0.11118182678515412
NJ,trn,fmt,0.3197153319013609
NJ,trn,pet,1.0980935910145528
NJ,trn,cep,0.3218677376186262
NJ,trn,mot,0.27760305284448533
NJ,trn,alt,0.31582682889736924
NJ,trn,pmt,0.20760203812090952
NJ,trn,wpd,0.2473587022767851
NJ,trn,che,1.5018669223938823
NJ,trn,mmf,0.7943132164516246
NJ,trn,min,0.6335765901838569
NJ,trd,ppd,1.9324799059758977
NJ,trd,fbp,17.820437838649617
NJ,trd,agr,3.3600358822963274
NJ,trd,eec,2.7684851340516143
NJ,trd,pub,3.857792234815395
NJ,trd,tex,2.4355195523354594
NJ,trd,nmp,1.410963490116634
NJ,trd,ote,0.5453399778445579
NJ,trd,mch,3.8166574556193424
NJ,trd,oil,0.5403578451442921
NJ,trd,pla,3.431658482507516
NJ,trd,fof,0.17357028433692873
NJ,trd,mov,0.2393409049408663
NJ,trd,fpd,2.890804684480654
NJ,trd,pri,0.43390936996940516
NJ,trd,fmt,3.231195083557536
NJ,trd,pet,5.546534716936466
NJ,trd,cep,7.2135104713452085
