r,s,value
AL,ppd,8.639659915485904
AL,res,8.108328308832496
AL,com,5.17964539508012
AL,amb,17.228165441955635
AL,fbp,10.993480570981257
AL,rec,1.8531506327598057
AL,con,24.89792744386267
AL,agr,5.923853666180464
AL,eec,1.7581575280351671
AL,fnd,7.808832706708657
AL,pub,1.5023852071595372
AL,hou,24.67626783769377
AL,fbt,3.541365248820756
AL,ins,10.419221027854498
AL,tex,1.590922788864015
AL,leg,3.6317589519807454
AL,fen,1.1972799801432803
AL,uti,14.233461572192471
AL,nmp,3.6107029569884936
AL,brd,5.1518179452103325
AL,bnk,11.345838873597756
AL,ore,16.317623894010623
AL,edu,3.930032648019237
AL,ote,7.058572593423613
AL,man,3.460523969247602
AL,mch,2.401785049602578
AL,dat,1.7213613243766899
AL,amd,2.0954189004191854
AL,oil,0.495281844304774
AL,hos,14.556978423533335
AL,rnt,5.067598247160883
AL,pla,4.549251348947939
AL,fof,1.083172536986338
AL,fin,0.924406028512989
AL,tsv,22.309237886570024
AL,nrs,2.385315410648579
AL,sec,2.33434040486696
AL,art,0.8723631744121133
AL,mov,0.3089765655756178
AL,fpd,1.8864253471360075
AL,slg,47.75769928860985
AL,pri,0.4482528848361421
AL,grd,0.6798272224778332
AL,pip,0.42953695453505897
AL,sle,2.6245763566764273
AL,osv,11.592212906632586
AL,trn,1.4006975377088426
AL,smn,0.29863497667912403
AL,fmt,6.197961558814918
AL,pet,6.2181683052735375
AL,mvt,4.240330553212016
AL,cep,1.0778689064020717
AL,wst,2.0222481660989344
AL,mot,23.31204078008635
AL,adm,11.028206271391854
AL,soc,3.1267958042973487
AL,alt,0.22255873676009144
AL,pmt,14.025035242887894
AL,trk,6.370513310666049
AL,fdd,12.955670461938169
AL,gmt,2.947269877626481
AL,wtt,0.23881194884014278
AL,wpd,8.064837503019579
AL,wht,24.636285600045557
AL,wrh,2.0681362481703074
AL,ott,16.468148168627174
AL,che,6.615078735104607
AL,air,0.26437608582416755
AL,mmf,1.2518741788556693
AL,otr,3.959082309184149
AL,min,2.0444720449341225
AK,ppd,0.010362178761120873
AK,res,3.7083834258927983
AK,com,0.4235600137125006
AK,amb,4.189608112585619
AK,fbp,2.9870014145091797
AK,rec,0.7697515257928798
AK,con,6.2597822803393415
AK,agr,0.051055943109590884
AK,eec,0.003538076741300951
AK,fnd,2.1780179335256054
AK,pub,0.09785414907008531
AK,hou,4.827503056384656
AK,fbt,0.5857748262934601
AK,ins,0.7348358337820948
AK,tex,0.00558234310905991
AK,leg,0.24202651625606503
AK,fen,0.33394200723021544
AK,uti,3.3666000488521135
AK,nmp,0.06645085567776943
AK,brd,1.8527101746896006
AK,bnk,1.1149720123985538
AK,ore,3.2212835000402067
AK,edu,1.4919248783512313
AK,ote,0.09944279886397449
AK,man,0.6050318973461957
AK,mch,0.04670579284864384
AK,dat,0.24099454436540527
AK,amd,0.517065921369074
AK,oil,8.883547246078043
AK,hos,5.700455801971437
AK,rnt,1.3161611693130437
AK,pla,0.016196154947152548
AK,fof,0.5563189357247392
AK,fin,0.44761123906881833
AK,tsv,4.018831271859993
AK,nrs,0.7450636802099695
AK,sec,0.2640909182149474
AK,art,0.2910228292648558
AK,mov,0.0673201430731223
AK,fpd,0.0242263484666511
AK,slg,24.84867916355713
AK,pri,0.05090128106510654
AK,grd,0.47894249614734263
AK,pip,7.290364287121534
AK,sle,1.329967958165158
AK,osv,1.7941858462651048
AK,trn,0.0014908435686566783
AK,smn,1.9743204322232013
AK,fmt,0.11421458813017371
AK,pet,2.5561498297490766
AK,mvt,0.634746456614417
AK,cep,0.02243219832375587
AK,wst,0.6494639736510001
AK,mot,0.016211521719376915
AK,adm,1.5214438745026388
AK,soc,0.41885380851795734
AK,alt,0.020839231569812898
AK,pmt,0.009055649913763423
AK,trk,0.73249813930826
AK,fdd,3.268001991734189
AK,gmt,0.45014942187288715
AK,wtt,0.846485248157594
AK,wpd,0.12280530803482206
AK,wht,2.457010641873718
AK,wrh,0.06610989433061294
AK,ott,2.4847761524713303
AK,che,0.17381715912817855
AK,air,1.4922120113925335
AK,mmf,0.034475762999467405
AK,otr,2.1258080195624944
AK,min,2.7201543951397302
AR,ppd,4.083824121587962
AR,res,5.121887447687624
AR,com,2.056323675127641
AR,amb,9.526413830443039
AR,fbp,16.91712610280511
AR,rec,0.7630248635840059
AR,con,12.352844935375787
AR,agr,8.486942320538716
AR,eec,1.2560321486952704
AR,fnd,3.5267515647919385
AR,pub,0.41131795640321844
AR,hou,12.665421278902434
AR,fbt,2.0837156575366134
AR,ins,6.163430518737745
AR,tex,0.17493834614871764
AR,leg,1.1033655496732602
AR,fen,0.5407349858880661
AR,uti,6.3840612707445175
AR,nmp,0.8629581772064447
AR,brd,2.1607651178170446
AR,bnk,5.74455533822914
AR,ore,8.353047414809453
AR,edu,1.469225101450359
AR,ote,1.7660337955938994
AR,man,9.548864072870657
AR,mch,3.974232558496864
AR,dat,1.41535652550632
AR,amd,1.18928669531403
AR,oil,0.3921185681939665
AR,hos,7.859830029678386
AR,rnt,2.871185253754383
AR,pla,4.454022178126276
AR,fof,0.9601952388947504
AR,fin,0.2559145767477687
AR,tsv,8.79285304778074
AR,nrs,1.7960402687674364
AR,sec,1.0401505575716223
AR,art,0.6156194663871662
AR,mov,0.12478939194889012
AR,fpd,0.5954665065700546
AR,slg,9.083459874656471
AR,pri,0.4321507336231077
AR,grd,0.2244001018184876
AR,pip,0.20439468624063542
AR,sle,0.5312669446575748
AR,osv,7.152212400668951
AR,trn,1.4070662809091015
AR,smn,0.3910075114075076
AR,fmt,4.578087786803114
AR,pet,1.8406247438646544
AR,mvt,2.5684473339563487
AR,cep,0.23314106518458894
AR,wst,1.296375400777752
AR,mot,1.7770060202222395
AR,adm,6.727167324695565
AR,soc,2.200680286199948
AR,alt,0.1295641232074027
AR,pmt,11.128139438726214
AR,trk,7.894271290898798
AR,fdd,3.8523608716065505
AR,gmt,1.7764813372385782
AR,wtt,0.018257339432281278
AR,wpd,5.787192469825159
AR,wht,18.51696941064568
AR,wrh,1.1878411512522498
AR,ott,9.958819329173286
AR,che,2.778451520635514
AR,air,0.201644348743834
AR,mmf,0.49025763847325915
AR,otr,2.5205875217655245
AR,min,0.555046743587069
AZ,ppd,0.9514931188025669
AZ,res,20.980352040736964
AZ,com,9.632884144217972
AZ,amb,28.991224815857866
AZ,fbp,8.9906229821525
AZ,rec,3.3526673211230773
AZ,con,49.82047479419156
AZ,agr,3.2889163712488103
AZ,eec,1.640650088231904
AZ,fnd,9.486412271643129
AZ,pub,4.328501863834479
AZ,hou,54.23108256563858
AZ,fbt,5.687684301284418
AZ,ins,20.940277293613523
AZ,tex,0.3473879404393189
AZ,leg,4.449284167441863
AZ,fen,1.4544928701656217
AZ,uti,15.991471078912072
AZ,nmp,2.8595624283193026
AZ,brd,12.224822931814908
AZ,bnk,25.214972430193
AZ,ore,35.7379334327855
AZ,edu,7.613247518956549
AZ,ote,14.190670761815642
AZ,man,8.43678358594521
AZ,mch,3.0988408199231956
AZ,dat,5.5786087837323635
AZ,amd,4.043381585302408
AZ,oil,0.03894294203566019
AZ,hos,24.250992268830426
AZ,rnt,10.474325005519862
AZ,pla,2.964040558251368
AZ,fof,1.0763204812165958
AZ,fin,3.4225126020624304
AZ,tsv,37.81286037375429
AZ,nrs,5.091207900875008
AZ,sec,6.995521127136804
AZ,art,2.5469343853077753
AZ,mov,0.6509080465982032
AZ,fpd,1.2014440663867667
AZ,slg,42.60936843499462
AZ,pri,1.2955237945670148
AZ,grd,1.933189738557695
AZ,pip,0.2527486169595192
AZ,sle,2.3700834007766036
AZ,osv,20.7211257881129
AZ,trn,1.6634643389271273
AZ,smn,0.8595973404858153
AZ,fmt,7.090751508660665
AZ,pet,0.7404204991236437
AZ,mvt,6.942704300155576
AZ,cep,10.19537312311395
AZ,wst,3.1913987685250667
AZ,mot,4.969408662286031
AZ,adm,30.865325513012866
AZ,soc,5.09376856547773
AZ,alt,0.19286373388289918
AZ,pmt,4.20313487125201
AZ,trk,7.134656905444613
AZ,fdd,12.35114285272621
AZ,gmt,4.816066885015189
AZ,wtt,0.01597056133979406
AZ,wpd,1.2325648374820009
AZ,wht,34.938706880999014
AZ,wrh,4.076640659970058
AZ,ott,27.052909532938358
AZ,che,3.2915068098633595
AZ,air,4.797007463297384
AZ,mmf,3.854512650096275
AZ,otr,7.351306775299653
AZ,min,9.856679527686204
CA,ppd,9.584598922138165
CA,res,160.85366329635218
CA,com,150.0107361908071
CA,amb,178.10942444742463
CA,fbp,109.89818353154624
CA,rec,42.42996642366524
CA,con,271.36916723338913
CA,agr,73.19578425855663
CA,eec,10.508927247622672
CA,fnd,70.23569888113803
CA,pub,102.3643731454427
CA,hou,375.41734152976125
CA,fbt,34.41506923525714
CA,ins,81.2310000907811
CA,tex,3.408794291710112
CA,leg,55.400140108688376
CA,fen,10.768804931563476
CA,uti,85.19264054175164
CA,nmp,11.198761510073396
CA,brd,125.23179057402689
CA,bnk,128.11757991525818
CA,ore,247.45696292090446
CA,edu,54.70206626899834
CA,ote,30.260460062939117
CA,man,79.89020908810838
CA,mch,36.096477059277625
CA,dat,178.20173882261332
CA,amd,26.944340371289826
CA,oil,8.021258823060709
CA,hos,130.29101560249978
CA,rnt,62.00556227819498
CA,pla,17.17544445589493
CA,fof,22.276248872900855
