r,h,value
RI,hh1,0.142127264282397
RI,hh2,0.142127264282397
RI,hh3,0.142127264282397
RI,hh4,0.138796441840128
RI,hh5,0.0859729185724101
SC,hh1,0.142127264282397
SC,hh2,0.142127264282397
SC,hh3,0.142127264282397
SC,hh4,0.138981218888803
SC,hh5,0.0591861191869967
SD,hh1,0.142127264282397
SD,hh2,0.142127264282397
SD,hh3,0.142127264282397
SD,hh4,0.138916358416857
SD,hh5,0.0854765821066498
TN,hh1,0.142127264282397
TN,hh2,0.142127264282397
TN,hh3,0.142127264282397
TN,hh4,0.138000690452218
TN,hh5,0.0745597733935749
TX,hh1,0.142127264282397
TX,hh2,0.142127264282397
TX,hh3,0.142127264282397
TX,hh4,0.136287878637741
TX,hh5,0.0696442793494662
UT,hh1,0.142127264282397
UT,hh2,0.142127264282397
UT,hh3,0.142127264282397
UT,hh4,0.135614372953604
UT,hh5,0.0680030349192194
VT,hh1,0.142127264282397
VT,hh2,0.142127264282397
VT,hh3,0.142127264282397
VT,hh4,0.139963016998084
VT,hh5,0.0783015781086015
VA,hh1,0.142127264282397
VA,hh2,0.142127264282397
VA,hh3,0.142127264282397
VA,hh4,0.134184807261333
VA,hh5,0.0726707182055212
WA,hh1,0.142127264282397
WA,hh2,0.142127264282397
WA,hh3,0.142127264282397
WA,hh4,0.133099555381484
WA,hh5,0.0697343853744629
WV,hh1,0.142127264282397
WV,hh2,0.142127264282397
WV,hh3,0.142127264282397
WV,hh4,0.138235188672741
WV,hh5,0.0806395980306394
WI,hh1,0.142127264282397
WI,hh2,0.142127264282397
WI,hh3,0.142127264282397
WI,hh4,0.138456997880478
WI,hh5,0.0773160640117821
WY,hh1,0.142127264282397
WY,hh2,0.142127264282397
WY,hh3,0.142127264282397
WY,hh4,0.13385044653727
WY,hh5,0.0795827750298749
