r,g,m,value
OR,ott,trd,6.601166549960844
OR,air,trn,0.04413695834021285
OR,otr,trn,0.02118624432668851
PA,fbt,trd,3.927439613556476
PA,pip,trn,0.9508442163283015
PA,trn,trn,1.0698119755199074
PA,mvt,trd,4.7829879184128075
PA,trk,trn,5.555102674620728
PA,gmt,trd,3.332709552934283
PA,wtt,trn,0.1323503094864567
PA,wht,trd,30.653646089511252
PA,ott,trd,18.502154935319286
PA,air,trn,0.14416144241432338
PA,otr,trn,0.06919913959487774
RI,fbt,trd,0.29234965870625534
RI,pip,trn,0.018544753025965595
RI,trn,trn,0.027346710932919023
RI,mvt,trd,0.35603472570718864
RI,trk,trn,0.34952588584709027
RI,gmt,trd,0.2480793077007049
RI,wtt,trn,0.021862654713881383
RI,wht,trd,2.281787590428623
RI,ott,trd,1.3772582682111987
RI,air,trn,0.009070607478609908
RI,otr,trn,0.0043539952334737805
SC,fbt,trd,1.6079815974543998
SC,pip,trn,0.100166166328368
SC,trn,trn,0.37585974023359076
SC,mvt,trd,1.9582622039833244
SC,trk,trn,1.9516882368410349
SC,gmt,trd,1.364485812151303
SC,wtt,trn,0.11890507861976499
SC,wht,trd,12.550288141077065
SC,ott,trd,7.5751959486660345
SC,air,trn,0.05064860324751438
SC,otr,trn,0.02431190828638723
SD,fbt,trd,0.3267816431928878
SD,pip,trn,0.06441944564868184
SD,trn,trn,0.09463015268351595
SD,mvt,trd,0.3979673286269336
SD,trk,trn,0.4913762663915751
SD,gmt,trd,0.27729727536314647
SD,wtt,trn,0.0015991054307125008
SD,wht,trd,2.550529053179466
SD,ott,trd,1.539467232418618
SD,air,trn,0.012751791547401182
SD,otr,trn,0.006121005648912144
TN,fbt,trd,1.8274075945534076
TN,pip,trn,0.4098800516635448
TN,trn,trn,0.4611634379915899
TN,mvt,trd,2.2254876730873185
TN,trk,trn,2.394635979448054
TN,gmt,trd,1.5506842489572568
TN,wtt,trn,0.14978318260242754
TN,wht,trd,14.262906925766723
TN,ott,trd,8.608911089988446
TN,air,trn,0.06214361769254551
TN,otr,trn,0.02982964656581369
TX,fbt,trd,16.204227038215695
TX,pip,trn,4.855477653117075
TX,trn,trn,5.462985472249468
TX,mvt,trd,19.734134646775598
TX,trk,trn,28.36708309753117
TX,gmt,trd,13.750429684970861
TX,wtt,trn,1.0478792169863667
TX,wht,trd,126.47390912619319
TX,ott,trd,76.33805959314604
TX,air,trn,0.736159141596113
TX,otr,trn,0.3533647995623371
UT,fbt,trd,1.12580368138743
UT,pip,trn,0.15044090216122255
UT,trn,trn,0.3557190637814477
UT,mvt,trd,1.3710472817950323
UT,trk,trn,1.8471058165763916
UT,gmt,trd,0.9553238376314297
UT,wtt,trn,0.007755190294465446
UT,wht,trd,8.786891973182701
UT,ott,trd,5.303657392435558
UT,air,trn,0.047934566542952244
UT,otr,trn,0.02300913965672238
VT,fbt,trd,0.15306449357137536
VT,pip,trn,0.0068791789550586005
VT,trn,trn,0.03559480519645518
VT,mvt,trd,0.18640786250737745
VT,trk,trn,0.1880499265959211
VT,gmt,trd,0.12988601993511859
VT,wtt,trn,0.011762420983995306
VT,wht,trd,1.1946675891875533
VT,ott,trd,0.7210863192850581
VT,air,trn,0.004880116579632168
VT,otr,trn,0.0023425117200387485
VA,fbt,trd,2.9320083385888025
VA,pip,trn,0.2341167453360041
VA,trn,trn,0.7644241480708305
VA,mvt,trd,3.5707131974097233
VA,trk,trn,3.9693466951790755
VA,gmt,trd,2.4880158985943797
VA,wtt,trn,0.24828048436547215
VA,wht,trd,22.8843100813992
VA,ott,trd,13.812681515195505
VA,air,trn,0.10300921126693877
VA,otr,trn,0.04944559842522024
WA,fbt,trd,3.8999872120001227
WA,pip,trn,0.1794487088908752
WA,trn,trn,1.046026032973826
WA,mvt,trd,4.749555321633413
WA,trk,trn,5.431591855822969
WA,gmt,trd,3.3094142537266156
WA,wtt,trn,0.3397431266150565
WA,wht,trd,30.439380235821005
WA,ott,trd,18.372826763044145
WA,air,trn,0.14095619152436129
WA,otr,trn,0.06766058254344622
WV,fbt,trd,0.29117842396488924
WV,pip,trn,0.07827290135352075
WV,trn,trn,0.08806625290317018
WV,mvt,trd,0.35460835072277314
WV,trk,trn,0.45729257873419893
WV,gmt,trd,0.2470854324039834
WV,wtt,trn,0.02860340294355179
WV,wht,trd,2.2726461092647496
WV,ott,trd,1.3717405852465556
WV,air,trn,0.011867279799682296
WV,otr,trn,0.005696429903285261
WI,fbt,trd,2.094499333758971
WI,pip,trn,0.22281497124394076
WI,trn,trn,0.5406614861728933
WI,mvt,trd,2.550762327169458
WI,trk,trn,2.80743732228633
WI,gmt,trd,1.7773304302728623
WI,wtt,trn,0.021009674277539005
WI,wht,trd,16.34755658372171
WI,ott,trd,9.867179383577874
WI,air,trn,0.07285629763742132
WI,otr,trn,0.03497185534595458
WY,fbt,trd,0.14320896777680528
WY,pip,trn,0.06000548700384794
WY,trn,trn,0.06751325557987724
WY,mvt,trd,0.17440542187345306
WY,trk,trn,0.35056914226620556
WY,gmt,trd,0.12152291109154027
WY,wtt,trn,0.015100489832949785
WY,wht,trd,1.117745260785608
WY,ott,trd,0.6746569701002219
WY,air,trn,0.009097681208655397
WY,otr,trn,0.004366990933248949
