r,h,value
MN,hh1,0.04793900446799893
MN,hh2,0.2196035261879027
MN,hh3,0.6249177188983542
MN,hh4,1.825991114726328
MN,hh5,3.6451545622385653
MS,hh1,0.08374364045299859
MS,hh2,0.28432391977201904
MS,hh3,0.34028628048068793
MS,hh4,0.9434639106767984
MS,hh5,0.8256733147208197
MO,hh1,0.06591102356506605
MO,hh2,0.44325407037909825
MO,hh3,0.6607290339556968
MO,hh4,2.44957034165053
MO,hh5,2.445700728138711
MT,hh1,0.015456905496100735
MT,hh2,0.08192083775782658
MT,hh3,0.11824223179470571
MT,hh4,0.37134794465703547
MT,hh5,0.42117305557059415
NE,hh1,0.02300766462936639
NE,hh2,0.11677840944905991
NE,hh3,0.1981407408757426
NE,hh4,0.6330124976746492
NE,hh5,1.0819857531568702
NV,hh1,0.057867364122232534
NV,hh2,0.2959038597745884
NV,hh3,0.5536689599802718
NV,hh4,1.524045998033584
NV,hh5,1.914324913390849
NH,hh1,0.013893932717118846
NH,hh2,0.08089101490017109
NH,hh3,0.13863407361601515
NH,hh4,0.5171389853162128
NH,hh5,1.0426996125559973
NJ,hh1,0.12373046724685462
NJ,hh2,0.5836040376957905
NJ,hh3,0.9042261597377046
NJ,hh4,2.50989509872088
NJ,hh5,7.302438648446946
NM,hh1,0.049966759134509146
NM,hh2,0.20116896950686197
NM,hh3,0.28408551202452953
NM,hh4,0.7086066629432777
NM,hh5,0.756464292993276
NY,hh1,0.24960698572744378
NY,hh2,1.176573093521729
NY,hh3,1.9159462361357198
NY,hh4,7.043505678414033
NY,hh5,16.10971947002641
NC,hh1,0.18402485228159293
NC,hh2,0.8664851398183304
NC,hh3,1.3740585772833767
NC,hh4,4.015645896170591
NC,hh5,6.145271772310328
ND,hh1,0.011922808378824014
ND,hh2,0.06598669090692875
ND,hh3,0.12354817530733138
ND,hh4,0.3543526382646433
ND,hh5,0.40882000160858195
OH,hh1,0.18718827505980568
OH,hh2,0.9318670387134811
OH,hh3,1.0788005128661804
OH,hh4,4.644244551685836
OH,hh5,5.140564920485235
OK,hh1,0.0622611749086338
OK,hh2,0.32170797804350426
OK,hh3,0.4880947159223677
OK,hh4,1.2756726566737617
OK,hh5,1.3698105845981066
OR,hh1,0.02917023163235441
OR,hh2,0.14880114467019134
OR,hh3,0.298626096822034
OR,hh4,1.3478307083904257
OR,hh5,2.071412893806453
PA,hh1,0.1432330760956529
PA,hh2,0.6697979821611982
PA,hh3,1.2484447395886908
PA,hh4,3.779829858685217
PA,hh5,7.730876910724236
RI,hh1,0.009645005074604932
RI,hh2,0.06841277156730616
RI,hh3,0.12301771225555308
RI,hh4,0.33450916356685484
RI,hh5,0.760353333813182
SC,hh1,0.07308997089836484
SC,hh2,0.34887783233993397
SC,hh3,0.6453923951751881
SC,hh4,1.7346894300536044
SC,hh5,2.04533721740078
SD,hh1,0.0128744871622509
SD,hh2,0.07695740099167472
SD,hh3,0.1364974206677555
SD,hh4,0.4384547336417714
SD,hh5,0.3509057676428586
TN,hh1,0.11820879085153091
TN,hh2,0.5191383437625848
TN,hh3,0.866411208929859
TN,hh4,2.689595349036376
TN,hh5,2.897054983156311
TX,hh1,0.5162076173208046
TX,hh2,2.219321990776224
TX,hh3,3.4525133056579977
TX,hh4,10.27660035649805
TX,hh5,17.571697046211224
UT,hh1,0.029092247280442376
UT,hh2,0.14660954757802686
UT,hh3,0.311224214863791
UT,hh4,1.1246405471387746
UT,hh5,1.9568971767127037
VT,hh1,0.006992086573034892
VT,hh2,0.029647174585987254
VT,hh3,0.05123563683705382
VT,hh4,0.23273074886051812
VT,hh5,0.30517877001382926
VA,hh1,0.15914045054438442
VA,hh2,0.5746950820703324
VA,hh3,1.0999069239188184
VA,hh4,3.7651850824950714
VA,hh5,8.444958909726505
WA,hh1,0.07823748171257283
WA,hh2,0.3993240534521829
WA,hh3,0.9751950763808092
WA,hh4,3.532486798737249
WA,hh5,7.098822272728466
WV,hh1,0.03287987757435214
WV,hh2,0.12251195063548681
WV,hh3,0.15293628413662474
WV,hh4,0.47784944629449505
WV,hh5,0.5338971999624399
WI,hh1,0.07915986611915207
WI,hh2,0.33309373441232787
WI,hh3,0.6195425700291151
WI,hh4,1.7941838524441522
WI,hh5,2.9551112956621117
WY,hh1,0.008974845333225854
WY,hh2,0.049107702190438834
WY,hh3,0.0732502110605228
WY,hh4,0.26273273727860375
WY,hh5,0.2848505942687692
