r,g,h,value
MO,edu,hh5,3.8015162674091787
MO,ote,hh1,0.144979034018812
MO,ote,hh2,0.18511815922352162
MO,ote,hh3,0.18759610945930144
MO,ote,hh4,0.2651070217233608
MO,ote,hh5,0.3129035824457312
MO,mch,hh1,0.11636736473031555
MO,mch,hh2,0.14055521890021608
MO,mch,hh3,0.1421691161920157
MO,mch,hh4,0.18137452961491615
MO,mch,hh5,0.21292032760206647
MO,dat,hh1,0.200756747160387
MO,dat,hh2,0.28881073734749846
MO,dat,hh3,0.29500760732478165
MO,dat,hh4,0.5561725154070994
MO,dat,hh5,0.7403333710104036
MO,amd,hh1,0.23281627789293727
MO,amd,hh2,0.3614499056387596
MO,amd,hh3,0.36152313669701014
MO,amd,hh4,0.7576927788699492
MO,amd,hh5,0.8088711802880326
MO,hos,hh1,0.5755278375337018
MO,hos,hh2,1.9882868770750652
MO,hos,hh3,2.209084788484942
MO,hos,hh4,7.449720997777322
MO,hos,hh5,10.852810177855883
MO,rnt,hh1,0.19812341007626497
MO,rnt,hh2,0.28343858778259434
MO,rnt,hh3,0.28781931380667286
MO,rnt,hh4,0.5240675296099865
MO,rnt,hh5,0.6371199743011101
MO,pla,hh1,0.17191710268665883
MO,pla,hh2,0.23172487365409508
MO,pla,hh3,0.23596083840301665
MO,pla,hh4,0.378963997089542
MO,pla,hh5,0.4892277034825357
MO,fof,hh1,0.030660302416816516
MO,fof,hh2,0.03210540396853824
MO,fof,hh3,0.03216504180582743
MO,fof,hh4,0.03359623878637094
MO,fof,hh5,0.03405304950758128
MO,fin,hh1,0.2730597404989949
MO,fin,hh2,0.45818604607290964
MO,fin,hh3,0.4358950771635702
MO,fin,hh4,0.97394990990836
MO,fin,hh5,0.8527201658360514
MO,tsv,hh1,0.1715231944014445
MO,tsv,hh2,0.2305024602443222
MO,tsv,hh3,0.2358745242134047
MO,tsv,hh4,0.3855141850553409
MO,tsv,hh5,0.588874948373372
MO,nrs,hh1,0.25909826007698705
MO,nrs,hh2,0.4448560205077927
MO,nrs,hh3,0.46919440486671393
MO,nrs,hh4,1.398323286827376
MO,nrs,hh5,2.268346327541481
MO,sec,hh1,0.37416076195391307
MO,sec,hh2,0.7552955443518116
MO,sec,hh3,0.6804542141438633
MO,sec,hh4,1.7566652442419877
MO,sec,hh5,1.3888239694154452
MO,art,hh1,0.15761876473710512
MO,art,hh2,0.20595081241918456
MO,art,hh3,0.20974512990730523
MO,art,hh4,0.31588459883487835
MO,art,hh5,0.4230522718867153
MO,mov,hh1,0.0678940379084708
MO,mov,hh2,0.07546492117043302
MO,mov,hh3,0.0758438282585722
MO,mov,hh4,0.08491026044553253
MO,mov,hh5,0.0889514895456755
MO,fpd,hh1,0.19321640853527802
MO,fpd,hh2,0.27367905357441735
MO,fpd,hh3,0.28365966923916625
MO,fpd,hh4,0.5670369502253035
MO,fpd,hh5,1.180056025810375
MO,pri,hh1,0.023760016145841896
MO,pri,hh2,0.024616390410129103
MO,pri,hh3,0.02465164244494749
MO,pri,hh4,0.025474612631357255
MO,pri,hh5,0.025737963894833196
MO,grd,hh1,0.09673465737533173
MO,grd,hh2,0.11301719927191352
MO,grd,hh3,0.11383709304433907
MO,grd,hh4,0.13661520714129
MO,grd,hh5,0.146448494556785
MO,sle,hh1,0.16564218238938144
MO,sle,hh2,0.22098608255316457
MO,sle,hh3,0.22303167707068824
MO,sle,hh4,0.34110834089993003
MO,sle,hh5,0.38097554402552697
MO,osv,hh1,0.4020415929141526
MO,osv,hh2,1.0418251340341453
MO,osv,hh3,1.1201974021559082
MO,osv,hh4,3.8216003086287627
MO,osv,hh5,5.248155453838073
MO,trn,hh1,0.002749660047099492
MO,trn,hh2,0.002760691202597517
MO,trn,hh3,0.0027611203913476554
MO,trn,hh4,0.0027708107384703177
MO,trn,hh5,0.002773688846263486
MO,fmt,hh1,0.12673321543987714
MO,fmt,hh2,0.1560783659041426
MO,fmt,hh3,0.158048947103368
MO,fmt,hh4,0.20882801726760822
MO,fmt,hh5,0.24791951963867842
MO,pet,hh1,0.35609412358425
MO,pet,hh2,0.741924051260263
MO,pet,hh3,0.723075537061609
MO,pet,hh4,2.047820361719213
MO,pet,hh5,2.021119312088046
MO,cep,hh1,0.2156276192915484
MO,cep,hh2,0.32240992090276893
MO,cep,hh3,0.3329658126521209
MO,cep,hh4,0.7222333324455917
MO,cep,hh5,1.1349170867663836
MO,wst,hh1,0.08360462772611194
MO,wst,hh2,0.09553763195822759
MO,wst,hh3,0.09571511917212149
MO,wst,hh4,0.1106614780301714
MO,wst,hh5,0.11363549981032092
MO,mot,hh1,0.3645886410910273
MO,mot,hh2,0.8543754605851696
MO,mot,hh3,0.9093143159178273
MO,mot,hh4,3.0727386263007452
MO,mot,hh5,4.177328989011836
MO,adm,hh1,0.14707912870587642
MO,adm,hh2,0.18809526711585753
MO,adm,hh3,0.19130840365145554
MO,adm,hh4,0.2748783347573453
MO,adm,hh5,0.3645447822751583
MO,soc,hh1,0.23423093699645062
MO,soc,hh2,0.38352177151194816
MO,soc,hh3,0.41188023812138397
MO,soc,hh4,1.325035931970249
MO,soc,hh5,2.9117440588504655
MO,alt,hh1,0.3220819252645166
MO,alt,hh2,0.6784197294687644
MO,alt,hh3,0.7253969450277865
MO,alt,hh4,2.474097700813891
MO,alt,hh5,3.5908952405665184
MO,pmt,hh1,0.0032310618542408945
MO,pmt,hh2,0.0032463034042046934
MO,pmt,hh3,0.0032469010863761796
MO,pmt,hh4,0.003260322870033692
MO,pmt,hh5,0.0032643936097786863
MO,trk,hh1,0.047002665327968825
MO,trk,hh2,0.050487598857947555
MO,trk,hh3,0.0506547460004075
MO,trk,hh4,0.05441447258627429
MO,trk,hh5,0.0560984266709998
MO,wtt,hh1,0.021478197343576845
MO,wtt,hh2,0.022175983618313636
MO,wtt,hh3,0.022202381674951747
MO,wtt,hh4,0.022863817707987642
MO,wtt,hh5,0.023055195604148992
MO,wpd,hh1,0.03169580173877617
MO,wpd,hh2,0.033239131451487026
MO,wpd,hh3,0.033307411847537445
MO,wpd,hh4,0.03485063833574002
MO,wpd,hh5,0.03543219352531198
MO,wrh,hh1,0.001042551058586086
MO,wrh,hh2,0.0010441317321134304
MO,wrh,hh3,0.0010441931314147483
MO,wrh,hh4,0.0010455722823945037
MO,wrh,hh5,0.0010459828017056593
MO,ott,hh1,0.04096658727340597
MO,ott,hh2,0.043585861079339774
MO,ott,hh3,0.04370798089850774
MO,ott,hh4,0.04644986557787114
MO,ott,hh5,0.047615298391718755
MO,che,hh1,0.35477894123507464
MO,che,hh2,0.8487111401340858
MO,che,hh3,0.9285760194570307
MO,che,hh4,3.3357858386105783
MO,che,hh5,4.9956967549639275
MO,air,hh1,0.2001529455646829
MO,air,hh2,0.2876250199590915
MO,air,hh3,0.29277234835896115
MO,air,hh4,0.5431026095463016
MO,air,hh5,0.6828784874733109
MO,mmf,hh1,0.2667760102377609
MO,mmf,hh2,0.4757810386016209
MO,mmf,hh3,0.5081323138547494
MO,mmf,hh4,1.6491411104606137
MO,mmf,hh5,2.8029876625625394
MO,otr,hh1,0.06734096537695729
MO,otr,hh2,0.07482192758739324
MO,otr,hh3,0.07513900155252191
MO,otr,hh4,0.08396872622539468
MO,otr,hh5,0.08689720266621219
MO,min,hh1,0.001234025138630708
MO,min,hh2,0.0012362406337256158
MO,min,hh3,0.001236326645564165
MO,min,hh4,0.0012382610289729974
MO,min,hh5,0.0012388347757066134
MT,ppd,hh1,0.03148832637598423
MT,ppd,hh2,0.04160584932635461
MT,ppd,hh3,0.04156908234435414
MT,ppd,hh4,0.04857303686618934
MT,ppd,hh5,0.05232911514346359
MT,res,hh1,0.08230771879930567
MT,res,hh2,0.22924174564567412
MT,res,hh3,0.2273302056732044
MT,res,hh4,0.8356860008129716
MT,res,hh5,1.566309716205518
MT,amb,hh1,0.08328273013454458
MT,amb,hh2,0.24081182905727955
MT,amb,hh3,0.2428152355031057
MT,amb,hh4,1.10893914153242
MT,amb,hh5,2.658192446051404
MT,fbp,hh1,0.09055756825782711
MT,fbp,hh2,0.3169313127543531
MT,fbp,hh3,0.31299565349932623
MT,fbp,hh4,1.6075967467795689
MT,fbp,hh5,2.7625084320690445
MT,rec,hh1,0.06217691693438324
MT,rec,hh2,0.11905386479954043
MT,rec,hh3,0.11896699082379723
MT,rec,hh4,0.2051496152069345
MT,rec,hh5,0.320247264660333
MT,agr,hh1,0.06191905584090074
MT,agr,hh2,0.11831884053046424
MT,agr,hh3,0.11803307183140883
MT,agr,hh4,0.20166903360791086
MT,agr,hh5,0.2850731659945
MT,eec,hh1,0.049083931229051414
MT,eec,hh2,0.07892108259829052
MT,eec,hh3,0.07883117941488933
MT,eec,hh4,0.1089587135575129
MT,eec,hh5,0.1331616550833087
MT,pub,hh1,0.05556635152200644
MT,pub,hh2,0.09715329788166077
MT,pub,hh3,0.09696577459470741
MT,pub,hh4,0.14703225445564183
MT,pub,hh5,0.188382172259102
MT,hou,hh1,0.10972784329291528
MT,hou,hh2,0.6849702845146886
MT,hou,hh3,0.5986290797393768
MT,hou,hh4,2.8629966193011374
MT,hou,hh5,3.338566598001055
MT,ins,hh1,0.0701556797028506
MT,ins,hh2,0.1526443693471004
MT,ins,hh3,0.1521552547121819
MT,ins,hh4,0.32527338005398915
MT,ins,hh5,0.556276659040552
MT,tex,hh1,0.03614853601899531
MT,tex,hh2,0.0501340775858912
MT,tex,hh3,0.05008664216963011
MT,tex,hh4,0.06065916088529574
MT,tex,hh5,0.0670321602825049
MT,leg,hh1,0.040030967238222144
MT,leg,hh2,0.05790941216144548
MT,leg,hh3,0.057851876510823366
MT,leg,hh4,0.07248112961608949
MT,leg,hh5,0.08219672641347955
MT,fen,hh1,0.0042421193660923595
MT,fen,hh2,0.004385859465059376
MT,fen,hh3,0.004385352393052838
MT,fen,hh4,0.00445197497919824
MT,fen,hh5,0.004478314979479863
MT,uti,hh1,0.06676648135742003
MT,uti,hh2,0.13779830464757548
MT,uti,hh3,0.13613012280167985
MT,uti,hh4,0.2571006114396612
MT,uti,hh5,0.3475274370916383
MT,nmp,hh1,0.01492785772940648
MT,nmp,hh2,0.016874111140215236
MT,nmp,hh3,0.01686726707833143
MT,nmp,hh4,0.01790423482837868
MT,nmp,hh5,0.018365427852165307
MT,brd,hh1,0.06615196782430095
MT,brd,hh2,0.1348720159335785
MT,brd,hh3,0.13437075918797273
MT,brd,hh4,0.2538045194445871
MT,brd,hh5,0.381295918707578
MT,bnk,hh1,0.06569234203789724
MT,bnk,hh2,0.13329904258250425
MT,bnk,hh3,0.13171693176260782
MT,bnk,hh4,0.24199703302614645
MT,bnk,hh5,0.32186381366801364
MT,ore,hh1,0.0038292133315354824
MT,ore,hh2,0.003945936554009581
MT,ore,hh3,0.003945531665880814
MT,ore,hh4,0.003999370231075372
MT,ore,hh5,0.004020803112790933
MT,edu,hh1,0.06796858223883974
MT,edu,hh2,0.1422124638830322
MT,edu,hh3,0.1423757134820541
MT,edu,hh4,0.28958746148272096
MT,edu,hh5,0.6232109742232431
MT,ote,hh1,0.03339570752078016
MT,ote,hh2,0.0450059284352534
MT,ote,hh3,0.04495919922344819
MT,ote,hh4,0.05327422615717117
MT,ote,hh5,0.057652684793543796
MT,mch,hh1,0.02539223243523202
MT,mch,hh2,0.03158793309985576
MT,mch,hh3,0.03156604910192188
MT,mch,hh4,0.035431114801379185
MT,mch,hh5,0.037376588431839906
MT,dat,hh1,0.040595276318845304
MT,dat,hh2,0.059127308352258934
MT,dat,hh3,0.05904665888158489
MT,dat,hh4,0.07435121338502293
MT,dat,hh5,0.08323178887088879
MT,amd,hh1,0.05367079374095081
MT,amd,hh2,0.09163115469134381
MT,amd,hh3,0.09130800932371022
MT,amd,hh4,0.1341458383866973
MT,amd,hh5,0.16246005961113727
MT,hos,hh1,0.08329328358482055
MT,hos,hh2,0.24091408666931013
MT,hos,hh3,0.24292228117670056
MT,hos,hh4,1.1101832796088051
MT,hos,hh5,2.6608545782664947
MT,rnt,hh1,0.04696900109229558
MT,rnt,hh2,0.07367816913775467
MT,rnt,hh3,0.07353720374810245
MT,rnt,hh4,0.09898408408120792
MT,rnt,hh5,0.1149464208126702
MT,pla,hh1,0.03981227139116846
MT,pla,hh2,0.0574769402364981
MT,pla,hh3,0.057405587414035786
MT,pla,hh4,0.07176466924331486
MT,pla,hh5,0.08018620176171308
MT,fof,hh1,0.00895100595766642
MT,fof,hh2,0.009616160861210267
MT,fof,hh3,0.009613736401768968
MT,fof,hh4,0.00994068243567251
MT,fof,hh5,0.01007389957156379
MT,fin,hh1,0.05136111598806573
MT,fin,hh2,0.08515885764681967
MT,fin,hh3,0.0847142916044166
MT,fin,hh4,0.12016240147974816
MT,fin,hh5,0.14046268998718986
MT,tsv,hh1,0.03440767669305717
MT,tsv,hh2,0.046852225145915555
MT,tsv,hh3,0.0468085915091148
MT,tsv,hh4,0.055903535733956705
MT,tsv,hh5,0.06111759028699242
MT,nrs,hh1,0.064255025275002
MT,nrs,hh2,0.12698665241877138
MT,nrs,hh3,0.1268296635763638
MT,nrs,hh4,0.22940665801670554
MT,nrs,hh5,0.36240501834982936
MT,sec,hh1,0.06325747115085911
MT,sec,hh2,0.12364385928802606
MT,sec,hh3,0.12238011758436329
MT,sec,hh4,0.21270006173915143
MT,sec,hh5,0.2755991579446647
MT,art,hh1,0.03734670478051273
MT,art,hh2,0.052471733663785686
MT,art,hh3,0.05241750371610406
MT,art,hh4,0.06411968043146025
MT,art,hh5,0.0710493522509914
MT,mov,hh1,0.010904751047507938
MT,mov,hh2,0.011908171364561349
MT,mov,hh3,0.011904591760288338
MT,mov,hh4,0.01241066509265281
MT,mov,hh5,0.012622907036398352
MT,fpd,hh1,0.05342152393566592
MT,fpd,hh2,0.09068469438697369
MT,fpd,hh3,0.09060134017020288
MT,fpd,hh4,0.13299350382352573
MT,fpd,hh5,0.17544104383835127
MT,pri,hh1,0.00485974174137384
MT,pri,hh2,0.005049324347422927
MT,pri,hh3,0.005048654539723701
MT,pri,hh4,0.005137189233515978
MT,pri,hh5,0.005172359301495189
MT,grd,hh1,0.02396282204601256
MT,grd,hh2,0.029409541995027585
MT,grd,hh3,0.02938810661963443
MT,grd,hh4,0.03270523179494819
MT,grd,hh5,0.03424919676898729
MT,sle,hh1,0.03686951603987854
MT,sle,hh2,0.051561171683318655
MT,sle,hh3,0.05148382386392422
MT,sle,hh4,0.0627017950364385
MT,sle,hh5,0.06850619004258308
MT,osv,hh1,0.07415899172578268
MT,osv,hh2,0.17333518753175237
MT,osv,hh3,0.17313224511910374
MT,osv,hh4,0.439132957630006
MT,osv,hh5,0.9087374177314618
MT,trn,hh1,0.0006783161748097306
MT,trn,hh2,0.000681888818117177
MT,trn,hh3,0.000681876466256759
MT,trn,hh4,0.000683463794307846
MT,trn,hh5,0.0006840775924819536
MT,fmt,hh1,0.027895581926924002
MT,fmt,hh2,0.03555742225252865
MT,fmt,hh3,0.03552969175184719
MT,fmt,hh4,0.04051123529205733
MT,fmt,hh5,0.04305589492590992
MT,pet,hh1,0.0703807303267905
MT,pet,hh2,0.15402386761059947
MT,pet,hh3,0.15278836365788384
MT,pet,hh4,0.32437052105249925
MT,pet,hh5,0.4963140900673291
MT,cep,hh1,0.06211673762724809
MT,cep,hh2,0.11891557135173307
MT,cep,hh3,0.1187584187790783
MT,cep,hh4,0.20422072589678178
MT,cep,hh5,0.3047268002122423
MT,wst,hh1,0.017580783052258016
MT,wst,hh2,0.02034713015802361
MT,wst,hh3,0.02033288586045802
MT,wst,hh4,0.021858803747188526
MT,wst,hh5,0.02249556266873433
MT,mot,hh1,0.07576644131635561
MT,mot,hh2,0.18277909004565798
MT,mot,hh3,0.18257112678681048
MT,mot,hh4,0.5001902996040051
MT,mot,hh5,1.064008110214703
MT,adm,hh1,0.0272797001399339
MT,adm,hh2,0.0345621602997231
MT,adm,hh3,0.0345363205408325
MT,adm,hh4,0.03922314791830254
MT,adm,hh5,0.04163202191403356
MT,soc,hh1,0.06479652342018283
MT,soc,hh2,0.12894636710662727
MT,soc,hh3,0.12896179378728595
MT,soc,hh4,0.23770939473863434
MT,soc,hh5,0.42966848165541344
MT,alt,hh1,0.06991261831825343
MT,alt,hh2,0.15134001604454142
MT,alt,hh3,0.15113601490010833
MT,alt,hh4,0.3228897917640645
MT,alt,hh5,0.5942874225801851
MT,pmt,hh1,0.0006575328902889898
MT,pmt,hh2,0.0006608893724091571
MT,pmt,hh3,0.0006608777968247008
MT,pmt,hh4,0.0006623687583948845
MT,pmt,hh5,0.0006629460849760323
MT,trk,hh1,0.01157792355752079
MT,trk,hh2,0.012715388345464979
MT,trk,hh3,0.01271139979838566
MT,trk,hh4,0.013290342897915716
MT,trk,hh5,0.01353874346833686
MT,wtt,hh1,0.0052867348802010565
MT,wtt,hh2,0.005511895965723966
MT,wtt,hh3,0.005511068130023542
MT,wtt,hh4,0.005616740163598136
MT,wtt,hh5,0.005658487837430043
MT,wpd,hh1,0.006926672727559726
MT,wpd,hh2,0.0073183136444120445
MT,wpd,hh3,0.0073169434019233325
MT,wpd,hh4,0.007504615040567265
MT,wpd,hh5,0.00758117959888056
MT,wrh,hh1,0.0001585797706423715
MT,wrh,hh2,0.00015877424162676247
MT,wrh,hh3,0.0001587735716841987
MT,wrh,hh4,0.00015885945730191502
MT,wrh,hh5,0.00015889257924871835
MT,ott,hh1,0.006412089844426317
MT,ott,hh2,0.006746284437945073
MT,ott,hh3,0.006745120253856348
MT,ott,hh4,0.006904240927871098
MT,ott,hh5,0.0069691050253065
MT,che,hh1,0.0756299208193096
MT,che,hh2,0.18201738754520233
MT,che,hh3,0.18222172894759475
MT,che,hh4,0.5067812203648496
MT,che,hh5,1.1813598046152285
MT,air,hh1,0.05170498583231622
MT,air,hh2,0.08599110215547644
MT,air,hh3,0.08581488262496996
MT,air,hh4,0.12272152077715937
MT,air,hh5,0.14895639023140844
MT,mmf,hh1,0.06786592403640723
MT,mmf,hh2,0.14188442431254297
MT,mmf,hh3,0.14182418750526354
MT,mmf,hh4,0.28451353824972136
MT,mmf,hh5,0.5237148503783514
MT,otr,hh1,0.016572571523507745
MT,otr,hh2,0.01900758804657372
MT,otr,hh3,0.018997984776268538
MT,otr,hh4,0.020324491052239223
MT,otr,hh5,0.020892720363416644
MT,min,hh1,0.00019274604985362035
MT,min,hh2,0.00019303342332952747
MT,min,hh3,0.00019303243292418255
MT,min,hh4,0.00019315939749923533
MT,min,hh5,0.0001932083602691938
NE,ppd,hh1,0.04918556256294414
NE,ppd,hh2,0.07376014475615113
NE,ppd,hh3,0.08029663741187877
NE,ppd,hh4,0.10066344106657482
NE,ppd,hh5,0.11612066068808845
NE,res,hh1,0.09282314856744767
NE,res,hh2,0.2571736210629621
NE,res,hh3,0.3597652497409201
NE,res,hh4,1.3404333340749537
NE,res,hh5,2.399268638815932
NE,amb,hh1,0.09533965923302092
NE,amb,hh2,0.2880963584310242
NE,amb,hh3,0.4442042101417462
NE,amb,hh4,2.1814321216380903
NE,amb,hh5,4.79546882559192
NE,fbp,hh1,0.10141904212762869
NE,fbp,hh2,0.348802492869344
NE,fbp,hh3,0.5521828471306302
NE,fbp,hh4,2.3821150787075944
NE,fbp,hh5,4.013979819331029
NE,rec,hh1,0.06670052344998476
NE,rec,hh2,0.1212348442467543
NE,rec,hh3,0.13999775233574652
NE,rec,hh4,0.21871485547920566
NE,rec,hh5,0.32564836117022955
NE,agr,hh1,0.07251861005040564
NE,agr,hh2,0.14210953740933183
NE,agr,hh3,0.16847524239086728
NE,agr,hh4,0.2964986184441496
NE,agr,hh5,0.46131086898642487
NE,eec,hh1,0.059985947335804625
NE,eec,hh2,0.10084203685506331
NE,eec,hh3,0.11348159298261958
NE,eec,hh4,0.1597256391315187
NE,eec,hh5,0.20914038081070938
NE,pub,hh1,0.07115697158903472
NE,pub,hh2,0.13693216832824595
NE,pub,hh3,0.16127923894514912
NE,pub,hh4,0.27514510573345446
NE,pub,hh5,0.42175696841424937
NE,hou,hh1,0.12798983329559854
NE,hou,hh2,0.8817266815937576
NE,hou,hh3,1.403376261222225
NE,hou,hh4,4.39723216129889
NE,hou,hh5,5.255970680902708
NE,ins,hh1,0.08562741018245369
NE,ins,hh2,0.20522626730573185
NE,ins,hh3,0.2664919194722798
NE,ins,hh4,0.7624003104454127
NE,ins,hh5,1.5243338680338017
NE,tex,hh1,0.05270548204063586
NE,tex,hh2,0.08191366203821404
NE,tex,hh3,0.09005826632275464
NE,tex,hh4,0.11664350363908105
NE,tex,hh5,0.1400676486981258
NE,leg,hh1,0.05677008381298475
NE,leg,hh2,0.09209962345696024
NE,leg,hh3,0.10252775278050566
NE,leg,hh4,0.13869225090007473
NE,leg,hh5,0.1757027883997268
NE,fen,hh1,0.007291430627224471
NE,fen,hh2,0.0076716424582780884
NE,fen,hh3,0.00773659123160597
NE,fen,hh4,0.007884107262035011
NE,fen,hh5,0.007949281721269021
NE,uti,hh1,0.0794487085044638
NE,uti,hh2,0.1725818978391772
NE,uti,hh3,0.21057725758311435
NE,uti,hh4,0.4345234601206069
NE,uti,hh5,0.6047397524197591
NE,nmp,hh1,0.02631195003472217
NE,nmp,hh2,0.03203835321819611
NE,nmp,hh3,0.03320824245558974
NE,nmp,hh4,0.03616303928086191
NE,nmp,hh5,0.037780773436345005
NE,brd,hh1,0.07987349621967199
NE,brd,hh2,0.17391557432705373
NE,brd,hh3,0.21505327747979328
NE,brd,hh4,0.47103758825142367
NE,brd,hh5,0.8287247474052092
NE,bnk,hh1,0.08492276069037065
NE,bnk,hh2,0.2014844119992124
NE,bnk,hh3,0.25371953981755735
NE,bnk,hh4,0.6201160431092427
NE,bnk,hh5,0.8646002575103743
NE,ore,hh1,0.005995534581471948
NE,ore,hh2,0.00625020452686045
NE,ore,hh3,0.0062932372786203205
NE,ore,hh4,0.006390407381275246
NE,ore,hh5,0.006433674498615973
NE,edu,hh1,0.0781612648683618
NE,edu,hh2,0.16553951411755682
NE,edu,hh3,0.20404153228824853
NE,edu,hh4,0.4542441834760722
NE,edu,hh5,1.2354955155729395
NE,ote,hh1,0.04850362897512948
NE,ote,hh2,0.07226570357387982
NE,ote,hh3,0.07852327767135404
NE,ote,hh4,0.09785347690350087
NE,ote,hh5,0.1111728484887178
NE,mch,hh1,0.041497052579483044
NE,mch,hh2,0.0577475714689703
NE,mch,hh3,0.06167515779239353
NE,mch,hh4,0.07291437992952496
NE,mch,hh5,0.08056188503441308
NE,dat,hh1,0.057603546497386096
NE,dat,hh2,0.09441468275022864
NE,dat,hh3,0.10538043391244208
NE,dat,hh4,0.14385551408173142
NE,dat,hh5,0.17525776689559064
NE,amd,hh1,0.057246519132432144
NE,amd,hh2,0.09357213170235605
NE,amd,hh3,0.10424883892180842
NE,amd,hh4,0.14152025336243065
NE,amd,hh5,0.16679070933170423
NE,hos,hh1,0.09535242882826528
NE,hos,hh2,0.2882394664227113
NE,hos,hh3,0.4445479545119822
NE,hos,hh4,2.183764096226
NE,hos,hh5,4.800067367672253
NE,rnt,hh1,0.05002872743418878
NE,rnt,hh2,0.07572153541184616
NE,rnt,hh3,0.08260782472437425
NE,rnt,hh4,0.10428817225096446
NE,rnt,hh5,0.11855458764027266
NE,pla,hh1,0.0584380279566571
NE,pla,hh2,0.09663960155469198
NE,pla,hh3,0.10817002538448378
NE,pla,hh4,0.1491936454963552
NE,pla,hh5,0.18505386864383158
NE,fof,hh1,0.012515049255056716
NE,fof,hh2,0.01367884882898335
NE,fof,hh3,0.013886971142211001
NE,fof,hh4,0.014371711295196942
NE,fof,hh5,0.014592317407451363
NE,fin,hh1,0.07326735608586639
NE,fin,hh2,0.14569259033848098
NE,fin,hh3,0.17222846963551958
NE,fin,hh4,0.30230738403511237
NE,fin,hh5,0.3971851578537322
NE,tsv,hh1,0.050779581452363304
NE,tsv,hh2,0.07738052701551641
NE,tsv,hh3,0.0846075672025089
NE,tsv,hh4,0.10759070463149717
NE,tsv,hh5,0.12628644306320888
NE,nrs,hh1,0.07715533473369819
NE,nrs,hh2,0.16098969294211787
NE,nrs,hh3,0.19622496352299623
NE,nrs,hh4,0.4005199767199946
NE,nrs,hh5,0.8035852678385299
NE,sec,hh1,0.08288986142074707
NE,sec,hh2,0.19009858197025442
NE,sec,hh3,0.2363837537600401
NE,sec,hh4,0.5408379409373905
NE,sec,hh5,0.7551009648075989
NE,art,hh1,0.03970189019398392
NE,art,hh2,0.05434004919661278
NE,art,hh3,0.05780270635250128
NE,art,hh4,0.06753875575144336
NE,art,hh5,0.0737136318038275
NE,mov,hh1,0.01867941547129744
NE,mov,hh2,0.021395862862712424
NE,mov,hh3,0.021910394147044623
NE,mov,hh4,0.023149256411085745
NE,mov,hh5,0.023753866380667905
NE,fpd,hh1,0.06448787005863751
NE,fpd,hh2,0.11409235492914195
NE,fpd,hh3,0.13056179530562967
NE,fpd,hh4,0.19646810885148192
NE,fpd,hh5,0.2897274198561222
NE,pri,hh1,0.00917581591014999
NE,pri,hh2,0.009786200949341113
NE,pri,hh3,0.009892188008995271
NE,pri,hh4,0.010135033166869905
NE,pri,hh5,0.010243713004334508
NE,grd,hh1,0.031123138684323898
NE,grd,hh2,0.039470012811712266
NE,grd,hh3,0.04126172155045839
NE,grd,hh4,0.045945577848690126
NE,grd,hh5,0.048443642384023114
NE,sle,hh1,0.05272799338068135
NE,sle,hh2,0.08208266666368134
NE,sle,hh3,0.09021949784724885
NE,sle,hh4,0.11677402183110747
NE,sle,hh5,0.13428759783339672
NE,osv,hh1,0.086014754710412
NE,osv,hh2,0.2078451151266348
NE,osv,hh3,0.2724687431952632
NE,osv,hh4,0.8301246535614533
NE,osv,hh5,1.8264084065128694
NE,trn,hh1,0.0009330297090227554
NE,trn,hh2,0.000938982878354438
NE,trn,hh3,0.0009399471583032915
NE,trn,hh4,0.0009420780304385097
NE,trn,hh5,0.0009429868749707713
NE,fmt,hh1,0.04476331797926168
NE,fmt,hh2,0.06426516041069748
NE,fmt,hh3,0.06916899073970648
NE,fmt,hh4,0.08368430376667489
NE,fmt,hh5,0.09381423029826065
NE,pet,hh1,0.08518755950934692
NE,pet,hh2,0.20269633204030796
NE,pet,hh3,0.2592913966804794
NE,pet,hh4,0.6775938136586201
NE,pet,hh5,1.1092800392088382
NE,cep,hh1,0.07215715667441062
NE,cep,hh2,0.1405483083699829
NE,cep,hh3,0.16643971903055507
NE,cep,hh4,0.29177922903684145
NE,cep,hh5,0.487674777775585
NE,wst,hh1,0.026032311124439215
NE,wst,hh2,0.03163552696449138
NE,wst,hh3,0.03276814541129663
NE,wst,hh4,0.035630623581602336
NE,wst,hh5,0.03696206778003192
NE,mot,hh1,0.08713503331067596
NE,mot,hh2,0.21511921771706624
NE,mot,hh3,0.28533256414281843
NE,mot,hh4,0.9172746235789452
NE,mot,hh5,1.9900209340799826
NE,adm,hh1,0.04220636833989309
NE,adm,hh2,0.05912925004925609
NE,adm,hh3,0.06325418684839351
NE,adm,hh4,0.07514189306750943
NE,adm,hh5,0.08325366056893979
NE,soc,hh1,0.07645156081623841
NE,soc,hh2,0.15779064815015686
NE,soc,hh3,0.19195287362518798
NE,soc,hh4,0.3931086076670132
NE,soc,hh5,0.963591171642518
NE,alt,hh1,0.08205801042686273
NE,alt,hh2,0.18482998968569073
NE,alt,hh3,0.23343754319289664
NE,alt,hh4,0.5825136661361092
NE,alt,hh5,1.268069301125272
NE,pmt,hh1,0.001275838517942224
NE,pmt,hh2,0.0012869960250121548
NE,pmt,hh3,0.0012888084223330988
NE,pmt,hh4,0.0012928190877390046
NE,pmt,hh5,0.001294537851031329
NE,trk,hh1,0.015524196706570336
NE,trk,hh2,0.01735527022920336
NE,trk,hh3,0.017692023236187213
NE,trk,hh4,0.018488807522510003
