r,h,value
MO,hh5,0.337501781441153
MT,hh1,0.0511590964399828
MT,hh2,0.198454230498749
MT,hh3,0.207366643560803
MT,hh4,0.241792789708381
MT,hh5,0.32782035161971
NE,hh1,0.0761165368241239
NE,hh2,0.212556461054341
NE,hh3,0.212669177530838
NE,hh4,0.238852968847681
NE,hh5,0.3286010055511
NV,hh1,0.0995595564504454
NV,hh2,0.156420508974374
NV,hh3,0.161606979492267
NV,hh4,0.186770442832059
NV,hh5,0.284980227245325
NH,hh1,-0.00953982693568008
NH,hh2,0.156925605025193
NH,hh3,0.162147857994211
NH,hh4,0.199229462659578
NH,hh5,0.270776464360665
NJ,hh1,0.0496108198638577
NJ,hh2,0.188495316206746
NJ,hh3,0.20430972476732
NJ,hh4,0.22812138041693
NJ,hh5,0.34028381132639
NM,hh1,0.0281682993593831
NM,hh2,0.196089581988365
NM,hh3,0.203804636966828
NM,hh4,0.229716750250092
NM,hh5,0.361134542515548
NY,hh1,0.0848997193117145
NY,hh2,0.218309897920807
NY,hh3,0.225774006428523
NY,hh4,0.248264957837875
NY,hh5,0.35448431104004
NC,hh1,0.0798644426299601
NC,hh2,0.191424745142342
NC,hh3,0.204110027061807
NC,hh4,0.22947025101608
NC,hh5,0.343675550566576
ND,hh1,0.0350684604327789
ND,hh2,0.158924737661433
ND,hh3,0.176518851435049
ND,hh4,0.209376479867513
ND,hh5,0.310374130299412
OH,hh1,0.0512141209683549
OH,hh2,0.181947934709103
OH,hh3,0.192622166729465
OH,hh4,0.219625344426434
OH,hh5,0.319817812465929
OK,hh1,0.0744935557009318
OK,hh2,0.201572902062863
OK,hh3,0.208306030144476
OK,hh4,0.22545999538109
OK,hh5,0.337221606854543
OR,hh1,0.114969172374756
OR,hh2,0.231355365953901
OR,hh3,0.225205868469001
OR,hh4,0.247387838455039
OR,hh5,0.371346386595094
PA,hh1,0.0590499523062674
PA,hh2,0.181170375772025
PA,hh3,0.191939151048896
PA,hh4,0.214933754822086
PA,hh5,0.311012136725802
RI,hh1,0.0562087810655871
RI,hh2,0.191190242107705
RI,hh3,0.200408770683901
RI,hh4,0.22377643111508
RI,hh5,0.320312138351615
SC,hh1,0.0816991161178925
SC,hh2,0.198953028852622
SC,hh3,0.221305441456643
SC,hh4,0.233532854368338
SC,hh5,0.369479406050026
SD,hh1,0.0749143270151484
SD,hh2,0.145985321952724
SD,hh3,0.158346655856841
SD,hh4,0.188594552644541
SD,hh5,0.295403033422723
TN,hh1,0.042132828446451
TN,hh2,0.147276834965146
TN,hh3,0.161951754328059
TN,hh4,0.182410937447559
TN,hh5,0.291721191723508
TX,hh1,0.0097474632054338
TX,hh2,0.158872077951424
TX,hh3,0.164192478626859
TX,hh4,0.187549999444848
TX,hh5,0.295814323320319
UT,hh1,0.0535029018758884
UT,hh2,0.204560716579862
UT,hh3,0.207376559763956
UT,hh4,0.229466369988416
UT,hh5,0.345534490146998
VT,hh1,0.0515255712688196
VT,hh2,0.185162410936995
VT,hh3,0.199464879776335
VT,hh4,0.240104399379039
VT,hh5,0.358227180056408
VA,hh1,0.0715180093285319
VA,hh2,0.215901290374812
VA,hh3,0.209234960243057
VA,hh4,0.238201411006135
VA,hh5,0.341209657188883
WA,hh1,0.025085396202921
WA,hh2,0.151561062242598
WA,hh3,0.16119795876953
WA,hh4,0.197796821557885
WA,hh5,0.297236666298091
WV,hh1,0.0686349669747353
WV,hh2,0.19077986928167
WV,hh3,0.204881661958079
WV,hh4,0.233487148072602
WV,hh5,0.326591340718513
WI,hh1,0.0710715707367114
WI,hh2,0.222644511329568
WI,hh3,0.222209452806187
WI,hh4,0.240597416779029
WI,hh5,0.33930042633487
WY,hh1,0.0588409790519453
WY,hh2,0.151397029325691
WY,hh3,0.165637873050391
WY,hh4,0.191933770092661
WY,hh5,0.277305051800505
