r,h,value
WA,hh1,2.052818123490664
WA,hh2,5.760493084891226
WA,hh3,6.654029008592956
WA,hh4,30.515866859829078
WA,hh5,180.33651008814442
WV,hh1,0.010725794879000002
WV,hh2,1.1286965113844518
WV,hh3,0.8507841184193787
WV,hh4,2.743962391853532
WV,hh5,4.747798010959307
WI,hh1,1.3422340770168457
WI,hh2,4.4690193790872
WI,hh3,5.373971613680637
WI,hh4,22.09211509612734
WI,hh5,60.77062504477354
WY,hh1,0.0022157726650000003
WY,hh2,0.3810278392363667
WY,hh3,0.644098924022974
WY,hh4,2.4361912333382976
WY,hh5,3.0227335273297364
