r,s,value
AL,ppd,0.029160230569264967
AL,fbp,0.01799203187250996
AL,agr,0.0027229139125115923
AL,eec,0.06983009003775778
AL,pub,0.009133346864217575
AL,tex,0.08218880494339714
AL,nmp,0.0621354794565182
AL,ote,0.027717323327079425
AL,mch,0.0393606283237836
AL,oil,0.0009142223915226652
AL,pla,0.06252413793103449
AL,fof,0.009628730048577377
AL,tsv,2.7898672023211696e-05
AL,fpd,0.07532983152679937
AL,pri,0.04673539518900344
AL,osv,0.0024109295472810074
AL,fmt,0.07590045762445816
AL,pet,0.002499461322990735
AL,cep,0.02039524597809542
AL,mot,0.024454755630284708
AL,alt,0.1454686147269064
AL,pmt,0.03161559093762484
AL,wpd,0.023125261834939258
AL,che,0.013722872489055852
AL,mmf,0.021805491859665217
AL,min,0.0017413329111920213
AK,ppd,0.029160230569264967
AK,fbp,0.01799203187250996
AK,agr,0.0027229139125115923
AK,eec,0.06983009003775778
AK,pub,0.009133346864217575
AK,tex,0.08218880494339714
AK,nmp,0.0621354794565182
AK,ote,0.027717323327079425
AK,mch,0.0393606283237836
AK,oil,0.0009142223915226652
AK,pla,0.06252413793103449
AK,fof,0.009628730048577377
AK,tsv,2.7898672023211696e-05
AK,fpd,0.07532983152679937
AK,pri,0.04673539518900344
AK,osv,0.0024109295472810074
AK,fmt,0.07590045762445816
AK,pet,0.002499461322990735
AK,cep,0.02039524597809542
AK,mot,0.024454755630284708
AK,alt,0.1454686147269064
AK,pmt,0.03161559093762484
AK,wpd,0.023125261834939258
AK,che,0.013722872489055852
AK,mmf,0.021805491859665217
AK,min,0.0017413329111920213
AR,ppd,0.029160230569264967
AR,fbp,0.01799203187250996
AR,agr,0.0027229139125115923
AR,eec,0.06983009003775778
AR,pub,0.009133346864217575
AR,tex,0.08218880494339714
AR,nmp,0.0621354794565182
AR,ote,0.027717323327079425
AR,mch,0.0393606283237836
AR,oil,0.0009142223915226652
AR,pla,0.06252413793103449
AR,fof,0.009628730048577377
AR,tsv,2.7898672023211696e-05
AR,fpd,0.07532983152679937
AR,pri,0.04673539518900344
AR,osv,0.0024109295472810074
AR,fmt,0.07590045762445816
AR,pet,0.002499461322990735
AR,cep,0.02039524597809542
AR,mot,0.024454755630284708
AR,alt,0.1454686147269064
AR,pmt,0.03161559093762484
AR,wpd,0.023125261834939258
AR,che,0.013722872489055852
AR,mmf,0.021805491859665217
AR,min,0.0017413329111920213
AZ,ppd,0.029160230569264967
AZ,fbp,0.01799203187250996
AZ,agr,0.0027229139125115923
AZ,eec,0.06983009003775778
AZ,pub,0.009133346864217575
AZ,tex,0.08218880494339714
AZ,nmp,0.0621354794565182
AZ,ote,0.027717323327079425
AZ,mch,0.0393606283237836
AZ,oil,0.0009142223915226652
AZ,pla,0.06252413793103449
AZ,fof,0.009628730048577377
AZ,tsv,2.7898672023211696e-05
AZ,fpd,0.07532983152679937
AZ,pri,0.04673539518900344
AZ,osv,0.0024109295472810074
AZ,fmt,0.07590045762445816
AZ,pet,0.002499461322990735
AZ,cep,0.02039524597809542
AZ,mot,0.024454755630284708
AZ,alt,0.1454686147269064
AZ,pmt,0.03161559093762484
AZ,wpd,0.023125261834939258
AZ,che,0.013722872489055852
AZ,mmf,0.021805491859665217
AZ,min,0.0017413329111920213
CA,ppd,0.029160230569264967
CA,fbp,0.01799203187250996
CA,agr,0.0027229139125115923
CA,eec,0.06983009003775778
CA,pub,0.009133346864217575
CA,tex,0.08218880494339714
CA,nmp,0.0621354794565182
CA,ote,0.027717323327079425
CA,mch,0.0393606283237836
CA,oil,0.0009142223915226652
CA,pla,0.06252413793103449
CA,fof,0.009628730048577377
CA,tsv,2.7898672023211696e-05
CA,fpd,0.07532983152679937
CA,pri,0.04673539518900344
CA,osv,0.0024109295472810074
CA,fmt,0.07590045762445816
CA,pet,0.002499461322990735
CA,cep,0.02039524597809542
CA,mot,0.024454755630284708
CA,alt,0.1454686147269064
CA,pmt,0.03161559093762484
CA,wpd,0.023125261834939258
CA,che,0.013722872489055852
CA,mmf,0.021805491859665217
CA,min,0.0017413329111920213
CO,ppd,0.029160230569264967
CO,fbp,0.01799203187250996
CO,agr,0.0027229139125115923
CO,eec,0.06983009003775778
CO,pub,0.009133346864217575
CO,tex,0.08218880494339714
CO,nmp,0.0621354794565182
CO,ote,0.027717323327079425
CO,mch,0.0393606283237836
CO,oil,0.0009142223915226652
CO,pla,0.06252413793103449
CO,fof,0.009628730048577377
CO,tsv,2.7898672023211696e-05
CO,fpd,0.07532983152679937
CO,pri,0.04673539518900344
CO,osv,0.0024109295472810074
CO,fmt,0.07590045762445816
CO,pet,0.002499461322990735
CO,cep,0.02039524597809542
CO,mot,0.024454755630284708
CO,alt,0.1454686147269064
CO,pmt,0.03161559093762484
CO,wpd,0.023125261834939258
CO,che,0.013722872489055852
CO,mmf,0.021805491859665217
CO,min,0.0017413329111920213
CT,ppd,0.029160230569264967
CT,fbp,0.01799203187250996
CT,agr,0.0027229139125115923
CT,eec,0.06983009003775778
CT,pub,0.009133346864217575
CT,tex,0.08218880494339714
CT,nmp,0.0621354794565182
CT,ote,0.027717323327079425
CT,mch,0.0393606283237836
CT,oil,0.0009142223915226652
CT,pla,0.06252413793103449
CT,fof,0.009628730048577377
CT,tsv,2.7898672023211696e-05
CT,fpd,0.07532983152679937
CT,pri,0.04673539518900344
CT,osv,0.0024109295472810074
CT,fmt,0.07590045762445816
CT,pet,0.002499461322990735
CT,cep,0.02039524597809542
CT,mot,0.024454755630284708
CT,alt,0.1454686147269064
CT,pmt,0.03161559093762484
CT,wpd,0.023125261834939258
CT,che,0.013722872489055852
CT,mmf,0.021805491859665217
CT,min,0.0017413329111920213
DE,ppd,0.029160230569264967
DE,fbp,0.01799203187250996
DE,agr,0.0027229139125115923
DE,eec,0.06983009003775778
DE,pub,0.009133346864217575
DE,tex,0.08218880494339714
DE,nmp,0.0621354794565182
DE,ote,0.027717323327079425
DE,mch,0.0393606283237836
DE,oil,0.0009142223915226652
DE,pla,0.06252413793103449
DE,fof,0.009628730048577377
DE,tsv,2.7898672023211696e-05
DE,fpd,0.07532983152679937
DE,pri,0.04673539518900344
DE,osv,0.0024109295472810074
DE,fmt,0.07590045762445816
DE,pet,0.002499461322990735
DE,cep,0.02039524597809542
DE,mot,0.024454755630284708
DE,alt,0.1454686147269064
DE,pmt,0.03161559093762484
DE,wpd,0.023125261834939258
DE,che,0.013722872489055852
DE,mmf,0.021805491859665217
DE,min,0.0017413329111920213
DC,ppd,0.029160230569264967
DC,fbp,0.01799203187250996
DC,agr,0.0027229139125115923
DC,eec,0.06983009003775778
DC,pub,0.009133346864217575
DC,tex,0.08218880494339714
DC,nmp,0.0621354794565182
DC,ote,0.027717323327079425
DC,mch,0.0393606283237836
DC,oil,0.0009142223915226652
