r,s,g,value
AL,ote,cep,0.012000756657166005
AL,ote,mot,0.12558192553631248
AL,ote,pmt,3.0288759125742195e-05
AL,ote,wht,0.025827761043346976
AL,ote,che,0.0006860943165724328
AL,ote,mmf,0.0001307274922726739
AL,man,com,0.07497202311740227
AL,man,con,0.0004460953378842695
AL,man,man,3.460523969247602
AL,man,tsv,0.034157460578324805
AL,mch,com,0.003154028973502532
AL,mch,con,0.004179482717482399
AL,mch,eec,0.006950566752558381
AL,mch,nmp,0.0011116639127935412
AL,mch,ote,0.001116098001724495
AL,mch,mch,2.260161009040976
AL,mch,rnt,6.791939775852092e-05
AL,mch,pla,0.00044843470022431706
AL,mch,tsv,0.06714581437925501
AL,mch,fpd,3.606190340577811e-05
AL,mch,smn,1.234621195898154e-05
AL,mch,fmt,0.010899703135401066
AL,mch,cep,0.003172233649187067
AL,mch,mot,0.005514722044108906
AL,mch,alt,5.9595410439673686e-06
AL,mch,pmt,0.0001744352509069198
AL,mch,wht,0.02785751683071356
AL,mch,che,0.0005054844946267215
AL,mch,mmf,0.0003258835440077895
AL,dat,com,0.04119433063553628
AL,dat,con,0.0015298076496860651
AL,dat,pub,0.03751672533756042
AL,dat,brd,0.0062319697428278404
AL,dat,edu,0.00027798332579422985
AL,dat,dat,0.6702886203270778
AL,dat,rnt,5.316515236600109e-05
AL,dat,tsv,0.4777784737036762
AL,dat,osv,0.00024384059760891369
AL,dat,cep,0.0014950518911726691
AL,dat,adm,0.00015237047886730384
AL,dat,wht,0.008852591146270947
AL,dat,ott,0.0003144218661311231
AL,amd,res,0.37849050254414235
AL,amd,com,0.0008697172063600769
AL,amd,rec,0.2958817340732196
AL,amd,con,0.011705055025701178
AL,amd,fbt,0.0021434629168648467
AL,amd,brd,0.0013559102224053533
AL,amd,ore,0.00995157602714006
AL,amd,amd,1.7541664276923719
AL,amd,rnt,0.00866004454985093
AL,amd,tsv,4.508834492010802e-05
AL,amd,art,0.008417260879613433
AL,amd,osv,0.016948243811071902
AL,amd,mvt,3.2671352635353236e-05
AL,amd,gmt,0.004324411222200292
AL,amd,ott,0.006854655094940286
AL,oil,com,0.00016307192921392711
AL,oil,con,0.0005461392233371664
AL,oil,mch,0.00030765425329501797
AL,oil,oil,0.48938935336889344
AL,oil,tsv,0.0006019345924039728
AL,oil,smn,0.024345275159778114
AL,oil,pet,0.06374086933672123
AL,oil,wht,0.0021685777353219493
AL,oil,che,0.0004037124983788607
AL,oil,min,8.13579915049772e-05
AL,hos,res,0.01573133235943265
AL,hos,com,0.025374346748954564
AL,hos,amb,0.02380705011212264
AL,hos,con,0.010974211667458997
AL,hos,hos,9.020837494034899
AL,hos,rnt,0.0014697609265605699
AL,hos,tsv,0.07952447026620614
AL,hos,ott,0.014336754673075342
AL,rnt,com,0.0014000095098028757
AL,rnt,con,0.0006997432772231259
AL,rnt,ins,0.005933887777166574
AL,rnt,bnk,0.0006870481823530604
AL,rnt,ore,0.010742231551121001
AL,rnt,edu,2.6705726060229086e-05
AL,rnt,rnt,4.155184185588663
AL,rnt,tsv,0.0026249827169777407
AL,rnt,sec,0.0008299145456332428
AL,rnt,osv,0.01066818530122774
AL,rnt,mvt,0.004764011443334151
AL,rnt,trk,0.010772232131378632
AL,rnt,gmt,0.026161199244641806
AL,rnt,ott,0.002443616258145701
AL,pla,ppd,0.012429191744778148
AL,pla,com,0.003082489628952783
AL,pla,con,0.0022364244160231286
AL,pla,eec,0.0062276158909354345
AL,pla,tex,0.01869520455763637
AL,pla,nmp,0.0016137382179057995
AL,pla,ote,0.0017351172013891447
AL,pla,mch,0.006577624071546089
AL,pla,pla,4.444347874726432
AL,pla,tsv,0.030742995101825342
AL,pla,fpd,0.004123406546512228
AL,pla,pri,0.0007441926571379965
AL,pla,fmt,0.008691824952413458
AL,pla,pet,3.4584409573395266e-05
AL,pla,cep,0.003104275007443987
AL,pla,mot,0.019968813674931106
AL,pla,pmt,0.00011757834657835871
AL,pla,wpd,0.0033878349696512314
AL,pla,wht,0.033365153363039364
AL,pla,che,0.030562830492813216
AL,pla,mmf,0.024077349024269327
AL,fof,con,0.011201992092617135
AL,fof,agr,0.0004297459385883968
AL,fof,fof,0.9434602902220234
AL,fin,com,1.042609552836317e-05
AL,fin,fin,0.14087006025519275
AL,fin,tsv,1.0403512013133709e-05
AL,tsv,com,0.1233628459059344
AL,tsv,con,0.005634242935962035
AL,tsv,dat,0.6262974009224173
AL,tsv,rnt,0.0003177934582699884
AL,tsv,tsv,14.844619046388589
AL,tsv,sec,0.005197197867073301
AL,tsv,pri,8.600500439515191e-05
AL,tsv,osv,0.021806169246994172
AL,tsv,adm,0.014046421874382256
AL,tsv,gmt,0.005030608167871017
AL,tsv,ott,0.019901542395134936
AL,nrs,res,0.004082816456638825
AL,nrs,com,0.0002959656655879818
AL,nrs,amb,0.00020855599985113298
AL,nrs,con,0.0004502259571536155
AL,nrs,ore,0.0014782144095080907
AL,nrs,tsv,0.00021228159627479092
AL,nrs,nrs,2.3607446533420315
AL,nrs,soc,0.0053168489249030915
AL,nrs,ott,0.00016969449035178011
AL,sec,com,0.0028059911624848453
AL,sec,con,2.6355011605409995e-06
AL,sec,ins,0.011114149950366609
AL,sec,bnk,0.07107935975506928
AL,sec,tsv,0.005606851361408704
AL,sec,sec,1.9534272782340019
AL,art,res,0.01478142319342828
AL,art,com,0.000616052485788271
AL,art,rec,0.011439210385665009
AL,art,con,0.002471945997204296
AL,art,ore,0.0048486857506095885
AL,art,edu,0.001258048736997021
AL,art,amd,3.6512109784872164e-05
AL,art,rnt,0.006739944004236317
AL,art,tsv,0.03459312269297365
AL,art,art,0.7769710772526968
AL,art,osv,0.0015141988109150068
AL,art,ott,0.00514117315658296
AL,mov,com,0.0009248728812392923
AL,mov,rec,0.00012957416599179637
AL,mov,con,0.0001406694640388637
AL,mov,ore,0.00015218685605599994
AL,mov,rnt,0.00011317894839203902
AL,mov,tsv,0.0048418656484098144
AL,mov,mov,0.28880622376325443
AL,mov,cep,1.2426498747388566e-05
AL,mov,wht,3.471313702586223e-06
AL,mov,ott,0.0002007694105097313
AL,fpd,ppd,2.5653647841237375e-05
AL,fpd,com,0.0017358996362700624
AL,fpd,con,0.010733666828946303
AL,fpd,eec,0.0006674271636770965
AL,fpd,tex,0.0018008997445362117
AL,fpd,nmp,0.000889698584780155
AL,fpd,mch,0.0010535716372017028
AL,fpd,pla,0.0002549539076738124
AL,fpd,tsv,0.00711019540770382
AL,fpd,fpd,1.826987567399198
AL,fpd,pri,0.00012655931922252072
AL,fpd,fmt,0.005222831874782948
AL,fpd,cep,0.00025662519011037733
AL,fpd,alt,5.01611035939843e-05
AL,fpd,pmt,0.0006148678314588423
AL,fpd,wpd,0.013460656444904096
AL,fpd,wht,0.020526994589352685
AL,fpd,che,0.0002305813713789674
AL,fpd,mmf,0.0029454738383081656
AL,slg,ppd,0.01563358248212027
AL,slg,res,0.32126129176128987
AL,slg,com,0.1102272857326616
AL,slg,amb,0.8038982302949118
AL,slg,fbp,0.07384047543047849
AL,slg,rec,0.056266453325985843
AL,slg,con,0.49074275950397733
AL,slg,agr,0.013656763490958452
AL,slg,pub,0.01353495841359931
AL,slg,uti,0.030310041157192383
AL,slg,edu,2.4327708244406376
AL,slg,dat,0.05892674337052842
AL,slg,amd,0.2552938913694446
AL,slg,hos,5.474846106091402
AL,slg,fof,0.06901780490803078
AL,slg,fin,0.7816404622800786
AL,slg,tsv,1.3599796634032608
AL,slg,art,0.07516533655431701
AL,slg,mov,2.1835883635888646e-05
AL,slg,slg,47.75769928860985
AL,slg,pri,0.04192087949727178
AL,slg,osv,0.02912899714391996
AL,slg,wst,0.3316104522540495
AL,slg,adm,0.21089844104003186
AL,slg,soc,0.08971560492616978
AL,slg,alt,0.02980233833075784
AL,slg,wpd,0.00514814656664338
AL,slg,che,0.0026241237995068244
AL,slg,mmf,0.028255044639893867
AL,slg,min,0.016934896758914433
AL,pri,ppd,0.0036599321071567738
AL,pri,com,0.0012607220368148796
AL,pri,con,0.00010336428396953797
AL,pri,eec,6.670150949094928e-05
AL,pri,tex,0.003355392539617065
AL,pri,mch,0.0005038125354874264
AL,pri,pla,0.0011924622283516594
AL,pri,tsv,0.08800091016159729
AL,pri,fpd,0.00010753703971774581
AL,pri,pri,0.35850340973156525
AL,pri,fmt,0.0007317720759486109
AL,pri,cep,6.061936904486963e-05
AL,pri,adm,0.001659422044392548
AL,pri,alt,3.5547592347423936e-05
AL,pri,wpd,0.00010179957498530571
AL,pri,wht,0.0031240507462263105
AL,pri,mmf,0.004090765662222858
AL,grd,com,4.4889495644123546e-05
AL,grd,tsv,0.00018852123939916516
AL,grd,grd,0.1463127291003199
AL,grd,otr,1.1222126098769507e-05
AL,pip,com,8.836542570575897e-05
AL,pip,con,0.0006396286519004224
AL,pip,uti,0.0013217354001592032
AL,pip,tsv,0.0021667808305050043
AL,pip,pip,0.3673405588535536
AL,sle,rec,1.0487338460361428
AL,sle,hou,0.7612216642328157
AL,sle,fbt,0.14829889302269508
AL,sle,ins,0.010948352890481381
AL,sle,uti,3.380217451769643
AL,sle,bnk,0.0005364465865133305
AL,sle,ore,0.5820159643361194
AL,sle,art,0.0032540632865803477
AL,sle,grd,0.5295994448683192
AL,sle,sle,2.5309187732126057
AL,sle,osv,0.06804975603406015
AL,sle,trn,0.002865313619674557
AL,sle,wtt,0.009337029351653741
AL,sle,otr,0.34063355232302067
AL,osv,res,0.03259512124381548
AL,osv,com,0.01329734313147853
AL,osv,con,0.005614276375611086
AL,osv,ore,0.018940715888906064
AL,osv,edu,8.229763575628082e-05
AL,osv,dat,0.009476422498900811
AL,osv,rnt,0.00462811909231552
AL,osv,tsv,0.013432567527694592
AL,osv,osv,9.326893053066993
AL,osv,mvt,0.01815032985401948
AL,osv,gmt,0.0019819749031435552
AL,osv,wht,0.006124627961873293
AL,osv,ott,0.04488060572471378
AL,trn,com,0.0029891225276994907
AL,trn,con,0.0026436426042571867
AL,trn,rnt,0.010061232378764698
AL,trn,tsv,0.009828303370844478
AL,trn,trn,1.397832224089168
AL,smn,com,7.1572243961646e-05
AL,smn,con,0.012560243119140429
AL,smn,oil,0.0004302573817531307
AL,smn,tsv,0.00030552145882214944
AL,smn,smn,0.13654243272616673
AL,smn,fmt,0.002541479304325726
AL,smn,pet,0.0002382151685840118
AL,smn,wht,0.0004002339394750627
AL,fmt,com,0.005270472234601358
AL,fmt,con,0.03962200780402091
AL,fmt,eec,0.0036729067326714835
AL,fmt,tex,0.0018386472574417549
AL,fmt,nmp,0.0035060461010043738
AL,fmt,ote,0.0026419571570141273
AL,fmt,mch,0.04708910357596774
AL,fmt,pla,0.011465800599233257
AL,fmt,tsv,0.0761696523234493
AL,fmt,fpd,0.0008760307508987321
AL,fmt,pri,0.0010066655737591308
AL,fmt,osv,0.007098338297275165
AL,fmt,fmt,6.028323281834179
AL,fmt,pet,4.980483352724365e-05
AL,fmt,cep,0.0059439893158407505
AL,fmt,mot,0.01379918799937965
AL,fmt,alt,1.6086316319757363e-05
AL,fmt,pmt,0.06865175416642813
AL,fmt,wpd,0.0037401074352626726
AL,fmt,wht,0.054239149129850915
AL,fmt,che,0.0005260068538015223
AL,fmt,mmf,0.0076232397407937314
AL,pet,com,0.00042938008127119814
AL,pet,con,0.0030174654947839035
AL,pet,eec,8.506070226162711e-05
AL,pet,nmp,0.0019156635212082599
AL,pet,oil,1.0755959637997008e-05
AL,pet,tsv,0.005869937276524725
AL,pet,pet,6.0268291310620015
AL,pet,pmt,0.001473076171388248
AL,pet,wht,0.13034993759067398
AL,pet,che,0.3436407011528638
AL,pet,min,0.0004883806780074932
AL,mvt,com,0.0012721363448441757
AL,mvt,rec,0.001742417905974235
AL,mvt,con,0.00010756342260547866
AL,mvt,bnk,0.060466199003377685
AL,mvt,rnt,0.002468655691062924
AL,mvt,tsv,6.752743374519416e-05
AL,mvt,osv,0.8106130624607945
AL,mvt,mvt,4.217369170284766
AL,cep,com,0.004498375801762726
AL,cep,con,0.0001907089287345186
AL,cep,eec,0.0017476925358042726
AL,cep,tex,5.5066173124945306e-05
AL,cep,nmp,4.2202865657070616e-05
AL,cep,ote,0.0017924319095415121
AL,cep,mch,0.0018611422316544405
AL,cep,pla,0.00044935380472409524
AL,cep,tsv,0.19511563358254633
AL,cep,pri,3.232476777124016e-06
AL,cep,fmt,0.0003335499231902529
AL,cep,cep,1.0281211807196406
AL,cep,mot,2.3254082216456402e-05
AL,cep,pmt,0.0001874542584104978
AL,cep,wht,0.006571256967178218
AL,cep,che,0.0008508334010633635
AL,cep,mmf,0.005590466413635892
AL,wst,com,0.0002906282045828557
AL,wst,con,1.1549158856813138e-05
AL,wst,oil,0.0034941660854970157
AL,wst,rnt,0.001887600159389531
AL,wst,tsv,0.002273742250345202
AL,wst,wst,1.60496425872639
AL,wst,ott,0.0010886814939674236
AL,wst,otr,0.007114374897578116
AL,mot,com,0.008960289339255398
AL,mot,con,0.0199362368569085
AL,mot,eec,0.004828085565751534
AL,mot,tex,0.017392145085253836
AL,mot,ote,0.1713976112610487
AL,mot,mch,0.04804815747100394
AL,mot,pla,0.0032078462295442385
AL,mot,tsv,0.5671543682755056
AL,mot,fmt,0.034659938421258724
AL,mot,cep,0.0019519226830886176
AL,mot,mot,23.11907279163746
AL,mot,pmt,0.0005690966144227477
AL,mot,wht,0.07709068366456737
AL,mot,che,7.086102021199478e-05
AL,mot,mmf,0.0003159340634133087
AL,adm,com,0.13559687687082442
AL,adm,con,0.013308493418332677
AL,adm,ins,0.0014994076707406897
AL,adm,ore,0.0027796394687525676
AL,adm,edu,0.00023865175189554319
AL,adm,rnt,0.0022523815939143703
AL,adm,tsv,0.48190149857068104
AL,adm,pri,0.016155764662540484
AL,adm,wst,0.004665012043556902
AL,adm,adm,10.747148105008396
AL,adm,soc,0.0023208016464825866
AL,adm,ott,0.010717381739526766
AL,soc,com,0.0014119764368157057
AL,soc,amb,0.0033508393601036288
AL,soc,con,0.0020252362019110865
AL,soc,tsv,0.0002954579881073308
AL,soc,nrs,0.024570757306547484
AL,soc,soc,3.0273626488180785
AL,soc,ott,0.0011115954466026793
AL,alt,com,0.0001923031138672346
AL,alt,fbp,0.007720924606519896
AL,alt,con,2.011436867290228e-05
AL,alt,tex,0.0023891990441549083
AL,alt,nmp,0.0005364753785060333
AL,alt,pla,1.992761750573265e-05
AL,alt,tsv,0.0021615568886467046
AL,alt,pri,9.89343645157801e-05
AL,alt,alt,0.16145760061198272
AL,alt,wht,0.003580822892372912
AL,alt,che,0.0017419220215029799
AL,alt,mmf,0.0002084057358053147
AL,pmt,ppd,8.628522565673209e-05
AL,pmt,com,0.003189105600032682
AL,pmt,con,0.010788132463316643
AL,pmt,eec,0.013859616377195336
AL,pmt,tex,8.50577522775814e-05
AL,pmt,nmp,0.0051596284876965935
AL,pmt,mch,0.009986872223086295
AL,pmt,pla,4.2811050734958695e-05
AL,pmt,tsv,0.02906228768263797
AL,pmt,fpd,8.47406179871301e-05
AL,pmt,fmt,0.06007096648326556
AL,pmt,pet,0.036889743567956865
AL,pmt,cep,4.31678572601825e-05
AL,pmt,pmt,13.944634464846654
AL,pmt,wht,0.0386317011450762
AL,pmt,che,0.009087590963343304
AL,trk,com,0.00138804296512014
AL,trk,con,0.0006213648879003171
AL,trk,rnt,0.006114952705095099
AL,trk,tsv,0.007489244504515439
AL,trk,wst,0.080874580133048
AL,trk,trk,6.346765546595643
AL,trk,wrh,0.11572942796233342
AL,trk,otr,0.3730073004814892
AL,fdd,com,0.03576248543526985
AL,fdd,con,5.3278520300532504e-05
AL,fdd,edu,0.0047300911926946585
AL,fdd,mch,5.318432534256203e-05
AL,fdd,dat,0.00028630674974475386
AL,fdd,hos,0.03019958009366877
AL,fdd,tsv,0.48661443914880026
AL,fdd,art,0.0004082229525128297
AL,fdd,mov,0.0008469350582448504
AL,fdd,fdd,12.955670461938169
AL,fdd,mmf,3.501524010241694e-05
AL,gmt,res,0.11569025753924214
AL,gmt,fbp,0.032572550188139836
AL,gmt,con,0.01583903543812878
AL,gmt,tsv,1.3506445628325615e-05
AL,gmt,osv,0.02921121291494605
AL,gmt,gmt,2.8669019125371227
AL,wtt,com,9.306636197947166e-05
AL,wtt,rec,0.0005590616365380959
AL,wtt,con,6.1636510226985925e-06
AL,wtt,tsv,0.00038386191544037323
AL,wtt,wtt,0.2260577070417523
AL,wtt,otr,0.010081891930818414
AL,wpd,ppd,0.001283251042135908
AL,wpd,com,0.0010887794907610219
AL,wpd,con,0.03698214855664267
AL,wpd,nmp,0.0025431476642603337
AL,wpd,pla,0.006427835887202128
AL,wpd,tsv,0.013038127148404082
AL,wpd,fpd,0.047819453273946703
AL,wpd,fmt,0.03150607313245905
AL,wpd,wpd,8.028198993144242
AL,wpd,wht,0.07511044952464498
AL,wpd,che,0.0012816386814425607
AL,wpd,mmf,0.001575010061052117
AL,wht,com,0.08554539991493931
AL,wht,fbp,0.0147209676083755
AL,wht,con,0.09483346029925606
AL,wht,mch,1.1407025329876107e-05
AL,wht,rnt,0.1420870184813055
AL,wht,fof,0.0009851679502868047
AL,wht,tsv,0.013784038722200048
AL,wht,pip,0.000881622636805759
AL,wht,osv,0.955145864126108
AL,wht,mot,0.0007848609119739732
AL,wht,adm,0.00029698127854318383
AL,wht,wht,23.734639827042546
AL,wht,wrh,0.003958605936327248
AL,wht,mmf,6.762109129702111e-05
AL,wht,otr,0.008292084156657584
AL,wrh,com,0.0022749615125300746
AL,wrh,con,0.001248599584798585
AL,wrh,tsv,0.012266550362878107
AL,wrh,trk,0.00479369771797945
AL,wrh,wrh,1.9295473187845096
AL,wrh,otr,0.0258785351048874
AL,ott,res,0.273084422272841
AL,ott,com,0.028340431553279283
AL,ott,amb,0.00011891892073128985
AL,ott,rec,0.004951381549181294
AL,ott,con,0.06552188868620892
AL,ott,agr,0.0029721461479720454
AL,ott,bnk,0.004834611340363014
AL,ott,edu,0.00149331318306138
AL,ott,rnt,0.017099696972311836
AL,ott,tsv,0.13376921215523263
AL,ott,mov,0.010298658084060521
AL,ott,osv,0.250812425099444
AL,ott,adm,0.0010305895045421662
AL,ott,ott,16.152464186185373
AL,ott,mmf,0.032448738563573984
AL,che,ppd,0.0008860399717412377
AL,che,com,0.003533626540141106
AL,che,fbp,0.09156447377581474
AL,che,con,0.0012447970887210318
AL,che,eec,0.000794155112739977
AL,che,tex,1.5234062959269517e-05
AL,che,nmp,0.0008396970692789973
AL,che,mch,0.0011423213587708131
AL,che,pla,0.020856813416871192
AL,che,tsv,0.4875038146320405
AL,che,fmt,0.0003537116477023647
AL,che,pet,0.08399594559575566
AL,che,cep,0.009334211155866249
AL,che,mot,7.811832439459695e-06
AL,che,alt,0.0010691745493858404
AL,che,pmt,2.6445922569697745e-05
AL,che,wpd,2.2836835440539373e-05
AL,che,wht,0.08562981867127309
AL,che,che,6.040364522205822
AL,che,mmf,0.012550843960169757
