r,s,g,value
FL,eec,tsv,0.06506461872058127
FL,eec,fpd,0.00024279626626898997
FL,eec,fmt,0.0036207560670957224
FL,eec,pet,6.777187793271177e-05
FL,eec,cep,0.003696690016436192
FL,eec,mot,0.0014985858961775492
FL,eec,pmt,0.014994331835869124
FL,eec,wht,0.047166353096805495
FL,eec,mmf,0.0002659551748852376
FL,fnd,com,0.10566219248997799
FL,fnd,con,0.018636327799481243
FL,fnd,fnd,24.493201019947204
FL,fnd,pub,0.013032944291619358
FL,fnd,fen,0.0325297150996613
FL,fnd,uti,0.003836303658836286
FL,fnd,hos,0.09753340529169395
FL,fnd,fof,0.007282125999445847
FL,fnd,fin,0.005945448018993457
FL,fnd,tsv,1.8359062352411417
FL,fnd,pri,0.0005621635605921353
FL,fnd,pmt,5.440648235305596e-05
FL,fnd,che,0.0004743454780191552
FL,fnd,mmf,0.0043710016747912014
FL,pub,com,0.5692115465447717
FL,pub,con,0.0007418102875270644
FL,pub,pub,12.181697742774228
FL,pub,edu,0.013742907994018073
FL,pub,dat,1.6029124837454696
FL,pub,tsv,1.4848617142385023
FL,pub,pri,0.051898268163853636
FL,pub,osv,6.633757078853251e-05
FL,pub,wst,3.219468250844338e-05
FL,pub,adm,0.005416813132476498
FL,pub,wht,0.06033511256756908
FL,pub,ott,0.08708284698096873
FL,hou,com,0.0072136851577457905
FL,hou,con,1.6984067608084672
FL,hou,hou,193.82124837357466
FL,hou,tsv,0.015247769053940024
FL,fbt,res,0.8100160627725085
FL,fbt,com,0.0007763988891321101
FL,fbt,fbp,0.710842708306517
FL,fbt,rec,6.990825936129693e-05
FL,fbt,fbt,17.629065289317698
FL,fbt,bnk,0.003003968139065671
FL,fbt,rnt,0.00021222803729701928
FL,fbt,tsv,7.043978791381052e-05
FL,fbt,adm,0.00014021134476257477
FL,ins,com,0.15911843858775365
FL,ins,con,0.0003095434449101029
FL,ins,ins,74.22674186855214
FL,ins,leg,0.00594631798902223
FL,ins,tsv,0.3333547687764802
FL,ins,sec,0.11208521629235657
FL,tex,ppd,2.1435608255555302e-05
FL,tex,com,0.00025980302140986636
FL,tex,con,0.0009678760109807997
FL,tex,tex,0.9499420591639222
FL,tex,nmp,2.124044050904836e-05
FL,tex,mch,0.0001503040715790154
FL,tex,pla,0.014443071136840877
FL,tex,tsv,0.0055741091641877405
FL,tex,fpd,0.0011199052306283426
FL,tex,pri,0.005265854209447233
FL,tex,fmt,0.0021392251008848806
FL,tex,cep,0.0008148335124512313
FL,tex,mot,0.01586087898078178
FL,tex,alt,0.0050915581730290125
FL,tex,wht,0.009140809594905435
FL,tex,che,0.06544225877170066
FL,tex,mmf,0.0006152529788138953
FL,leg,com,0.029240311786839442
FL,leg,con,0.00015050879109862648
FL,leg,leg,29.33434552354891
FL,leg,tsv,0.025172414601960437
FL,fen,res,0.06426584696250646
FL,fen,com,0.031111667460383477
FL,fen,ins,0.6083951718844413
FL,fen,fen,3.722861177781695
FL,fen,uti,1.1433181699723431
FL,fen,ore,0.03804181825412215
FL,fen,mov,0.0002373198238745567
FL,fen,gmt,0.13446541521987834
FL,fen,ott,0.0023665266904703617
FL,uti,com,0.02228649210220673
FL,uti,con,0.16875788833328145
FL,uti,uti,31.09234632507052
FL,uti,oil,0.005820399901359092
FL,uti,tsv,0.07011461712489031
FL,uti,pip,0.18232994459064655
FL,uti,sle,0.2785068125589132
FL,uti,wst,0.00038759630066107046
FL,uti,wht,0.09183628445150283
FL,uti,ott,0.057421025337902346
FL,nmp,ppd,0.0015646797185802299
FL,nmp,com,0.0017498795587460134
FL,nmp,con,0.05478586066980335
FL,nmp,eec,0.0034671242370234744
FL,nmp,tex,0.0012706983610868414
FL,nmp,nmp,7.776626846270883
FL,nmp,ote,5.7132764130710436e-05
FL,nmp,mch,0.0005038216329295199
FL,nmp,pla,0.00988533445587741
FL,nmp,tsv,0.04872484595967282
FL,nmp,fpd,0.005893984555260685
FL,nmp,fmt,0.001617362321764548
FL,nmp,pet,0.006932725880380746
FL,nmp,mot,0.0010763455372311596
FL,nmp,alt,0.004205643820654109
FL,nmp,pmt,6.388229313762456e-05
FL,nmp,wpd,0.0011042873248874956
FL,nmp,wht,0.07437982268622365
FL,nmp,che,0.010380787061986715
FL,nmp,mmf,0.0011614641094420935
FL,nmp,min,0.03584988112516526
FL,brd,com,0.1494307374906803
FL,brd,con,0.05614768548114023
FL,brd,brd,36.18430183063001
FL,brd,dat,0.0003322007965288904
FL,brd,rnt,0.44397390641998835
FL,brd,tsv,5.749528365747641
FL,brd,mov,0.06281144531869978
FL,brd,osv,0.036680956367631204
FL,brd,wht,0.005918568974222473
FL,brd,ott,0.18679571119775445
FL,bnk,com,0.06821968309982808
FL,bnk,con,0.00010645627221414265
FL,bnk,bnk,29.809354195503776
FL,bnk,rnt,1.6953329128008496
FL,bnk,tsv,0.13352550586244094
FL,bnk,sec,0.9578145472478321
FL,ore,com,0.022214272492455105
FL,ore,con,0.03064295043613869
FL,ore,ins,0.03179738842922736
FL,ore,bnk,0.15643970761622267
FL,ore,ore,127.03098100437008
FL,ore,amd,0.006132092062068795
FL,ore,tsv,0.07073108955236812
FL,ore,osv,0.022853610614219963
FL,edu,res,0.22446416354595924
FL,edu,com,0.20828271998861367
FL,edu,con,0.023610411909751296
FL,edu,ins,0.005479235674597392
FL,edu,ore,0.0038770476225679254
FL,edu,edu,13.31687851450411
FL,edu,amd,0.7642742371652252
FL,edu,tsv,1.5429488129808975
FL,edu,art,0.07325736526214514
FL,edu,osv,0.0007572192470190779
FL,edu,ott,0.0292591187629131
FL,ote,com,0.022183758986424485
FL,ote,con,0.03997138781032838
FL,ote,eec,0.018703779158699866
FL,ote,ote,11.811753352135911
FL,ote,mch,0.02999448539112322
FL,ote,pla,0.00991704404563532
FL,ote,tsv,0.7353431526251737
FL,ote,fmt,0.0017203691961311005
FL,ote,cep,0.020603993276926875
FL,ote,mot,0.21561050051861919
FL,ote,pmt,5.200250344386405e-05
FL,ote,wht,0.0443434551751726
FL,ote,che,0.0011779492818525701
FL,ote,mmf,0.0002244448786724885
FL,man,com,0.6633593108114442
FL,man,con,0.003947092309776805
FL,man,man,30.619032271435824
FL,man,tsv,0.3022283321983232
FL,mch,com,0.015558181442307112
FL,mch,con,0.020616535548615422
FL,mch,eec,0.034285727737968036
FL,mch,nmp,0.005483611280495138
FL,mch,ote,0.005505483736550129
FL,mch,mch,11.148913140274043
FL,mch,rnt,0.00033503253224900884
FL,mch,pla,0.0022120368867026585
FL,mch,tsv,0.33121660326532343
FL,mch,fpd,0.00017788601216272188
FL,mch,smn,6.090134472344679e-05
FL,mch,fmt,0.053766011812991156
FL,mch,cep,0.015647981393346822
FL,mch,mot,0.027202998731764266
FL,mch,alt,2.9397200106236194e-05
FL,mch,pmt,0.0008604535044998203
FL,mch,wht,0.13741544704424946
FL,mch,che,0.0024934518832089394
FL,mch,mmf,0.0016075170359341638
FL,dat,com,0.5798941098674141
FL,dat,con,0.02153515863947022
FL,dat,pub,0.5281243246127002
FL,dat,brd,0.08772766764221418
FL,dat,edu,0.003913181517516112
FL,dat,dat,9.43567760034239
FL,dat,rnt,0.000748407808346618
FL,dat,tsv,6.725705174663004
FL,dat,osv,0.0034325530751063878
FL,dat,cep,0.02104590054654939
FL,dat,adm,0.0021449248440173502
FL,dat,wht,0.12461825167656623
FL,dat,ott,0.004426128192156393
FL,amd,res,2.7475406503556674
FL,amd,com,0.0063134566461397245
FL,amd,rec,2.147866555698011
FL,amd,con,0.08496940948739694
FL,amd,fbt,0.015559839565404283
FL,amd,brd,0.009842832063816491
FL,amd,ore,0.07224054364873633
FL,amd,amd,12.733856028558801
FL,amd,rnt,0.06286505017872004
FL,amd,tsv,0.0003273055986677135
FL,amd,art,0.06110263342391054
FL,amd,osv,0.12303079868596714
FL,amd,mvt,0.00023716808972576165
FL,amd,gmt,0.031391793299922574
FL,amd,ott,0.04975935562694741
FL,oil,com,1.878872227899595e-05
FL,oil,con,6.292473660189093e-05
FL,oil,mch,3.5447120488339034e-05
FL,oil,oil,0.05638616462728556
FL,oil,tsv,6.935333347263165e-05
FL,oil,smn,0.0028049990944961746
FL,oil,pet,0.007344056684448316
FL,oil,wht,0.0002498578695044855
FL,oil,che,4.651470090017309e-05
FL,oil,min,9.373855542964767e-06
FL,hos,res,0.09411765838877918
FL,hos,com,0.15181003392408554
FL,hos,amb,0.1424331873805834
FL,hos,con,0.06565668318518132
FL,hos,hos,53.970005988411216
FL,hos,rnt,0.008793308388545936
FL,hos,tsv,0.4757802298656253
FL,hos,ott,0.08577415745177876
FL,rnt,com,0.010173169834557625
FL,rnt,con,0.005084684889592724
FL,rnt,ins,0.04311859863353422
FL,rnt,bnk,0.00499243597608557
FL,rnt,ore,0.0780584311795743
FL,rnt,edu,0.00019405717237173294
FL,rnt,rnt,30.193648055871687
FL,rnt,tsv,0.019074438284603583
FL,rnt,sec,0.00603057447951584
FL,rnt,osv,0.07752037406603206
FL,rnt,mvt,0.03461769164242199
FL,rnt,trk,0.07827643041169317
FL,rnt,gmt,0.19010036798172544
FL,rnt,ott,0.017756538816727514
FL,pla,ppd,0.013627573364795543
FL,pla,com,0.003379693098903531
FL,pla,con,0.002452053072314978
FL,pla,eec,0.006828062048133124
FL,pla,tex,0.02049773443925554
FL,pla,nmp,0.0017693295274268238
FL,pla,ote,0.001902411471637599
FL,pla,mch,0.00721181686159911
FL,pla,pla,4.87285721913116
FL,pla,tsv,0.03370713315929723
FL,pla,fpd,0.004520971787974988
FL,pla,pri,0.0008159452554065658
FL,pla,fmt,0.009529862009147818
FL,pla,pet,3.791892412775661e-05
FL,pla,cep,0.003403578951641578
FL,pla,mot,0.02189414074148338
FL,pla,pmt,0.00012891486244719934
FL,pla,wpd,0.0037144788289341906
FL,pla,wht,0.0365821112602515
FL,pla,che,0.033509597673686595
FL,pla,mmf,0.026398807500565703
FL,fof,con,0.04184475527969157
FL,fof,agr,0.0016053049746861164
FL,fof,fof,3.5242718111242533
FL,fin,com,0.0004610813155340468
FL,fin,fin,6.229806021355517
FL,fin,tsv,0.00046008258721019286
FL,tsv,com,0.7573285372290349
FL,tsv,con,0.03458880126953919
FL,tsv,dat,3.8448601848289865
FL,tsv,rnt,0.0019509444121942798
FL,tsv,tsv,91.13160081193402
FL,tsv,sec,0.031905767327722954
FL,tsv,pri,0.0005279875289406228
FL,tsv,osv,0.13386878469865482
FL,tsv,adm,0.08623144232210114
FL,tsv,gmt,0.03088306772730606
FL,tsv,ott,0.1221762182934864
FL,nrs,res,0.024426737402163518
FL,nrs,com,0.001770707958624678
FL,nrs,amb,0.0012477520594210575
FL,nrs,con,0.002693618815302516
FL,nrs,ore,0.008843884016984242
FL,nrs,tsv,0.00127004161528859
FL,nrs,nrs,14.123899600478305
FL,nrs,soc,0.03180972592691597
FL,nrs,ott,0.001015250819731764
FL,sec,com,0.042039361252288444
FL,sec,con,3.9485079942552e-05
FL,sec,ins,0.16651220111534795
FL,sec,bnk,1.0649110097975472
FL,sec,tsv,0.08400185040547818
FL,sec,sec,29.266248635306347
FL,art,res,0.2709151616728518
FL,art,com,0.01129106153056313
FL,art,rec,0.20965880554857663
FL,art,con,0.04530603316850431
FL,art,ore,0.08886711833074769
FL,art,edu,0.023057622565559394
FL,art,amd,0.0006691970046418352
FL,art,rnt,0.12353025792438281
FL,art,tsv,0.6340256485791159
FL,art,art,14.240390945753317
FL,art,osv,0.027752362563184016
FL,art,ott,0.09422785199215711
FL,mov,com,0.0105291861750253
FL,mov,rec,0.0014751330100339138
FL,mov,con,0.0016014470810535187
FL,mov,ore,0.0017325664675757854
FL,mov,rnt,0.0012884821718597186
FL,mov,tsv,0.05512206691394623
FL,mov,mov,3.2879053545549364
FL,mov,cep,0.00014146908344815054
FL,mov,wht,3.9519061470881356e-05
FL,mov,ott,0.0022856530279863427
FL,fpd,ppd,2.8414113183376994e-05
FL,fpd,com,0.0019226914256098018
FL,fpd,con,0.011888664958598291
FL,fpd,eec,0.0007392457824222855
FL,fpd,tex,0.0019946858820955285
FL,fpd,nmp,0.000985434759356013
FL,fpd,mch,0.001166941400751724
FL,fpd,pla,0.0002823882682891983
FL,fpd,tsv,0.007875289250118551
FL,fpd,fpd,2.0235808897811505
FL,fpd,pri,0.00014017775729419972
FL,fpd,fmt,0.005784835628299236
FL,fpd,cep,0.00028423938936982733
FL,fpd,alt,5.5558698074566745e-05
FL,fpd,pmt,0.0006810307939054652
FL,fpd,wpd,0.014909092777567723
FL,fpd,wht,0.022735805495812157
FL,fpd,che,0.0002553931208881928
FL,fpd,mmf,0.0032624220749545942
FL,slg,ppd,0.03984649693482054
FL,slg,res,0.818823010789949
FL,slg,com,0.28094464004672653
FL,slg,amb,2.0489563672298816
FL,slg,fbp,0.18820281795751345
FL,slg,rec,0.14341057544240166
FL,slg,con,1.2507932768912342
FL,slg,agr,0.034808028499187765
FL,slg,pub,0.03449757466385045
FL,slg,uti,0.07725349985811777
FL,slg,edu,6.200587441174122
FL,slg,dat,0.15019105836925686
FL,slg,amd,0.6506868960818858
FL,slg,hos,13.954155346957855
FL,slg,fof,0.17591091196538797
FL,slg,fin,1.992226306414114
FL,slg,tsv,3.46628327519892
FL,slg,art,0.19157959194840582
FL,slg,mov,5.565477211391741e-05
FL,slg,slg,121.72366893474735
FL,slg,pri,0.10684692381310652
FL,slg,osv,0.07424328344044322
FL,slg,wst,0.8452007007611594
FL,slg,adm,0.5375328459789049
FL,slg,soc,0.22866496407874926
FL,slg,alt,0.07595947917281033
FL,slg,wpd,0.013121471461987083
FL,slg,che,0.006688303276182754
FL,slg,mmf,0.07201577443457834
FL,slg,min,0.04316325529144287
FL,pri,ppd,0.025349063042956615
FL,pri,com,0.008731889405372546
FL,pri,con,0.0007159115726792502
FL,pri,eec,0.0004619814574811772
FL,pri,tex,0.02323979093882571
FL,pri,mch,0.0034894570035682725
FL,pri,pla,0.008259115010281782
FL,pri,tsv,0.6095032788072254
FL,pri,fpd,0.0007448125045619326
FL,pri,pri,2.4830311788106294
FL,pri,fmt,0.005068328029917194
FL,pri,cep,0.00041985593244689954
FL,pri,adm,0.011493326320431879
FL,pri,alt,0.0002462062500225425
FL,pri,wpd,0.0007050742386730746
FL,pri,wht,0.02163749408373772
FL,pri,mmf,0.028333060185153736
FL,grd,com,0.0005957332471867574
FL,grd,tsv,0.0025018853185898716
FL,grd,grd,1.9417317116393225
FL,grd,otr,0.0001489300230539435
FL,pip,com,3.76453135958773e-05
FL,pip,con,0.00027249369301833576
FL,pip,uti,0.0005630838445281523
FL,pip,tsv,0.0009230889027741118
FL,pip,pip,0.15649390498693208
FL,sle,rec,2.6729874633222437
FL,sle,hou,1.9401833677765052
FL,sle,fbt,0.37798063195203596
FL,sle,ins,0.027904897063154396
FL,sle,uti,8.615416491070253
FL,sle,bnk,0.0013672820858331737
FL,sle,ore,1.4834282139400294
FL,sle,art,0.008293877805853405
FL,sle,grd,1.3498302568053575
FL,sle,sle,6.4507445593122
FL,sle,osv,0.1734435724075136
FL,sle,trn,0.007303042056690346
FL,sle,wtt,0.023797994596983892
FL,sle,otr,0.8681985599947697
FL,osv,res,0.19545448126953502
FL,osv,com,0.07973663557147478
FL,osv,con,0.03366563567874673
FL,osv,ore,0.11357674577271874
FL,osv,edu,0.000493492310893153
FL,osv,dat,0.05682473858461387
FL,osv,rnt,0.027752208978630365
FL,osv,tsv,0.08054749968882828
FL,osv,osv,55.92809518662329
FL,osv,mvt,0.10883724837076467
FL,osv,gmt,0.011884780967233314
FL,osv,wht,0.03672592509481665
FL,osv,ott,0.26912357359771616
FL,trn,com,0.003316063981264822
FL,trn,con,0.002932796477252913
FL,trn,rnt,0.01116170046198628
FL,trn,tsv,0.01090329436247103
FL,trn,trn,1.5507230122549847
FL,smn,com,3.9208407553959556e-05
FL,smn,con,0.006880699890532655
FL,smn,oil,0.0002357018006298142
FL,smn,tsv,0.00016736948865817868
FL,smn,smn,0.07480010482283513
FL,smn,fmt,0.0013922625704924877
FL,smn,pet,0.00013049803804366172
FL,smn,wht,0.0002192544839627262
FL,fmt,com,0.008281476772783887
FL,fmt,con,0.06225793870345276
FL,fmt,eec,0.005771227025071521
FL,fmt,tex,0.0028890607668666315
FL,fmt,nmp,0.0055090394289826605
FL,fmt,ote,0.004151299135371981
FL,fmt,mch,0.07399096326803577
FL,fmt,pla,0.01801617713125165
FL,fmt,tsv,0.11968513985642523
FL,fmt,fpd,0.0013765044179880797
FL,fmt,pri,0.001581770512387106
FL,fmt,osv,0.01115359708155125
FL,fmt,fmt,9.472285786762738
FL,fmt,pet,7.825818136758166e-05
FL,fmt,cep,0.009339772086008148
FL,fmt,mot,0.02168262155901184
FL,fmt,alt,2.5276379237353326e-05
FL,fmt,pmt,0.10787228966080425
FL,fmt,wpd,0.005876819281865903
FL,fmt,wht,0.08522580780247603
FL,fmt,che,0.0008265129476413833
FL,fmt,mmf,0.011978373101423126
FL,pet,com,0.0004044358519398107
FL,pet,con,0.0028421700989690745
FL,pet,eec,8.011922091013708e-05
FL,pet,nmp,0.0018043757547768892
FL,pet,oil,1.0131107355387545e-05
FL,pet,tsv,0.005528931561604259
FL,pet,pet,5.676709005458538
FL,pet,pmt,0.0013874998918996274
FL,pet,wht,0.12277744208280675
FL,pet,che,0.32367738000443397
FL,pet,min,0.00046000889234577543
FL,mvt,com,0.006620421422199021
FL,mvt,rec,0.009067849431302882
FL,mvt,con,0.000559778981355638
FL,mvt,bnk,0.3146767410767947
FL,mvt,rnt,0.012847318675694651
FL,mvt,tsv,0.0003514246493818781
FL,mvt,osv,4.2185730370647905
FL,mvt,mvt,21.94793137813777
FL,cep,com,0.03622523815438208
FL,cep,con,0.001535771279684519
FL,cep,eec,0.01407409721200637
FL,cep,tex,0.00044344566208094583
FL,cep,nmp,0.0003398579679860671
FL,cep,ote,0.01443438157683741
FL,cep,mch,0.014987703018151803
FL,cep,pla,0.003618627991313976
FL,cep,tsv,1.571258295361004
FL,cep,pri,2.603100457590524e-05
FL,cep,fmt,0.002686064023198766
FL,cep,cep,8.279418231028883
FL,cep,mot,0.00018726418233501495
FL,cep,pmt,0.0015095615513742579
FL,cep,wht,0.052918066231014624
FL,cep,che,0.006851726921335809
FL,cep,mmf,0.045019799623827975
FL,wst,com,0.001354273548239579
FL,wst,con,5.3816938953493225e-05
FL,wst,oil,0.01628216610819468
FL,wst,rnt,0.008795866764491081
FL,wst,tsv,0.010595217314083388
FL,wst,wst,7.478835870671421
FL,wst,ott,0.005073053910422163
FL,wst,otr,0.033151667952801535
FL,mot,com,0.0011765928035367727
FL,mot,con,0.0026178655540371617
FL,mot,eec,0.0006339851891429088
FL,mot,tex,0.002283795976958667
FL,mot,ote,0.022506549545184842
FL,mot,mch,0.0063092958456052225
FL,mot,pla,0.0004212284498446753
FL,mot,tsv,0.07447412945516087
FL,mot,fmt,0.004551263086875896
FL,mot,cep,0.0002563107166551728
FL,mot,mot,3.035809854031333
FL,mot,pmt,7.472916952730789e-05
FL,mot,wht,0.010122925743265935
FL,mot,che,9.304896669735811e-06
FL,mot,mmf,4.148590869445292e-05
FL,adm,com,1.0303269225727838
FL,adm,con,0.1011240036218062
FL,adm,ins,0.011393183432594852
FL,adm,ore,0.021120968607779914
FL,adm,edu,0.001813384871182421
FL,adm,rnt,0.017114622767662756
FL,adm,tsv,3.661707404061716
FL,adm,pri,0.12275886930952631
FL,adm,wst,0.03544688943818248
FL,adm,adm,81.66173358119397
FL,adm,soc,0.01763450953667761
FL,adm,ott,0.0814355551584263
FL,soc,com,0.00696233031846063
FL,soc,amb,0.01652269107390618
FL,soc,con,0.009986259715784495
FL,soc,tsv,0.0014568770800950299
FL,soc,nrs,0.12115622051647736
FL,soc,soc,14.927656160024483
FL,soc,ott,0.005481178352521451
FL,alt,com,0.0004913970986204102
FL,alt,fbp,0.0197294774588528
FL,alt,con,5.139876420966032e-05
FL,alt,tex,0.00610518183878674
FL,alt,nmp,0.0013708693487987675
FL,alt,pla,5.092155414339749e-05
FL,alt,tsv,0.005523481977089976
FL,alt,pri,0.00025280952918148146
FL,alt,alt,0.4125767643352733
FL,alt,wht,0.009150168942144224
FL,alt,che,0.004451178195588276
FL,alt,mmf,0.0005325445430971381
FL,pmt,ppd,4.694556864424382e-05
FL,pmt,com,0.0017351102082723215
FL,pmt,con,0.0058695449799789955
FL,pmt,eec,0.007540660258651652
FL,pmt,tex,4.627773199734036e-05
FL,pmt,nmp,0.002807220952421047
FL,pmt,mch,0.0054335999230664365
FL,pmt,pla,2.3292389927862487e-05
FL,pmt,tsv,0.015812042107785744
FL,pmt,fpd,4.6105187399021126e-05
FL,pmt,fmt,0.03268306548545473
FL,pmt,pet,0.020070759226240176
FL,pmt,cep,2.34865191671977e-05
FL,pmt,pmt,7.586916410147571
FL,pmt,wht,0.021018513472573722
FL,pmt,che,0.004944324154376912
FL,trk,com,0.004391078201049332
FL,trk,con,0.0019656897392368445
FL,trk,rnt,0.019344671741819367
FL,trk,tsv,0.02369224808776713
FL,trk,wst,0.25584698367784825
FL,trk,trk,20.078012380845074
FL,trk,wrh,0.3661104022823435
FL,trk,otr,1.1800097454726548
FL,fdd,com,0.08689852216794525
FL,fdd,con,0.00012946037226051118
FL,fdd,edu,0.011493550556175928
FL,fdd,mch,0.00012923148988436533
FL,fdd,dat,0.0006956908373876591
FL,fdd,hos,0.07338133377173402
FL,fdd,tsv,1.1824143404169187
FL,fdd,art,0.0009919324917337788
FL,fdd,mov,0.0020579499449754836
FL,fdd,fdd,31.480715144227844
FL,fdd,mmf,8.508280622059187e-05
FL,gmt,res,0.6020724605948885
FL,gmt,fbp,0.16951328363126672
FL,gmt,con,0.08242912793628397
FL,gmt,tsv,7.028992005293747e-05
FL,gmt,osv,0.1520202928988826
FL,gmt,gmt,14.919862099709908
FL,wtt,com,0.003928547869037561
FL,wtt,rec,0.023599293602632094
FL,wtt,con,0.00026018206337596867
FL,wtt,tsv,0.016203705375746714
FL,wtt,wtt,9.54242224998849
FL,wtt,otr,0.4255801367783143
FL,wpd,ppd,0.0009077668210846489
FL,wpd,com,0.0007701983982379805
FL,wpd,con,0.02616102876976137
FL,wpd,nmp,0.0017990128158337025
FL,wpd,pla,0.00454702623117864
FL,wpd,tsv,0.009223120687830882
FL,wpd,fpd,0.03382729618691329
FL,wpd,fmt,0.022287274206852975
FL,wpd,wpd,5.679116898990751
FL,wpd,wht,0.05313284131976163
FL,wpd,che,0.0009066262433699364
FL,wpd,mmf,0.0011141560219720408
FL,wht,com,0.48475352418148526
FL,wht,fbp,0.08341817250976817
FL,wht,con,0.5373854600726599
FL,wht,mch,6.463931122635673e-05
FL,wht,rnt,0.8051535560969917
FL,wht,fof,0.0055825752908635244
FL,wht,tsv,0.07810894980541948
FL,wht,pip,0.004995823043842375
FL,wht,osv,5.4124514492057765
FL,wht,mot,0.004447510835766579
FL,wht,adm,0.00168288092092478
FL,wht,wht,134.4952541314597
FL,wht,wrh,0.022431927144983328
FL,wht,mmf,0.0003831832260743743
FL,wht,otr,0.04698811416798641
FL,wrh,com,0.00905199117280821
FL,wrh,con,0.00496813346411256
FL,wrh,tsv,0.04880816883890561
FL,wrh,trk,0.019073953202840038
FL,wrh,wrh,7.677600346622228
FL,wrh,otr,0.10296977335415529
FL,ott,res,1.4211793937114614
FL,ott,com,0.14748859344371418
FL,ott,amb,0.0006188749920596399
FL,ott,rec,0.025767860976958466
FL,ott,con,0.340987439938485
FL,ott,agr,0.015467571622875575
FL,ott,bnk,0.025160168259846537
FL,ott,edu,0.007771464613254762
FL,ott,rnt,0.0889898324243474
FL,ott,tsv,0.6961585221367653
FL,ott,mov,0.05359602913315786
FL,ott,osv,1.3052720007661125
FL,ott,adm,0.005363369155371609
FL,ott,ott,84.06026630158323
FL,ott,mmf,0.16886894614738374
FL,che,ppd,0.002395769456743461
FL,che,com,0.009554596639439764
FL,che,fbp,0.2475817983287885
FL,che,con,0.00336581524549095
FL,che,eec,0.002147321366642297
FL,che,tex,4.119148560329693e-05
FL,che,nmp,0.002270462570150424
FL,che,mch,0.0030887304279857593
FL,che,pla,0.0563948784962154
FL,che,tsv,1.3181648530439662
FL,che,fmt,0.0009564033103319292
FL,che,pet,0.2271172039260619
FL,che,cep,0.025238836512162792
FL,che,mot,2.112246643103027e-05
FL,che,alt,0.0028909482766474085
FL,che,pmt,7.150730843821096e-05
FL,che,wpd,6.174867340307651e-05
FL,che,wht,0.23153504435692607
FL,che,che,16.33258237939154
FL,che,mmf,0.03393631165085776
FL,air,com,0.013034192686186233
FL,air,amb,0.0067904550542394505
FL,air,con,0.003338632169174712
FL,air,rnt,0.046334968000896884
FL,air,fof,0.07159006548209898
FL,air,tsv,0.16421782390874237
FL,air,air,17.045889227248257
FL,air,otr,0.13298584636108393
FL,mmf,ppd,0.003057260493297471
FL,mmf,com,0.016068439647918396
FL,mmf,fbp,0.0002059783435913039
FL,mmf,con,0.03390208358981312
FL,mmf,eec,0.0029038703700893322
FL,mmf,tex,0.004867194044179427
FL,mmf,nmp,0.0017457580482856338
FL,mmf,ote,0.0007945358325318239
FL,mmf,mch,0.01152377824711518
FL,mmf,pla,0.04918162329391023
FL,mmf,tsv,0.7721833026424995
FL,mmf,fpd,0.011749002007121175
FL,mmf,pri,0.01855855403949487
FL,mmf,fmt,0.05021647483543637
FL,mmf,cep,0.04302632557933466
FL,mmf,mot,0.0023111659391871434
FL,mmf,alt,0.09213891631301974
FL,mmf,pmt,0.0005327481368777154
FL,mmf,wpd,0.005325093541935116
FL,mmf,wht,0.30318707412515383
FL,mmf,che,0.006572601500377543
FL,mmf,mmf,7.5386103714953006
FL,otr,res,0.002115942707776524
FL,otr,com,0.018194719899645162
FL,otr,con,0.006995700768019455
FL,otr,fbt,0.0006270543732297053
FL,otr,rnt,0.0003268390176433322
FL,otr,tsv,0.5489672150535782
FL,otr,grd,0.02734001783108037
FL,otr,osv,0.08575629839003675
FL,otr,adm,0.00032378044043997363
FL,otr,trk,0.05713632742201966
FL,otr,wtt,0.02386347168035581
FL,otr,wrh,0.13199091107764702
FL,otr,air,0.0022860163763098566
FL,otr,otr,22.290765468232582
FL,min,com,3.4624205842040325e-05
FL,min,con,0.23280557459918835
FL,min,nmp,0.0037691571420235916
FL,min,tsv,0.0007946438806107894
FL,min,smn,0.10626807884529942
FL,min,pet,0.002108827231249679
FL,min,wht,0.0013907587640939907
FL,min,che,0.03563255046755495
FL,min,min,1.551136781161657
GA,ppd,ppd,14.618866694390672
GA,ppd,com,0.006389703984568289
GA,ppd,con,0.00741778861863876
GA,ppd,tex,0.017401722630605698
GA,ppd,nmp,0.002264990383165924
GA,ppd,pla,0.03142732836836398
GA,ppd,tsv,0.06806372283622246
GA,ppd,pri,0.021273305768751975
GA,ppd,cep,0.0044979225513392136
GA,ppd,wpd,0.015885377128482047
GA,ppd,wht,0.08263196805256508
GA,ppd,che,0.0016743615818285808
GA,ppd,mmf,0.03273003149764166
GA,res,res,20.173682345371184
GA,res,com,8.828765816549864e-05
GA,res,rec,0.043778842853382745
GA,res,con,0.016516067004214315
GA,res,fbt,0.010045644066310378
GA,res,amd,0.00041012904458656194
GA,res,wht,0.0008562127576629385
GA,res,ott,0.03558851606160976
GA,com,com,14.189819218212488
GA,com,con,0.00023375588494662858
GA,com,pub,0.3896146638231154
GA,com,brd,0.004854788267340693
GA,com,edu,0.011354140881627062
GA,com,dat,0.6113493488352972
GA,com,rnt,0.0034855950525545893
GA,com,tsv,0.2918588172987615
GA,com,osv,0.1223810217783493
GA,com,adm,0.17689967108481033
GA,com,wht,0.0035935240507516527
GA,com,ott,0.03674258886972091
GA,amb,res,0.0013512351831595352
GA,amb,com,0.02552921197120067
GA,amb,amb,36.29554762663248
