r,s,g,value
DE,rnt,ott,0.002238505664972269
DE,pla,ppd,0.0017813893073018226
DE,pla,com,0.0005153120675095902
DE,pla,con,0.0003132694743717934
DE,pla,eec,0.0006200195674934304
DE,pla,tex,0.0007280254144864747
DE,pla,nmp,0.00013846728174653875
DE,pla,ote,0.00026893678852966415
DE,pla,mch,0.0007529172017762835
DE,pla,pla,0.7491455186833338
DE,pla,tsv,0.007706890602867752
DE,pla,fpd,0.0003479275996707609
DE,pla,pri,0.0001223091083287114
DE,pla,fmt,0.0006711693834804496
DE,pla,pet,0.00019416323433731666
DE,pla,cep,6.274309258705687e-05
DE,pla,mot,0.0014676078990347899
DE,pla,alt,3.2683064923849303e-06
DE,pla,pmt,4.258206861626499e-05
DE,pla,wpd,3.942968599309092e-05
DE,pla,wht,0.008732727511117234
DE,pla,che,0.004424578510794976
DE,pla,mmf,0.0031083738516109226
DE,fof,con,0.0007418646257042154
DE,fof,agr,2.4407028165350503e-05
DE,fof,fof,0.045659212693405254
DE,fin,com,5.628175019114454e-06
DE,fin,fin,0.4440725450911028
DE,fin,tsv,1.1232146978729572e-05
DE,tsv,com,0.032521467477688595
DE,tsv,con,0.0013523955466276426
DE,tsv,dat,0.1451788348931519
DE,tsv,rnt,9.031467716720224e-05
DE,tsv,tsv,3.4336359093694306
DE,tsv,sec,0.0012647444584132194
DE,tsv,pri,1.8374438554748656e-05
DE,tsv,osv,0.0047047384020742515
DE,tsv,adm,0.0035864401898576728
DE,tsv,gmt,0.0013107306737338983
DE,tsv,ott,0.0037813072443607845
DE,nrs,res,0.002162839536184295
DE,nrs,com,0.0001482240501626771
DE,nrs,amb,0.0006852783536559739
DE,nrs,con,0.00020870462997668335
DE,nrs,ore,0.0007999239849748385
DE,nrs,tsv,5.1004502133874826e-05
DE,nrs,nrs,1.2182711479409998
DE,nrs,soc,0.003026147865029154
DE,nrs,ott,8.900203438160737e-05
DE,sec,com,0.007102606095430992
DE,sec,con,5.43562771332738e-06
DE,sec,ins,0.017836167897377377
DE,sec,bnk,0.11523500889176459
DE,sec,tsv,0.006007885627718576
DE,sec,sec,3.0243613544266372
DE,art,res,0.007758954089482381
DE,art,com,0.0002064869010290231
DE,art,rec,0.004778193546974524
DE,art,con,0.0012445828147741565
DE,art,ore,0.002081939531113792
DE,art,edu,0.0006127156033601899
DE,art,amd,1.5015653854878169e-05
DE,art,rnt,0.003104619265521978
DE,art,tsv,0.01639623983140561
DE,art,art,0.3743903608182933
DE,art,osv,0.0006823121679028929
DE,art,ott,0.0022763298596686836
DE,mov,com,5.917477570540987e-05
DE,mov,rec,7.834827919662996e-06
DE,mov,con,1.0410940251570652e-05
DE,mov,ore,2.4562776470408084e-05
DE,mov,rnt,9.702876282680515e-06
DE,mov,tsv,0.00025911347801690286
DE,mov,mov,0.027120393784373774
DE,mov,cep,1.1051994429378128e-06
DE,mov,wht,5.425576856716079e-07
DE,mov,ott,3.358699199139286e-05
DE,fpd,ppd,1.832193105191346e-06
DE,fpd,com,6.983312125293125e-05
DE,fpd,con,0.0007705493485159043
DE,fpd,eec,5.2806837030416206e-05
DE,fpd,tex,0.00016929715575640094
DE,fpd,nmp,3.6212315742160605e-05
DE,fpd,mch,0.000156656357160782
DE,fpd,pla,5.4287980807352575e-05
DE,fpd,tsv,0.000498816097219958
DE,fpd,fpd,0.1321846552118606
DE,fpd,pri,1.8154573320867292e-05
DE,fpd,fmt,0.00017054822726391263
DE,fpd,cep,2.539035385780787e-05
DE,fpd,mot,1.8154402215606445e-06
DE,fpd,alt,1.7949450791595527e-06
DE,fpd,pmt,6.590573383542666e-05
DE,fpd,wpd,0.0010556634018148298
DE,fpd,wht,0.0018094038899886182
DE,fpd,che,1.6284248929993286e-05
DE,fpd,mmf,0.00029053349806958497
DE,slg,ppd,0.001823469365963495
DE,slg,res,0.05382714695225093
DE,slg,com,0.014088330179583322
DE,slg,amb,0.05476971536273856
DE,slg,fbp,0.005065766533663277
DE,slg,rec,0.007780583684644965
DE,slg,con,0.05734957826841063
DE,slg,agr,0.0015083755479819152
DE,slg,pub,0.0014863821752137615
DE,slg,uti,0.003338888138985813
DE,slg,edu,0.2828269285508098
DE,slg,dat,0.007969906670614355
DE,slg,amd,0.029827228681124522
DE,slg,hos,0.6349874317711309
DE,slg,fof,0.008909392369208876
DE,slg,fin,0.0838308178231396
DE,slg,tsv,0.1563116667379123
DE,slg,art,0.009085095327863833
DE,slg,mov,2.8706518052374406e-06
DE,slg,slg,4.966765376829083
DE,slg,pri,0.004780332124820852
DE,slg,osv,0.003321283511149317
DE,slg,wst,0.0410091282019506
DE,slg,adm,0.028037732076850765
DE,slg,soc,0.010584728249791417
DE,slg,alt,0.0034965425759865333
DE,slg,wpd,0.0005656568473771599
DE,slg,che,0.0002977634456079084
DE,slg,mmf,0.0032101078995333395
DE,slg,min,0.0020652457286672457
DE,pri,ppd,0.0005200922049853383
DE,pri,com,0.0001357365058874515
DE,pri,con,9.558630058709574e-06
DE,pri,eec,6.79298910053739e-07
DE,pri,tex,0.0003379234697181583
DE,pri,mch,1.3590563002400944e-06
DE,pri,pla,0.00016470494191881557
DE,pri,tsv,0.011335618283005139
DE,pri,fpd,7.3966390151922996e-06
DE,pri,pri,0.04291280260298462
DE,pri,fmt,4.7202446270728115e-05
DE,pri,cep,3.3826023553681e-06
DE,pri,adm,0.00024772661804343705
DE,pri,alt,5.355981612217273e-06
DE,pri,wpd,1.4808928283428288e-05
DE,pri,wht,0.0006284161076110537
DE,pri,mmf,0.0003910907178702816
DE,grd,com,2.1418013092466585e-06
DE,grd,tsv,0.00011968155016794337
DE,grd,grd,0.16491044292100102
DE,grd,otr,1.7348941864881952e-05
DE,pip,com,1.3142987206302224e-06
DE,pip,con,7.592848860007905e-06
DE,pip,uti,1.071911215507886e-05
DE,pip,tsv,1.239484825499572e-05
DE,pip,pip,0.002916291377005472
DE,sle,rec,0.1208597319154252
DE,sle,hou,0.07714222528601494
DE,sle,fbt,0.014017144215023897
DE,sle,ins,0.0011598114539264955
DE,sle,uti,0.39612201051991275
DE,sle,bnk,5.743522460614801e-05
DE,sle,ore,0.06668286990286786
DE,sle,art,0.0003931979720876865
DE,sle,grd,0.04821671590185734
DE,sle,sle,0.29402764253676333
DE,sle,osv,0.009055890911283239
DE,sle,trn,0.00033347686471685306
DE,sle,wtt,0.0010983879502070738
DE,sle,otr,0.03937598440658155
DE,osv,res,0.0076078845043885705
DE,osv,com,0.002753788921463551
DE,osv,con,0.0013504117857723434
DE,osv,ore,0.003575874273878422
DE,osv,edu,2.4907851655577265e-05
DE,osv,dat,0.0019684879062487836
DE,osv,rnt,0.0009527243795064526
DE,osv,tsv,0.0028920697536383147
DE,osv,osv,1.9085371062474608
DE,osv,mvt,0.00314848373790297
DE,osv,gmt,0.0002175433592951687
DE,osv,wht,0.0015120101455702902
DE,osv,ott,0.011094264374425948
DE,trn,com,0.00044762773875682246
DE,trn,con,0.000628087708921322
DE,trn,rnt,0.001451289088557473
DE,trn,tsv,0.0012197364993454271
DE,trn,trn,0.29160263593640207
DE,smn,com,3.392374392792506e-07
DE,smn,con,5.6555304866388715e-05
DE,smn,oil,2.3251088279406368e-06
DE,smn,tsv,3.1472655886026576e-06
DE,smn,smn,0.0009157155389301297
DE,smn,fmt,3.394230802073411e-06
DE,smn,pet,3.1187078222321613e-07
DE,smn,wht,1.4028319626035616e-06
DE,fmt,ppd,9.367759528028124e-07
DE,fmt,com,0.00029316882494213116
DE,fmt,con,0.0021944026405925935
DE,fmt,eec,0.00018525143428153534
DE,fmt,tex,3.590208802602015e-05
DE,fmt,nmp,3.7947529696858175e-05
DE,fmt,ote,0.00010479276830018081
DE,fmt,mch,0.0022126628211170925
DE,fmt,pla,0.0005587126233652211
DE,fmt,tsv,0.0027857622168512416
DE,fmt,fpd,5.4362987422363166e-05
DE,fmt,pri,0.00011136794253991296
DE,fmt,osv,0.00020346072085260125
DE,fmt,fmt,0.3046873999084803
DE,fmt,pet,6.580449947683124e-06
DE,fmt,cep,0.0002466083875662138
DE,fmt,mot,0.00045750458766216455
DE,fmt,pmt,0.0037067527108405134
DE,fmt,wpd,0.00015311783257323933
DE,fmt,wht,0.0035229943379172317
DE,fmt,che,2.034770228486532e-05
DE,fmt,mmf,0.000148506101621329
DE,pet,com,0.00011855598901833081
DE,pet,con,0.0009338067668839729
DE,pet,eec,3.9150831376578817e-05
DE,pet,nmp,0.0005909496778734785
DE,pet,oil,1.0760929948494902e-05
DE,pet,tsv,0.0006273704070883225
DE,pet,fmt,3.58514009384828e-06
DE,pet,pet,1.7795464081916346
DE,pet,pmt,0.00035001831190485536
DE,pet,wht,0.03597050337683537
DE,pet,che,0.11342794352792257
DE,pet,min,0.00017455089280892424
DE,mvt,com,0.00017475411142078837
DE,mvt,rec,0.00022937309882013393
DE,mvt,con,1.558681845749224e-05
DE,mvt,bnk,0.009356853289056308
DE,mvt,rnt,0.00039890221885860065
DE,mvt,tsv,7.808742065690089e-06
DE,mvt,osv,0.1311808142842413
DE,mvt,mvt,0.6461583901342294
DE,cep,ppd,8.299679606564722e-06
DE,cep,com,0.0029242272144398337
DE,cep,con,9.535089826061654e-05
DE,cep,eec,0.001206383668151096
DE,cep,nmp,0.00010252306000064412
DE,cep,ote,0.001428156600787504
DE,cep,mch,0.0010479767374705754
DE,cep,pla,0.00012705691138073166
DE,cep,tsv,0.10133603908542649
DE,cep,fpd,2.0415273404447354e-06
DE,cep,pri,6.168027016931886e-06
DE,cep,fmt,0.00012876819213885338
DE,cep,cep,0.6133398250576209
DE,cep,mot,1.2335022622372801e-05
DE,cep,pmt,9.878435978998999e-05
DE,cep,wht,0.004535457205641807
DE,cep,che,0.0002561286423339554
DE,cep,mmf,0.0013855376651832633
DE,wst,com,5.717098825061614e-05
DE,wst,con,2.997010882697377e-06
DE,wst,oil,0.0006819789321637198
DE,wst,rnt,0.00038198551949321537
DE,wst,tsv,0.0004263871976346685
DE,wst,wst,0.33356279559192614
DE,wst,ott,0.0002183735905589053
DE,wst,otr,0.0013709312764869127
DE,mot,com,1.77120546572564e-05
DE,mot,con,2.6658704768442188e-05
DE,mot,eec,6.150793468650859e-06
DE,mot,tex,3.610910849467939e-05
DE,mot,nmp,5.6111853976237986e-08
DE,mot,ote,0.00011620857246038523
DE,mot,mch,8.388450118401994e-05
DE,mot,pla,9.981653189282478e-06
DE,mot,tsv,0.0008181634849808814
DE,mot,fpd,2.793040139104237e-07
DE,mot,fmt,4.5920040535760106e-05
DE,mot,cep,7.86815392378732e-06
DE,mot,mot,0.03217830300139011
DE,mot,pmt,1.5163070964516593e-06
DE,mot,wht,0.000200868203101537
DE,mot,che,6.728309916143009e-07
DE,mot,mmf,2.124949831734959e-06
DE,adm,com,0.03119801274335878
DE,adm,con,0.002998829948358525
DE,adm,ins,0.00036012675593564167
DE,adm,ore,0.0006785025732487569
DE,adm,edu,6.416774556938378e-05
DE,adm,rnt,0.00054877640765963
DE,adm,tsv,0.1119680375353762
DE,adm,pri,0.004078245235441414
DE,adm,wst,0.0010091001716393527
DE,adm,adm,2.4530319517899835
DE,adm,soc,7.791030448709814e-05
DE,adm,ott,0.0033489759344372755
DE,soc,com,0.00046585806517386374
DE,soc,amb,0.001075400425940328
DE,soc,con,0.0005684619383734935
DE,soc,tsv,5.863386015548248e-05
DE,soc,nrs,0.008173774597865982
DE,soc,soc,0.9212353873192827
DE,soc,ott,0.0002964113818318288
DE,alt,com,1.2439420546682662e-05
DE,alt,fbp,0.0005244615429235279
DE,alt,con,1.1799846165737397e-06
DE,alt,tex,0.00011321731652172669
DE,alt,nmp,9.922418865232896e-06
DE,alt,pla,1.7500724655433466e-06
DE,alt,tsv,0.00014364355948090967
DE,alt,pri,9.363553395430226e-06
DE,alt,alt,0.008009758505259212
DE,alt,wht,0.0002239201844950297
DE,alt,che,3.2663017340800456e-05
DE,alt,mmf,5.817313831847805e-06
DE,pmt,ppd,9.221802651183022e-07
DE,pmt,com,3.2401858472849106e-05
DE,pmt,con,8.840473746579477e-05
DE,pmt,eec,0.00023874449422863368
DE,pmt,tex,9.017755404875498e-07
DE,pmt,nmp,4.993771398362798e-06
DE,pmt,mch,0.0001674750675647331
DE,pmt,tsv,0.0002515853062914372
DE,pmt,fmt,0.0006536457731821995
DE,pmt,pet,0.0007901287593036371
DE,pmt,cep,4.550633927947928e-07
DE,pmt,pmt,0.12047953327560867
DE,pmt,wht,0.0004384366808026176
DE,pmt,che,5.624173230513715e-05
DE,trk,com,0.0001338138908915211
DE,trk,con,5.33134332008094e-05
DE,trk,rnt,0.000509959742037571
DE,trk,tsv,0.00048742266399558556
DE,trk,wst,0.007701966936474977
DE,trk,trk,0.5290681494325069
DE,trk,wrh,0.009717179664286191
DE,trk,otr,0.03141927914938747
DE,fdd,com,0.0031502814710754334
DE,fdd,con,5.320374285924747e-06
DE,fdd,edu,0.00035649520094754904
DE,fdd,mch,3.5296342315581374e-06
DE,fdd,dat,2.3098470268647653e-05
DE,fdd,hos,0.0023735193145612006
DE,fdd,tsv,0.03828740316384397
DE,fdd,art,3.1941176421888435e-05
DE,fdd,mov,6.388216520804272e-05
DE,fdd,fdd,1.0790873362204783
DE,fdd,mmf,1.7478967378666193e-06
DE,gmt,res,0.017847274612207722
DE,gmt,fbp,0.005132650037942137
DE,gmt,con,0.005946280506718272
DE,gmt,osv,0.004705275060807765
DE,gmt,gmt,0.4622837276566274
DE,wtt,com,8.021128432219743e-07
DE,wtt,rec,2.935713116797564e-05
DE,wtt,con,9.9859792339302e-08
DE,wtt,tsv,3.4017789514810344e-06
DE,wtt,wtt,0.005078748584757922
DE,wtt,otr,0.00024153815538051237
DE,wpd,ppd,3.460544009951459e-06
DE,wpd,com,1.110755596917596e-05
DE,wpd,con,0.00041554682552771106
DE,wpd,nmp,9.644736596424492e-05
DE,wpd,pla,8.408791728314547e-05
DE,wpd,tsv,6.858523516642279e-05
DE,wpd,fpd,0.0001743427576634456
DE,wpd,fmt,0.00011015019103461077
DE,wpd,wpd,0.07200089934165892
DE,wpd,wht,0.0006957220671498731
DE,wpd,che,1.3671482116083957e-06
DE,wht,com,0.011677641845385575
DE,wht,fbp,0.0018072433166096173
DE,wht,con,0.008995724132097664
DE,wht,mch,1.6109600658257478e-06
DE,wht,rnt,0.017720466301254772
DE,wht,fof,0.00012675671443510732
DE,wht,tsv,0.0007946254719404359
DE,wht,pip,9.398886063968984e-05
DE,wht,osv,0.11218410232832461
DE,wht,mot,9.471634659726939e-05
DE,wht,adm,3.406640015701443e-05
DE,wht,wht,2.753660459493426
DE,wht,wrh,0.0005141140889864631
DE,wht,mmf,6.383610869599909e-06
DE,wht,otr,0.0008620937507958799
DE,wrh,com,0.0005902986123770226
DE,wrh,con,0.00030111928599448957
DE,wrh,tsv,0.0028064239850278407
DE,wrh,trk,0.0014306840809432222
DE,wrh,wrh,0.5761574675633708
DE,wrh,otr,0.007522261572975795
DE,ott,res,0.0423424889830158
DE,ott,com,0.003923009287847757
DE,ott,amb,2.3332380289533614e-05
DE,ott,rec,0.0007955502852783767
DE,ott,con,0.012005134994262867
DE,ott,agr,0.0004889807436389925
DE,ott,bnk,0.0007680552879883165
DE,ott,edu,0.00025739073118060725
DE,ott,rnt,0.0030160655201789894
DE,ott,tsv,0.012049417368162956
DE,ott,mov,0.001058677844848875
DE,ott,osv,0.02967030899882498
DE,ott,adm,0.00023710562780153392
DE,ott,ott,2.1761329640005402
DE,ott,mmf,0.004191076900472086
DE,che,ppd,0.0006502078041493845
DE,che,com,0.0014093348662935024
DE,che,fbp,0.022247931742458548
DE,che,con,0.0003445532269014971
DE,che,eec,9.553150917804946e-05
DE,che,tex,5.5582424961673335e-06
DE,che,nmp,0.00030173283780735103
DE,che,mch,0.00023891547800881038
DE,che,pla,0.007907660998775165
DE,che,tsv,0.1326594572837207
DE,che,fmt,0.00010752934623087776
DE,che,pet,0.0201393084182981
DE,che,cep,0.00284599908908629
DE,che,mot,2.8012766334300967e-06
DE,che,alt,0.00019386082554344745
DE,che,pmt,1.6405087180156343e-05
DE,che,wpd,1.1137969928405377e-05
DE,che,wht,0.03847383716752411
DE,che,che,1.942742928316136
DE,che,mmf,0.001862805976152304
DE,air,com,2.4563219959318475e-05
DE,air,amb,2.0686964296460493e-05
DE,air,con,8.892728141705245e-06
DE,air,rnt,0.00013516114797551174
DE,air,fof,0.0001798384283175733
DE,air,tsv,0.0004042486559407227
DE,air,air,0.05489930608645159
DE,air,otr,0.00039407774251867345
DE,mmf,ppd,0.00010021668486762571
DE,mmf,com,0.0009132814261888961
DE,mmf,fbp,2.0992530757410955e-06
DE,mmf,con,0.0016082767579733838
DE,mmf,eec,4.450435697174024e-05
DE,mmf,tex,5.240144629855032e-05
DE,mmf,nmp,7.796753130360098e-05
DE,mmf,ote,5.157068007052211e-05
DE,mmf,mch,0.0003031634768073428
DE,mmf,pla,0.0006002229024045886
DE,mmf,tsv,0.026013643738905908
DE,mmf,fpd,0.00040280465810179673
DE,mmf,pri,0.0003338339893669473
DE,mmf,fmt,0.0006680450512862224
DE,mmf,pet,2.1398913364098318e-06
DE,mmf,cep,0.0003925911737593868
DE,mmf,mot,5.9156402679768234e-05
DE,mmf,alt,0.0012700043358176366
DE,mmf,pmt,3.465030631044986e-05
DE,mmf,wpd,0.00013861064009773404
DE,mmf,wht,0.010273818889125434
DE,mmf,che,0.00038746035316136306
DE,mmf,mmf,0.2897365852839303
DE,otr,res,8.91863968465803e-05
DE,otr,com,0.0006609952814520302
DE,otr,con,0.00020735341951561148
DE,otr,fbt,2.57004533035317e-05
DE,otr,rnt,7.2607507887993905e-06
DE,otr,tsv,0.012340923916980854
DE,otr,grd,0.0011298751908865143
DE,otr,osv,0.0020778354403322465
DE,otr,adm,7.25059888756008e-06
DE,otr,trk,0.0012571572368683458
DE,otr,wtt,0.0008753610322311253
DE,otr,wrh,0.002923709154048121
DE,otr,air,7.383000733423285e-05
DE,otr,otr,0.5626187777091811
DE,min,com,1.9613725560380188e-07
DE,min,con,0.0009467771199440176
DE,min,nmp,1.82592752634701e-05
DE,min,tsv,1.01773996985291e-05
DE,min,smn,0.0005937930343327808
DE,min,pet,9.418404924568441e-06
DE,min,wht,7.3161196604058955e-06
DE,min,che,0.00020689025682359838
DE,min,min,0.007891132505112761
DC,ppd,ppd,0.0009530429044719948
DC,ppd,com,2.6107826577292e-07
DC,ppd,con,4.2449438391210475e-07
DC,ppd,tex,1.1692293941374015e-06
DC,ppd,nmp,3.201327041134094e-07
DC,ppd,pla,3.1155748696437333e-06
DC,ppd,tsv,5.412514021815966e-06
DC,ppd,pri,5.314995323744795e-07
DC,ppd,fmt,5.317058230440045e-09
DC,ppd,cep,3.038476273211892e-06
DC,ppd,alt,5.201812346951116e-09
DC,ppd,wpd,1.997925078885006e-06
DC,ppd,wht,1.0496104955383237e-05
DC,ppd,che,4.615037122839882e-07
DC,ppd,mmf,4.4979545115607914e-07
DC,res,res,8.485593974255414
DC,res,com,2.2384884871922962e-05
DC,res,rec,0.01453974339761351
DC,res,con,0.008226090289328643
DC,res,fbt,0.003405351817256607
DC,res,amd,0.00016742702342408886
DC,res,wht,0.00032530242058347405
DC,res,ott,0.013566294728295672
DC,com,com,4.434405312645551
DC,com,con,7.336676436956343e-05
DC,com,pub,0.12401689692326028
DC,com,brd,0.0016329936223162325
DC,com,edu,0.003605815415699875
DC,com,dat,0.1918464320113654
DC,com,rnt,0.0011466438250615969
DC,com,tsv,0.10124802684763337
DC,com,osv,0.03915149877021738
DC,com,adm,0.051181698531736305
DC,com,wht,0.0012742866614893946
DC,com,ott,0.00836699108553847
DC,amb,res,0.00010885408204025839
DC,amb,com,0.002026536192166059
DC,amb,amb,2.8103107173260287
DC,amb,con,0.001099445054701682
DC,amb,rnt,0.0010181802229748472
DC,amb,tsv,0.0005108949432219129
DC,amb,ott,0.020354656529101085
DC,fbp,ppd,2.45708288793958e-06
DC,fbp,com,1.4675617092659177e-05
DC,fbp,fbp,0.10070717574277213
DC,fbp,con,1.852161243674121e-05
DC,fbp,tsv,0.0003521534971768907
DC,fbp,pet,2.12945176073689e-06
DC,fbp,alt,7.035763118501788e-05
DC,fbp,wht,0.0008911807495162975
DC,fbp,che,0.0001812292543106528
DC,fbp,mmf,4.400534507613045e-07
DC,rec,res,0.07443233881273316
DC,rec,com,0.00037703687136210343
DC,rec,rec,1.109574214277918
DC,rec,con,0.0044534859294797415
DC,rec,ore,0.0005069461799643306
DC,rec,edu,0.023702015831443227
DC,rec,amd,0.0012504512723131207
DC,rec,rnt,0.0016039287712515248
DC,rec,tsv,0.0006299821668654932
DC,rec,art,0.00010485152556860427
DC,rec,osv,0.018614754662118028
DC,rec,mvt,8.48147690389014e-06
DC,rec,soc,0.005121473175029638
DC,rec,ott,0.01720667322746238
DC,con,com,0.0008061647476063599
DC,con,con,3.2774702852904802
DC,con,tsv,3.126184807557152e-05
DC,eec,ppd,1.1593500840544075e-05
DC,eec,com,1.2384671070066815e-05
DC,eec,con,3.409411664233142e-06
DC,eec,eec,0.005822046979320962
DC,eec,tex,1.9731546141317425e-07
DC,eec,nmp,1.6564262810484806e-05
DC,eec,ote,4.5522459601307635e-07
DC,eec,mch,2.3601507524407984e-05
DC,eec,pla,4.460892123313716e-06
DC,eec,tsv,0.00011996856428596365
DC,eec,fpd,3.949851312298943e-07
DC,eec,fmt,3.918504802653541e-06
DC,eec,pet,9.569621664725716e-07
DC,eec,cep,1.0332637782659476e-05
DC,eec,mot,2.8790298879265498e-05
DC,eec,pmt,4.001368455431173e-05
DC,eec,wht,0.00010900278803932458
DC,eec,che,1.982375625372722e-07
DC,eec,mmf,1.2356454532674239e-06
DC,fnd,com,0.03693536341540858
DC,fnd,con,0.004788302502804996
DC,fnd,agr,0.0003697793881170457
DC,fnd,fnd,7.096485725344797
DC,fnd,pub,0.00546100471624312
DC,fnd,fen,0.009533330071524373
DC,fnd,uti,0.0015000317460369152
DC,fnd,hos,0.03873013270781293
DC,fnd,fof,0.0018241418455820719
DC,fnd,fin,0.0023451152259502056
DC,fnd,tsv,0.32434718681865293
DC,fnd,pri,0.0002048741295037559
DC,fnd,pmt,8.729584986306115e-05
DC,fnd,che,0.00020418323232790044
DC,fnd,mmf,0.0017216743769383714
DC,pub,com,0.09060951120356
DC,pub,con,0.00012284028748362196
DC,pub,pub,2.1664999802876954
DC,pub,edu,0.0024340234572811092
DC,pub,dat,0.2609063287577312
DC,pub,tsv,0.37353343767503666
DC,pub,pri,0.013272958882576362
DC,pub,osv,7.763437101607437e-06
DC,pub,wst,7.630448396457635e-06
DC,pub,adm,0.0013774388908615691
DC,pub,wht,0.010599104279516392
DC,pub,ott,0.014297342379446003
DC,hou,com,0.0003561294300438235
DC,hou,con,0.09620406810760201
DC,hou,hou,9.585139443361761
DC,hou,tsv,0.000255876092001915
DC,fbt,res,0.013525225006440563
DC,fbt,com,1.1784499927747184e-05
DC,fbt,fbp,0.012110424174758628
DC,fbt,fbt,0.29803564197287
DC,fbt,bnk,5.177830139915081e-05
DC,fbt,rnt,1.0307245300941695e-05
DC,fbt,tsv,1.4700989283197673e-06
DC,fbt,adm,2.9410722404919133e-06
DC,ins,com,0.007958518503602229
DC,ins,con,8.575079702833226e-06
DC,ins,ins,2.8972194401894025
DC,ins,leg,0.0002203523050086647
DC,ins,tsv,0.006326512826239235
DC,ins,sec,0.0040670467718508935
DC,tex,ppd,4.915419354627328e-07
DC,tex,com,3.2047057259876996e-06
DC,tex,con,1.1539531173273019e-05
DC,tex,tex,0.010598226980287158
DC,tex,nmp,4.857997371244925e-07
DC,tex,mch,7.33090088785273e-07
DC,tex,pla,0.00012793218346417756
DC,tex,tsv,7.257095420184822e-05
DC,tex,fpd,7.980266844017299e-06
DC,tex,pri,4.164509959455318e-05
DC,tex,fmt,8.117973116476414e-06
DC,tex,cep,3.6493534316212744e-06
DC,tex,mot,0.00012249150898484862
DC,tex,alt,2.7689765199584443e-05
DC,tex,pmt,2.850766507744493e-07
DC,tex,wht,0.00011898155402124483
DC,tex,che,0.0008662789818367121
DC,tex,mmf,5.325789319253623e-06
DC,leg,com,0.01696527714467703
DC,leg,con,9.41320926307993e-05
DC,leg,leg,15.962820357208647
DC,leg,tsv,0.009101442474166818
DC,fen,res,0.028686104784380335
DC,fen,com,0.010580904466790947
DC,fen,ins,0.17028459131409404
DC,fen,fen,1.3148257588671322
DC,fen,uti,0.2977459904780434
DC,fen,ore,0.014856491461584713
DC,fen,mov,0.00033711261246604786
DC,fen,gmt,0.055805197788982165
DC,fen,ott,0.001109052135629351
DC,uti,com,0.002023788009227332
DC,uti,con,0.010775991952211815
DC,uti,uti,1.7884310927007245
DC,uti,oil,0.00031148482739754935
DC,uti,tsv,0.0005652842749850844
DC,uti,pip,0.009742666028500631
DC,uti,sle,0.016839888806999985
DC,uti,wst,2.031090557320344e-05
DC,uti,wht,0.0056243220551960155
DC,uti,ott,0.0033059058332703525
DC,nmp,ppd,1.1991060786968542e-05
DC,nmp,com,2.285324079571203e-05
DC,nmp,con,0.0004162777183386114
DC,nmp,eec,8.104063288181653e-05
DC,nmp,tex,5.304200570172434e-06
DC,nmp,nmp,0.0732881980084481
DC,nmp,ote,1.8126382612449153e-06
DC,nmp,mch,4.172744692470818e-06
DC,nmp,pla,2.4278859607860526e-05
DC,nmp,tsv,0.0004543081312823425
DC,nmp,fpd,1.2977472857380579e-05
DC,nmp,fmt,5.76127420686076e-05
DC,nmp,pet,2.1058251334843993e-05
DC,nmp,alt,8.809762984894142e-06
DC,nmp,pmt,6.961006066786356e-07
DC,nmp,wpd,1.7124796830568712e-05
DC,nmp,wht,0.0006118819085870645
DC,nmp,che,3.315691015697118e-05
DC,nmp,mmf,4.133593710410701e-06
DC,nmp,min,0.00028209649374917253
DC,brd,com,0.01646302810515776
DC,brd,con,0.012667019803339728
DC,brd,brd,5.81644159311287
DC,brd,dat,5.772337153231495e-05
DC,brd,rnt,0.0757875590846618
DC,brd,tsv,0.8526346518664616
DC,brd,mov,0.010253377733451204
DC,brd,osv,0.0056681011881028085
DC,brd,wht,0.0009046175425502707
DC,brd,ott,0.02841620953021374
DC,bnk,com,0.013832830555549467
DC,bnk,con,8.78604464230958e-06
DC,bnk,bnk,4.228323597100709
DC,bnk,rnt,0.3039967329610595
DC,bnk,tsv,0.008561190330302356
DC,bnk,sec,0.12819656352931358
DC,ore,com,0.0010883677276111365
DC,ore,con,0.0013902585932744668
DC,ore,ins,0.001815750621756679
DC,ore,bnk,0.007010242361788743
DC,ore,ore,5.953897956184027
DC,ore,amd,0.0002784342840681676
DC,ore,tsv,0.0013221843593268297
DC,ore,osv,0.0010197977484356544
DC,edu,res,0.25986048974410136
DC,edu,com,0.08724011268442038
DC,edu,con,0.012873055695098326
DC,edu,ins,0.002004787703659839
DC,edu,ore,0.0011696739360120348
DC,edu,edu,5.155195134791593
DC,edu,amd,0.4971314583254883
DC,edu,tsv,0.5600308595729042
DC,edu,art,0.029900565681001526
DC,edu,osv,0.0003001077258655659
DC,edu,ott,0.011044014098141338
DC,ote,com,1.065506414902263e-05
DC,ote,con,1.3590535844910332e-05
DC,ote,eec,8.104625075754302e-06
DC,ote,ote,0.005743242666230906
DC,ote,mch,7.064422669084776e-06
DC,ote,pla,3.1086431553980938e-06
DC,ote,tsv,0.0003608045211389729
DC,ote,fmt,3.9617796229436725e-06
DC,ote,cep,1.2152744122408905e-05
DC,ote,mot,4.077953475760899e-05
DC,ote,alt,1.8029620704301233e-08
DC,ote,pmt,2.141095438940842e-08
DC,ote,wht,1.4058564894122266e-05
DC,ote,che,6.725390593683111e-07
DC,ote,mmf,2.900435383689529e-07
DC,man,com,0.02322392035396403
DC,man,con,0.00015391666058449458
