r,s,g,value
AL,bnk,tsv,0.019754095512844416
AL,bnk,sec,0.2958008247302978
AL,ore,com,0.002272206658523249
AL,ore,con,0.00290247014181596
AL,ore,ins,0.0037907781977594163
AL,ore,bnk,0.014635420518467735
AL,ore,ore,12.430069577589414
AL,ore,amd,0.0005812927176823529
AL,ore,tsv,0.0027603502279986
AL,ore,osv,0.0021290517676672803
AL,edu,res,0.07497649570544283
AL,edu,com,0.02517103673770117
AL,edu,con,0.0037142106750815695
AL,edu,ins,0.0005784332847282663
AL,edu,ore,0.00033748128823483616
AL,edu,edu,1.4874075942250675
AL,edu,amd,0.1434353282674346
AL,edu,tsv,0.1615834380171926
AL,edu,art,0.008627089237688972
AL,edu,osv,8.658886790249564e-05
AL,edu,ott,0.0031864847034482283
AL,ote,com,0.013068436178776259
AL,ote,con,0.016668792213782525
AL,ote,eec,0.009940322655412654
AL,ote,ote,7.044087130132207
AL,ote,mch,0.008664514403632478
AL,ote,pla,0.0038127508300957623
AL,ote,tsv,0.44252674517695034
AL,ote,fmt,0.004859122707540416
AL,ote,cep,0.014905340666134524
AL,ote,mot,0.050016099380207436
AL,ote,alt,2.2113329793825465e-05
AL,ote,pmt,2.626053555860943e-05
AL,ote,wht,0.01724282984264096
AL,ote,che,0.0008248691563152336
AL,ote,mmf,0.00035573839980952075
AL,man,com,0.06575461940427833
AL,man,con,0.0004357891037541148
AL,man,man,3.2179959829868077
AL,man,tsv,0.03148607217475413
AL,mch,com,0.004734648678619078
AL,mch,con,0.004015078684158628
AL,mch,eec,0.010596170083113827
AL,mch,nmp,0.0003876166371508468
AL,mch,ote,0.0010433955773250304
AL,mch,mch,2.301119913557298
AL,mch,rnt,8.382144375605969e-05
AL,mch,pla,5.715705859043717e-05
AL,mch,tsv,0.05042016176792785
AL,mch,fpd,5.060913964898009e-05
AL,mch,fmt,0.009957699705742798
AL,mch,pet,6.453706065316066e-06
AL,mch,cep,0.003373417518497149
AL,mch,mot,0.0062500384214018235
AL,mch,pmt,6.725565173912371e-05
AL,mch,wht,0.022259017633175983
AL,mch,che,0.0006095912540322235
AL,mch,mmf,0.0004876320968647709
AL,dat,com,0.02045392766988365
AL,dat,con,0.0008519725675536868
AL,dat,pub,0.01843662099696553
AL,dat,brd,0.003053686964600319
AL,dat,edu,0.00013934088093692275
AL,dat,dat,0.3267172001512981
AL,dat,rnt,2.5717557977026648e-05
AL,dat,tsv,0.20848804396393408
AL,dat,osv,0.00011821357000868068
AL,dat,cep,0.0007346487911668801
AL,dat,adm,7.544236685755697e-05
AL,dat,wht,0.0040691068437924745
AL,dat,ott,0.0001539942698064381
AL,amd,res,0.4014627138075518
AL,amd,com,0.00037001163569975803
AL,amd,rec,0.2933881975486942
AL,amd,con,0.015706135844469928
AL,amd,fbt,0.0011783962531387057
AL,amd,brd,0.001381529847356639
AL,amd,ore,0.01020796912810962
AL,amd,amd,1.8076755103400275
AL,amd,rnt,0.008856597885950465
AL,amd,tsv,1.9959230020956363e-05
AL,amd,art,0.008998847779362691
AL,amd,osv,0.0171809741352193
AL,amd,mvt,1.9349224629914154e-05
AL,amd,gmt,0.0030272595728046622
AL,amd,ott,0.005475297372518631
AL,oil,com,0.00030990188216695034
AL,oil,con,0.0022409628936781337
AL,oil,mch,0.00034721665046996914
AL,oil,oil,0.5487096346720073
AL,oil,tsv,0.0025439093915848253
AL,oil,smn,0.035022377516505276
AL,oil,pet,0.06835404412260167
AL,oil,wht,0.003088357088431878
AL,oil,che,0.00045362427849228047
AL,oil,min,0.0001416280065215447
AL,hos,res,0.012858542928518617
AL,hos,com,0.021549851499451697
AL,hos,amb,0.030124850305097352
AL,hos,con,0.010554656795173246
AL,hos,hos,7.0980676225972426
AL,hos,rnt,0.0011491959964203095
AL,hos,tsv,0.06087392655063366
AL,hos,ott,0.011331853181768955
AL,rnt,com,0.001061962629908015
AL,rnt,con,0.00041313369215506557
AL,rnt,ins,0.0045891919640286645
AL,rnt,bnk,0.0005583056954540689
AL,rnt,ore,0.008005680657605853
AL,rnt,edu,1.652764736545189e-05
AL,rnt,rnt,2.7296681642851333
AL,rnt,tsv,0.0013991678799406314
AL,rnt,sec,0.000570384877095066
AL,rnt,osv,0.007987617331435633
AL,rnt,mvt,0.0036035019008794343
AL,rnt,trk,0.008241204798884735
AL,rnt,gmt,0.02101371723813637
AL,rnt,ott,0.0018778865740039514
AL,pla,ppd,0.010393297599101195
AL,pla,com,0.0030065251049179336
AL,pla,con,0.0018277323561527378
AL,pla,eec,0.003617428181370244
AL,pla,tex,0.004247575059225904
AL,pla,nmp,0.0008078703857890264
AL,pla,ote,0.0015690787337041992
AL,pla,mch,0.004392803141608613
AL,pla,pla,4.370797718833341
AL,pla,tsv,0.0449649087209602
AL,pla,fpd,0.0020299409407572465
AL,pla,pri,0.0007135975032130494
AL,pla,fmt,0.00391585551419036
AL,pla,pet,0.0011328215954817364
AL,pla,cep,0.00036606688435385053
AL,pla,mot,0.008562578427375645
AL,pla,alt,1.9068533689517554e-05
AL,pla,pmt,0.0002484398607873784
AL,pla,wpd,0.00023004767070597013
AL,pla,wht,0.05095002844289658
AL,pla,che,0.02581466107649018
AL,pla,mmf,0.018135426297123863
AL,fof,con,0.013859179331980241
AL,fof,agr,0.00045596105891043193
AL,fof,fof,0.8529847561800739
AL,fin,com,2.1758408579050728e-06
AL,fin,fin,0.17167753031872532
AL,fin,tsv,4.3423248629109175e-06
AL,tsv,com,0.10763891070711919
AL,tsv,con,0.004476132068272357
AL,tsv,dat,0.48051004021723276
AL,tsv,rnt,0.00029892173462996835
AL,tsv,tsv,11.364580313078855
AL,tsv,sec,0.004186026227748193
AL,tsv,pri,6.081535380421915e-05
AL,tsv,osv,0.015571650237144137
AL,tsv,adm,0.01187032890251208
AL,tsv,gmt,0.004338230494915927
AL,tsv,ott,0.012515296030573258
AL,nrs,res,0.003649567759808615
AL,nrs,com,0.00025011273635968284
AL,nrs,amb,0.0011563362626567325
AL,nrs,con,0.0003521674521584978
AL,nrs,ore,0.0013497888941923996
AL,nrs,tsv,8.606481594158263e-05
AL,nrs,nrs,2.0557064127255944
AL,nrs,soc,0.00510631117096567
AL,nrs,ott,0.00015018171704477964
AL,sec,com,0.0032485017212970442
AL,sec,con,2.4860798622118194e-06
AL,sec,ins,0.008157684846586946
AL,sec,bnk,0.05270475649485699
AL,sec,tsv,0.002747812076408734
AL,sec,sec,1.3832448165750382
AL,art,res,0.013108263554492168
AL,art,com,0.00034884659556212743
AL,art,rec,0.00807245662311868
AL,art,con,0.0021026441661210708
AL,art,ore,0.0035173055238655313
AL,art,edu,0.0010351443661307791
AL,art,amd,2.5368000107073745e-05
AL,art,rnt,0.005245058431777746
AL,art,tsv,0.027700413036863998
AL,art,art,0.6325089007189891
AL,art,osv,0.0011527233722689425
AL,art,ott,0.0038457157231984456
AL,mov,com,0.00038593658660616216
AL,mov,rec,5.109857549802185e-05
AL,mov,con,6.789992350887013e-05
AL,mov,ore,0.00016019788829876042
AL,mov,rnt,6.328194586561412e-05
AL,mov,tsv,0.0016899324088245256
AL,mov,mov,0.1768786122090751
AL,mov,cep,7.208086476742768e-06
AL,mov,wht,3.5385493016054868e-06
AL,mov,ott,0.00021905362359221604
AL,fpd,ppd,2.9918840934867447e-05
AL,fpd,com,0.001140341616193104
AL,fpd,con,0.01258270393300352
AL,fpd,eec,0.000862310502593825
AL,fpd,tex,0.0027645419358088104
AL,fpd,nmp,0.0005913298721096054
AL,fpd,mch,0.0025581237141702553
AL,fpd,pla,0.0008864968751646354
AL,fpd,tsv,0.008145429336127047
AL,fpd,fpd,2.1585124745357733
AL,fpd,pri,0.0002964555372948482
AL,fpd,fmt,0.002784971337778139
AL,fpd,cep,0.0004146123878533083
AL,fpd,mot,2.9645274322741723e-05
AL,fpd,alt,2.9310598406923516e-05
AL,fpd,pmt,0.0010762092498497386
AL,fpd,wpd,0.017238480654778163
AL,fpd,wht,0.029546703902614137
AL,fpd,che,0.00026591403062253794
AL,fpd,mmf,0.0047442736741915275
AL,slg,ppd,0.013330962814304174
AL,slg,res,0.39351782257191414
AL,slg,com,0.10299652368463448
AL,slg,amb,0.40040872222983576
AL,slg,fbp,0.03703464754974318
AL,slg,rec,0.0568820478751384
AL,slg,con,0.4192695032791214
AL,slg,agr,0.011027384783910403
AL,slg,pub,0.010866596322088085
AL,slg,uti,0.024409838987573217
AL,slg,edu,2.0676822642438566
AL,slg,dat,0.05826614444015933
AL,slg,amd,0.21805997063828833
AL,slg,hos,4.642246257873751
AL,slg,fof,0.06513450710438018
AL,slg,fin,0.6128677212531545
AL,slg,tsv,1.1427584447649735
AL,slg,art,0.06641903079965751
AL,slg,mov,2.09866714422235e-05
AL,slg,slg,36.31087298847854
AL,slg,pri,0.03494790260012858
AL,slg,osv,0.02428113562494558
AL,slg,wst,0.2998082519573189
AL,slg,adm,0.20497737482769623
AL,slg,soc,0.07738250026642297
AL,slg,alt,0.02556241411518232
AL,slg,wpd,0.004135386389700616
AL,slg,che,0.0021768796860268053
AL,slg,mmf,0.023468356440400844
AL,slg,min,0.015098533885550757
AL,pri,ppd,0.004166390816023852
AL,pri,com,0.0010873674439027365
AL,pri,con,7.657293862248865e-05
AL,pri,eec,5.4417749642348445e-06
AL,pri,tex,0.002707060838937855
AL,pri,mch,1.0887222753010321e-05
AL,pri,pla,0.0013194298064583378
AL,pri,tsv,0.09080815950624768
AL,pri,fpd,5.925351037170353e-05
AL,pri,pri,0.34376886433043113
AL,pri,fmt,0.000378132640233985
AL,pri,cep,2.7097586259850977e-05
AL,pri,adm,0.0019845056249784034
AL,pri,alt,4.290607008917533e-05
AL,pri,wpd,0.0001186323928792027
AL,pri,wht,0.0050341594707537666
AL,pri,mmf,0.00313297672902606
AL,grd,com,2.1903210800062916e-06
AL,grd,tsv,0.00012239278269601973
AL,grd,grd,0.16864627819752853
AL,grd,otr,1.7741959965380897e-05
AL,pip,com,0.00017015113437082033
AL,pip,con,0.0009829818947225618
AL,pip,uti,0.0013877127505382862
AL,pip,tsv,0.0016046561240890612
AL,pip,pip,0.3775475682692469
AL,sle,rec,0.8835775483730062
AL,sle,hou,0.563968968108855
AL,sle,fbt,0.10247609956117208
AL,sle,ins,0.008479113305930746
AL,sle,uti,2.8959564063628367
AL,sle,bnk,0.0004198956438465858
AL,sle,ore,0.48750303987503935
AL,sle,art,0.002874579437637614
AL,sle,grd,0.35250125870685833
AL,sle,sle,2.149568093766146
AL,sle,osv,0.06620552406424624
AL,sle,trn,0.0024379722335626615
AL,sle,wtt,0.008030060275870532
AL,sle,otr,0.28786871537235814
AL,osv,res,0.030945848092710622
AL,osv,com,0.01120131800027231
AL,osv,con,0.005492938012007264
AL,osv,ore,0.014545234225656392
AL,osv,edu,0.00010131523332204055
AL,osv,dat,0.008007025827478514
AL,osv,rnt,0.003875303825317225
AL,osv,tsv,0.011763789423720628
AL,osv,osv,7.763169818780269
AL,osv,mvt,0.012806779521864663
AL,osv,gmt,0.0008848798567384798
AL,osv,wht,0.006150255863172561
AL,osv,ott,0.04512705468035344
AL,trn,com,0.0019534560705193947
AL,trn,con,0.002740986854877466
AL,trn,rnt,0.006333453525455687
AL,trn,tsv,0.005322953567841386
AL,trn,trn,1.272559517717644
AL,smn,com,5.8348839556031105e-05
AL,smn,con,0.00972751243701886
AL,smn,oil,0.0003999187184057896
AL,smn,tsv,0.0005413296812396571
AL,smn,smn,0.15750307269598232
AL,smn,fmt,0.0005838076979566267
AL,smn,pet,5.364177454239318e-05
AL,smn,wht,0.00024128709756781263
AL,fmt,ppd,1.7076302584096295e-05
AL,fmt,com,0.005344116218992635
AL,fmt,con,0.04000132942138706
AL,fmt,eec,0.0033769115618995957
AL,fmt,tex,0.0006544520241994623
AL,fmt,nmp,0.000691737973721164
AL,fmt,ote,0.0019102465373549771
AL,fmt,mch,0.040334190621488984
AL,fmt,pla,0.010184661322264999
AL,fmt,tsv,0.050781105556739335
AL,fmt,fpd,0.000990972088707215
AL,fmt,pri,0.0020301040812264687
AL,fmt,osv,0.003708845026243653
AL,fmt,fmt,5.554086031811237
AL,fmt,pet,0.00011995371370275882
AL,fmt,cep,0.0044953752636978615
AL,fmt,mot,0.00833976016266915
AL,fmt,pmt,0.06756965815075283
AL,fmt,wpd,0.0027911545254962495
AL,fmt,wht,0.06421996330748685
AL,fmt,che,0.0003709142192088351
AL,fmt,mmf,0.0027070881989262286
AL,pet,com,0.0003683080188179955
AL,pet,con,0.002900979723737925
AL,pet,eec,0.00012162662771220814
AL,pet,nmp,0.0018358541553312908
AL,pet,oil,3.3430084998545213e-05
AL,pet,tsv,0.0019489994019957324
AL,pet,fmt,1.113765619167548e-05
AL,pet,pet,5.528368641877732
AL,pet,pmt,0.001087372743250989
AL,pet,wht,0.11174656754421615
AL,pet,che,0.35237714690996574
AL,pet,min,0.0005422627236775618
AL,mvt,com,0.0008841937965048509
AL,mvt,rec,0.0011605464925143428
AL,mvt,con,7.886377078807027e-05
AL,mvt,bnk,0.0473423575887636
AL,mvt,rnt,0.0020183036865869
AL,mvt,tsv,3.9509464108484e-05
AL,mvt,osv,0.6637283739281643
AL,mvt,mvt,3.2693321803488216
AL,cep,ppd,1.78032404082485e-05
AL,cep,com,0.006272618049718111
AL,cep,con,0.00020453258985244445
AL,cep,eec,0.0025877551287269867
AL,cep,nmp,0.0002199172463400945
AL,cep,ote,0.003063469496381051
AL,cep,mch,0.0022479641002868733
AL,cep,pla,0.00027254362169010926
AL,cep,tsv,0.2173710253141017
AL,cep,fpd,4.3791813376990714e-06
AL,cep,pri,1.3230735767216134e-05
AL,cep,fmt,0.0002762144070923256
AL,cep,cep,1.3156455279089392
AL,cep,mot,2.6459259103639266e-05
AL,cep,pmt,0.0002118975417466789
AL,cep,wht,0.009728789401641147
AL,cep,che,0.0005494091351795054
AL,cep,mmf,0.0029720496835119116
AL,wst,com,0.00018637525202003515
AL,wst,con,9.770141739040026e-06
AL,wst,oil,0.0022232254373003232
AL,wst,rnt,0.0012452582969437267
AL,wst,tsv,0.0013900060826116897
AL,wst,wst,1.0874020547000551
AL,wst,ott,0.0007118896177992397
AL,wst,otr,0.004469183933594907
AL,mot,com,0.012831793197360353
AL,mot,con,0.019313342981244083
AL,mot,eec,0.004456044841588592
AL,mot,tex,0.026159845467445392
AL,mot,nmp,4.065116781065188e-05
AL,mot,ote,0.08418923712846707
AL,mot,mch,0.06077152495778297
AL,mot,pla,0.007231375013862178
AL,mot,tsv,0.5927321727524825
AL,mot,fpd,0.00020234644794430492
AL,mot,fmt,0.033267538700140334
AL,mot,cep,0.005700215245986453
AL,mot,mot,23.312107914407083
AL,mot,pmt,0.0010985139478093453
AL,mot,wht,0.1455223175402935
AL,mot,che,0.00048744362572484043
AL,mot,mmf,0.0015394553214309195
AL,adm,com,0.1053351603400111
AL,adm,con,0.010125075466866564
AL,adm,ins,0.0012159110867497158
AL,adm,ore,0.002290856726426654
AL,adm,edu,0.00021665225358454639
AL,adm,rnt,0.0018528568267204022
AL,adm,tsv,0.37804238634577436
AL,adm,pri,0.01376955062218039
AL,adm,wst,0.003407067278712841
AL,adm,adm,8.282274774567899
AL,adm,soc,0.0002630518322688535
AL,adm,ott,0.011307288061284707
AL,soc,com,0.0012453458806527355
AL,soc,amb,0.0028747929693932906
AL,soc,con,0.001519629660156449
AL,soc,tsv,0.00015674180972727596
AL,soc,nrs,0.021850381663001548
AL,soc,soc,2.462674321805347
AL,soc,ott,0.0007923758778440118
AL,alt,com,0.0002096607790322696
AL,alt,fbp,0.008839560914365644
AL,alt,con,1.9888104355706486e-05
AL,alt,tex,0.0019082264075571027
AL,alt,nmp,0.0001672378597831072
AL,alt,pla,2.949667591924877e-05
AL,alt,tsv,0.002421046902523696
AL,alt,pri,0.00015781843631934217
AL,alt,alt,0.13500083880682343
AL,alt,wht,0.0037740729277616824
AL,alt,che,0.0005505203104531277
AL,alt,mmf,9.804818040223482e-05
AL,pmt,ppd,0.0001010626910153738
AL,pmt,com,0.0035509532517976144
AL,pmt,con,0.009688366802834044
AL,pmt,eec,0.02616425656078729
AL,pmt,tex,9.882651609533584e-05
AL,pmt,nmp,0.0005472725831639946
AL,pmt,mch,0.018353766228018535
AL,pmt,tsv,0.027571494463154593
AL,pmt,fmt,0.07163371773103745
AL,pmt,pet,0.08659102963304059
AL,pmt,cep,4.987086885071e-05
AL,pmt,pmt,13.203476918417124
AL,pmt,wht,0.04804873025132104
AL,pmt,che,0.0061635897330705475
AL,trk,com,0.0012466723602711628
AL,trk,con,0.0004966927062639013
AL,trk,rnt,0.004751021818539284
AL,trk,tsv,0.004541055931671872
AL,trk,wst,0.07175510132359599
AL,trk,trk,4.929044617139314
AL,trk,wrh,0.09052975910456994
AL,trk,otr,0.29271659791238697
AL,fdd,com,0.03329588481442898
AL,fdd,con,5.623198149761725e-05
AL,fdd,edu,0.0037678611440374638
AL,fdd,mch,3.7305331568009346e-05
AL,fdd,dat,0.00024413183790585456
AL,fdd,hos,0.025086147516676878
AL,fdd,tsv,0.4046663694313514
AL,fdd,art,0.000337591970985848
AL,fdd,mov,0.0006751819588162704
AL,fdd,fdd,11.405065858842336
AL,fdd,mmf,1.8473831302336214e-05
AL,gmt,res,0.09030087686254791
AL,gmt,fbp,0.02596938799483355
AL,gmt,con,0.030086069469679885
AL,gmt,osv,0.02380702225424324
AL,gmt,gmt,2.3389916317042037
AL,wtt,com,5.98719943690688e-05
AL,wtt,rec,0.0021913001478953247
AL,wtt,con,7.4538202138979e-06
AL,wtt,tsv,0.0002539185003069772
AL,wtt,wtt,0.3790923050765735
AL,wtt,otr,0.018029098026616817
AL,wpd,ppd,0.0001985558038496739
AL,wpd,com,0.0006373187851166534
AL,wpd,con,0.023842850645032602
AL,wpd,nmp,0.005533865260243561
AL,wpd,pla,0.00482471656542638
AL,wpd,tsv,0.003935218411188194
AL,wpd,fpd,0.010003272980689502
AL,wpd,fmt,0.006320092928215373
AL,wpd,wpd,4.131199142554201
AL,wpd,wht,0.03991847926269764
AL,wpd,che,7.844293017425222e-05
AL,wht,com,0.07816236598335953
AL,wht,fbp,0.012096484496109096
AL,wht,con,0.060211392951411494
AL,wht,mch,1.0782694992431627e-05
AL,wht,rnt,0.11860901291314883
AL,wht,fof,0.0008484251217586405
AL,wht,tsv,0.0053186942860429355
AL,wht,pip,0.0006290989072062818
AL,wht,osv,0.7508857507191035
AL,wht,mot,0.0006339682142476309
AL,wht,adm,0.00022801782004132194
AL,wht,wht,18.43117124831846
AL,wht,wrh,0.0034411376982280265
AL,wht,mmf,4.2727644475770906e-05
AL,wht,otr,0.005770282061553484
AL,wrh,com,0.0013831010368902448
AL,wrh,con,0.0007055384985737097
AL,wrh,tsv,0.006575600623581527
AL,wrh,trk,0.00335216887576062
AL,wrh,wrh,1.3499675826613458
AL,wrh,otr,0.017625058848516183
AL,ott,res,0.21423797004242562
AL,ott,com,0.019849035011220175
AL,ott,amb,0.00011805356533227487
AL,ott,rec,0.004025202161665009
AL,ott,con,0.06074172333817725
AL,ott,agr,0.002474069059782328
AL,ott,bnk,0.0038860872313143807
AL,ott,edu,0.001302305770876804
AL,ott,rnt,0.015260221353952098
AL,ott,tsv,0.06096577643757865
AL,ott,mov,0.005356534248619382
AL,ott,osv,0.15012123574004982
AL,ott,adm,0.0011996703454586948
AL,ott,ott,11.010460649511804
AL,ott,mmf,0.021205362013768176
AL,che,ppd,0.002339472519483077
AL,che,com,0.005070840690317983
AL,che,fbp,0.08004890835616447
AL,che,con,0.0012397156734988608
AL,che,eec,0.00034372601965177997
AL,che,tex,1.999876884501219e-05
AL,che,nmp,0.0010856462776533567
AL,che,mch,0.0008596270172610237
AL,che,pla,0.028452066373187212
AL,che,tsv,0.4773137953501099
AL,che,fmt,0.00038689469572611223
AL,che,pet,0.07246200107923943
