r,s,value
AL,ppd,1.2573007286263103
AL,res,0.3632871432200536
AL,com,0.31528717678991974
AL,amb,1.82193608745171
AL,fbp,0.6500425476330213
AL,rec,0.04946032840479162
AL,con,2.514959915754992
AL,agr,1.2379636928277158
AL,eec,0.19488661264336277
AL,fnd,1.4509388653150455
AL,pub,0.35788750045348916
AL,hou,11.466661185014935
AL,fbt,0.3613841424177513
AL,ins,1.1633924590689204
AL,tex,0.0760075760151588
AL,leg,0.9598397486952112
AL,fen,0.18373828080284102
AL,uti,2.289734195838305
AL,nmp,0.39041379763561984
AL,brd,1.3241067947792415
AL,bnk,2.895169612414179
AL,ore,3.169261041051915
AL,edu,0.1749086418399486
AL,ote,0.9138393526547935
AL,man,0.15932820268328135
AL,mch,0.17795878170185933
AL,dat,0.14748861974248625
AL,amd,0.44202717275430803
AL,oil,0.20123546245620236
AL,hos,0.7745806681524572
AL,rnt,0.8947978975705886
AL,pla,0.34600795721220584
AL,fof,0.13104273428119428
AL,fin,0.003557139539195123
AL,tsv,1.5564290149074578
AL,nrs,0.15446922488441037
AL,sec,0.051440056513567776
AL,art,0.14218108855976666
AL,mov,0.04900046135894199
AL,fpd,0.28545289956580044
AL,slg,8.961078681478996
AL,pri,0.04798188817315127
AL,grd,0.014186621037831092
AL,pip,0.16207234976099386
AL,sle,1.526995322573923
AL,osv,0.8478940319806044
AL,trn,0.2531518770718073
AL,smn,0.015124570548831123
AL,fmt,0.6138173980600262
AL,pet,0.7288935558610381
AL,mvt,0.633131799958873
AL,cep,0.21734102502369346
AL,wst,0.1378480660708212
AL,mot,2.3996617953721557
AL,adm,0.923540868816713
AL,soc,0.09621475366957148
AL,alt,0.014448502713880524
AL,pmt,1.883805988976318
AL,trk,0.7368152596561857
AL,fdd,2.3487942280945995
AL,gmt,0.15507442768804283
AL,wtt,0.019177301447182788
AL,wpd,0.4174131649062362
AL,wht,3.3351461167620338
AL,wrh,0.05158880956437132
AL,ott,1.9705521716754961
AL,che,1.5314095885943941
AL,air,0.06296552171187189
AL,mmf,0.07325600283360169
AL,otr,0.2558744173986245
AL,min,0.5971487038069686
AK,ppd,0.00016212016619795123
AK,res,0.1870851334853512
AK,com,0.033088789751136105
AK,amb,0.4213167958295132
AK,fbp,0.092125206103186
AK,rec,0.01610027433885325
AK,con,0.6666927562278785
AK,agr,0.007458685627931079
AK,eec,0.00034813583821355067
AK,fnd,0.32318237691924834
AK,pub,0.024972923400853626
AK,hou,2.328575730236848
