r,g,h,value
NH,bnk,hh4,0.4642976785338082
NH,bnk,hh5,0.648441523793129
NH,ore,hh1,0.005704903194881302
NH,ore,hh2,0.0059217147462188955
NH,ore,hh3,0.0059519319967718375
NH,ore,hh4,0.006045141916666836
NH,ore,hh5,0.006085754778611726
NH,edu,hh1,0.07843787976305595
NH,edu,hh2,0.1576740688883074
NH,edu,hh3,0.18491742597544136
NH,edu,hh4,0.3938630612540059
NH,edu,hh5,0.9828245151836512
NH,ote,hh1,0.030848639594055906
NH,ote,hh2,0.0384665563789153
NH,ote,hh3,0.03978846443210317
NH,ote,hh4,0.044460224154252694
NH,ote,hh5,0.04689847965638403
NH,mch,hh1,0.023170342896453307
NH,mch,hh2,0.027218721226543494
NH,mch,hh3,0.02787450970254776
NH,mch,hh4,0.030079499023795784
NH,mch,hh5,0.031209583120017856
NH,dat,hh1,0.03421446639533844
NH,dat,hh2,0.04384388887995757
NH,dat,hh3,0.04556905271711389
NH,dat,hh4,0.05181854895389495
NH,dat,hh5,0.0551523147610947
NH,amd,hh1,0.06805716746140883
NH,amd,hh2,0.12059753995292696
NH,amd,hh3,0.1342143436610955
NH,amd,hh4,0.2091725423776995
NH,amd,hh5,0.2680470920061659
NH,hos,hh1,0.09458871107263335
NH,hos,hh2,0.25112753604725424
NH,hos,hh3,0.33330703697125935
NH,hos,hh4,1.3971598501509772
NH,hos,hh5,3.0534575704741163
NH,rnt,hh1,0.05381843772410414
NH,rnt,hh2,0.0821513823625536
NH,rnt,hh3,0.08841069060011511
NH,rnt,hh4,0.11588002086240529
NH,rnt,hh5,0.1342569534512589
NH,pla,hh1,0.04521668283020466
NH,pla,hh2,0.06367910938237772
NH,pla,hh3,0.06740400449546712
NH,pla,hh4,0.08222969791620625
NH,pla,hh5,0.09156116252535451
NH,fof,hh1,0.006763807535005569
NH,fof,hh2,0.00707078939054343
NH,fof,hh3,0.007113881355371776
NH,fof,hh4,0.0072474503830012894
NH,fof,hh5,0.007304993054068283
NH,fin,hh1,0.07367677394033367
NH,fin,hh2,0.13954273204327763
NH,fin,hh3,0.15698028922657722
NH,fin,hh4,0.2663843190167227
NH,fin,hh5,0.34530609443683974
NH,tsv,hh1,0.04571406106806938
NH,tsv,hh2,0.06465332827839554
NH,tsv,hh3,0.06852348317247452
NH,tsv,hh4,0.08399318109518213
NH,tsv,hh5,0.09485794152688813
NH,nrs,hh1,0.07496410471444558
NH,nrs,hh2,0.14385693145541775
NH,nrs,hh3,0.16485845945504252
NH,nrs,hh4,0.3008307419177197
NH,nrs,hh5,0.5074329721360398
NH,sec,hh1,0.07951933565888175
NH,sec,hh2,0.16214283255006717
NH,sec,hh3,0.18552249488080302
NH,sec,hh4,0.3546375112620508
NH,sec,hh5,0.48193173848217274
NH,art,hh1,0.050570299352304844
NH,art,hh2,0.07479399893876068
NH,art,hh3,0.08002637426197634
NH,art,hh4,0.10205851735065465
NH,art,hh5,0.11859687501295034
NH,mov,hh1,0.023998849062313414
NH,mov,hh2,0.0283699117536701
NH,mov,hh3,0.029082214911245127
NH,mov,hh4,0.03148958714198634
NH,mov,hh5,0.03269676716335203
NH,fpd,hh1,0.05588310538298185
NH,fpd,hh2,0.08696305756670568
NH,fpd,hh3,0.09418303653289299
NH,fpd,hh4,0.12669085090971532
NH,fpd,hh5,0.15772068658073798
NH,pri,hh1,0.007773416643359665
NH,pri,hh2,0.008181662905273163
NH,pri,hh3,0.008239446885765224
NH,pri,hh4,0.00841931865304807
NH,pri,hh5,0.008497469312337058
NH,grd,hh1,0.033313591308463765
NH,grd,hh2,0.042375719699140904
NH,grd,hh3,0.043985372250527316
NH,grd,hh4,0.04977677827200631
NH,grd,hh5,0.05284857878039395
NH,sle,hh1,0.04950968150546308
NH,sle,hh2,0.07254671051260003
NH,sle,hh3,0.07735933575015096
NH,sle,hh4,0.09747277881521689
NH,sle,hh5,0.10957888088140576
NH,osv,hh1,0.08924252843173627
NH,osv,hh2,0.21108137834321136
NH,osv,hh3,0.26138335683342123
NH,osv,hh4,0.7951307745244734
NH,osv,hh5,1.6693994980216436
NH,trn,hh1,0.001398268488741066
NH,trn,hh2,0.0014109273872078215
NH,trn,hh3,0.0014126323404334731
NH,trn,hh4,0.0014178020733087002
NH,trn,hh5,0.0014199685830833136
NH,fmt,hh1,0.03225959022288396
NH,fmt,hh2,0.040681508929629004
NH,fmt,hh3,0.04216904307190858
NH,fmt,hh4,0.04747445454679691
NH,fmt,hh5,0.05043490835847083
NH,pet,hh1,0.08236166808602217
NH,pet,hh2,0.17439570528508938
NH,pet,hh3,0.2036120263463638
NH,pet,hh4,0.4310339572276161
NH,pet,hh5,0.6586971431097974
NH,cep,hh1,0.06055142180263813
NH,cep,hh2,0.09882358698346765
NH,cep,hh3,0.10816799547279289
NH,cep,hh4,0.15311252299344436
NH,cep,hh5,0.19331865063839962
NH,wst,hh1,0.023816017688178277
NH,wst,hh2,0.028118892665362098
NH,wst,hh3,0.028807354395136174
NH,wst,hh4,0.031150855081631377
NH,wst,hh5,0.03221659464321335
NH,mot,hh1,0.08345333319630335
NH,mot,hh2,0.17959277900970433
NH,mot,hh3,0.21356154854804155
NH,mot,hh4,0.4995962620576777
NH,mot,hh5,0.9652551317662347
NH,adm,hh1,0.042519194310906214
NH,adm,hh2,0.058451000274175664
NH,adm,hh3,0.06159196708658168
NH,adm,hh4,0.07376726636107993
NH,adm,hh5,0.08189026516377812
NH,soc,hh1,0.07245605350922317
NH,soc,hh2,0.13480406118159263
NH,soc,hh3,0.15343816911923805
NH,soc,hh4,0.2681535898225661
NH,soc,hh5,0.4831360193313422
NH,alt,hh1,0.08331695826358029
NH,alt,hh2,0.17903024330255596
NH,alt,hh3,0.21324970076851307
NH,alt,hh4,0.504067046779252
NH,alt,hh5,1.0209244061318927
NH,pmt,hh1,0.001243743704281071
NH,pmt,hh2,0.00125374900096218
NH,pmt,hh3,0.0012550952620437237
NH,pmt,hh4,0.0012591746598442067
NH,pmt,hh5,0.0012608882677567963
NH,trk,hh1,0.010389065418025072
NH,trk,hh2,0.01113137176545732
NH,trk,hh3,0.011238866784027584
NH,trk,hh4,0.011577263038555325
NH,trk,hh5,0.01173087873167261
NH,wtt,hh1,0.01811158759846938
NH,wtt,hh2,0.020495848711250823
NH,wtt,hh3,0.020861894485222833
NH,wtt,hh4,0.022062136616382958
NH,wtt,hh5,0.022602887149559492
NH,wpd,hh1,0.006107671058358952
NH,wpd,hh2,0.006356854626378331
NH,wpd,hh3,0.006391690046850366
NH,wpd,hh4,0.006499328581023104
NH,wpd,hh5,0.006546198948621194
NH,wrh,hh1,0.0002496168577891684
NH,wrh,hh2,0.00025001726879639714
NH,wrh,hh3,0.0002500707352134257
NH,wrh,hh4,0.0002502321351608992
NH,wrh,hh5,0.00025029943065919385
NH,ott,hh1,0.005271503236809903
NH,ott,hh2,0.0054560872687360465
NH,ott,hh3,0.005481723811760538
NH,ott,hh4,0.005560662027767569
NH,ott,hh5,0.005594931661456243
NH,che,hh1,0.08657952340371725
NH,che,hh2,0.1961274795214218
NH,che,hh3,0.23949250519895396
NH,che,hh4,0.6702411445927912
NH,che,hh5,1.5005826592366023
NH,air,hh1,0.060118941340837145
NH,air,hh2,0.09772855872229315
NH,air,hh3,0.10674034588345914
NH,air,hh4,0.14983818873836957
NH,air,hh5,0.18325013317609176
NH,mmf,hh1,0.07473493581838567
NH,mmf,hh2,0.14299906696691034
NH,mmf,hh3,0.16383012885124937
NH,mmf,hh4,0.29826491516843345
NH,mmf,hh5,0.51241179964263
NH,otr,hh1,0.01484010294868819
NH,otr,hh2,0.01640322972818179
NH,otr,hh3,0.016637352356493565
NH,otr,hh4,0.017390991818003847
NH,otr,hh5,0.017729234933366547
NH,min,hh1,0.0003246561232467282
NH,min,hh2,0.0003253337929551454
NH,min,hh3,0.00032542433076240026
NH,min,hh4,0.00032569771811009917
NH,min,hh5,0.0003258117049493128
NJ,ppd,hh1,0.1719708104595876
NJ,ppd,hh2,0.2115403031977863
NJ,ppd,hh3,0.24054021492215916
NJ,ppd,hh4,0.39086274078879013
NJ,ppd,hh5,1.038934129648654
NJ,res,hh1,0.7724574899235017
NJ,res,hh2,1.5341374680176014
NJ,res,hh3,2.1298885316785223
NJ,res,hh4,5.361093347430054
NJ,res,hh5,9.396621623648798
NJ,amb,hh1,0.5159542378808274
NJ,amb,hh2,1.4018323799678083
NJ,amb,hh3,2.419591785843838
NJ,amb,hh4,7.9932633114062766
NJ,amb,hh5,19.518271805790445
NJ,fbp,hh1,1.4517487596546415
NJ,fbp,hh2,2.765565463721785
NJ,fbp,hh3,3.7182547185783954
NJ,fbp,hh4,8.963501545688032
NJ,fbp,hh5,15.687334045054778
NJ,rec,hh1,0.20695489900935013
NJ,rec,hh2,0.2820180316399362
NJ,rec,hh3,0.35901742039766543
NJ,rec,hh4,1.126662663060797
NJ,rec,hh5,4.512421029950132
NJ,agr,hh1,0.25429304046989043
NJ,agr,hh2,0.355518742605337
NJ,agr,hh3,0.4441982360063058
NJ,agr,hh4,1.083597148898615
NJ,agr,hh5,2.477719898580426
NJ,eec,hh1,0.1727997860689088
NJ,eec,hh2,0.2135475104802104
NJ,eec,hh3,0.24442685271159284
NJ,eec,hh4,0.4160282224336534
NJ,eec,hh5,1.337185217576742
NJ,pub,hh1,0.2469655813993685
NJ,pub,hh2,0.3434422863538925
NJ,pub,hh3,0.4294808296683757
NJ,pub,hh4,1.0683405434456552
NJ,pub,hh5,2.6315443623431154
NJ,hou,hh1,6.9334657331629215
NJ,hou,hh2,8.963385108736995
NJ,hou,hh3,10.017949416868353
NJ,hou,hh4,18.9518273867112
NJ,hou,hh5,22.867689604162656
NJ,ins,hh1,0.44476994045822027
NJ,ins,hh2,0.8338565001435889
NJ,ins,hh3,1.2215834471597884
NJ,ins,hh4,3.515673961786995
NJ,ins,hh5,7.030177109292109
NJ,tex,hh1,0.16755677204540592
NJ,tex,hh2,0.2059467194207427
NJ,tex,hh3,0.23525670628405126
NJ,tex,hh4,0.4001748388523977
NJ,tex,hh5,1.4624811529468318
NJ,leg,hh1,0.1673810485642008
NJ,leg,hh2,0.20748944809709682
NJ,leg,hh3,0.24015698641480526
NJ,leg,hh4,0.4533250402771067
NJ,leg,hh5,2.1982738250649514
NJ,fen,hh1,0.055905977705300335
NJ,fen,hh2,0.05940707715440626
NJ,fen,hh3,0.06125967907122796
NJ,fen,hh4,0.06646469218069362
NJ,fen,hh5,0.07113445557175183
NJ,uti,hh1,0.6561898318310215
NJ,uti,hh2,1.049261844320556
NJ,uti,hh3,1.2733665278031143
NJ,uti,hh4,2.68171851112853
NJ,uti,hh5,3.1776415015714745
NJ,nmp,hh1,0.10774732456114723
NJ,nmp,hh2,0.12160671892875204
NJ,nmp,hh3,0.12997471326061172
NJ,nmp,hh4,0.1589088454284119
NJ,nmp,hh5,0.21690709940196595
NJ,brd,hh1,0.4397955421359536
NJ,brd,hh2,0.7848402518118185
NJ,brd,hh3,1.1062931267623473
NJ,brd,hh4,3.019717341814486
NJ,brd,hh5,5.604604705926197
NJ,bnk,hh1,0.6946714403285539
NJ,bnk,hh2,1.1013214121094328
NJ,bnk,hh3,1.3242348820209329
NJ,bnk,hh4,2.754536488966095
NJ,bnk,hh5,3.1949788242985897
NJ,ore,hh1,0.036400092377295225
NJ,ore,hh2,0.03784752333013886
NJ,ore,hh3,0.038588750247381905
NJ,ore,hh4,0.04055757266464532
NJ,ore,hh5,0.042394771447053683
NJ,edu,hh1,0.1822013183931496
NJ,edu,hh2,0.25531195117901484
NJ,edu,hh3,0.3501245989963464
NJ,edu,hh4,1.7999370286147012
NJ,edu,hh5,8.674172526118317
NJ,ote,hh1,0.12992327942380055
NJ,ote,hh2,0.150645519106441
NJ,ote,hh3,0.1635624995030254
NJ,ote,hh4,0.21204358004954463
NJ,ote,hh5,0.2927891948301642
NJ,mch,hh1,0.1289190039754103
NJ,mch,hh2,0.1493370910587105
NJ,mch,hh3,0.16235446825088376
NJ,mch,hh4,0.21226546918813366
NJ,mch,hh5,0.34218653849884695
NJ,dat,hh1,0.16434976308086044
NJ,dat,hh2,0.19910053208230333
NJ,dat,hh3,0.22254290337999197
NJ,dat,hh4,0.3274254924851558
NJ,dat,hh5,0.552109030702332
NJ,amd,hh1,0.32393434225649165
NJ,amd,hh2,0.47914406926483716
NJ,amd,hh3,0.6025120027274687
NJ,amd,hh4,1.3986862490221161
NJ,amd,hh5,2.2296683951695697
NJ,hos,hh1,0.5119481300303979
NJ,hos,hh2,1.3839426192073654
NJ,hos,hh3,2.3894282095214905
NJ,hos,hh4,7.904006238702301
NJ,hos,hh5,19.304010568064278
NJ,rnt,hh1,0.2259067396577376
NJ,rnt,hh2,0.29838421172426616
NJ,rnt,hh3,0.3543784910561418
NJ,rnt,hh4,0.6981727039169865
NJ,rnt,hh5,1.4086955723670231
NJ,pla,hh1,0.19498814126227132
NJ,pla,hh2,0.24761374887444887
NJ,pla,hh3,0.2875686649656053
NJ,pla,hh4,0.5162075999673832
NJ,pla,hh5,1.2498990168463378
NJ,fof,hh1,0.04591551580338707
NJ,fof,hh2,0.04824737221475902
NJ,fof,hh3,0.04945580883013188
NJ,fof,hh4,0.05274612476754099
NJ,fof,hh5,0.055497109522745815
NJ,fin,hh1,0.42505597618957186
NJ,fin,hh2,0.6418318053900269
NJ,fin,hh3,0.7818115335739322
NJ,fin,hh4,1.6706223500072028
NJ,fin,hh5,2.05599548465704
NJ,tsv,hh1,0.17046912231938224
NJ,tsv,hh2,0.2098198159556021
NJ,tsv,hh3,0.23932848043030666
NJ,tsv,hh4,0.3993660316864692
NJ,tsv,hh5,1.2545843748329906
NJ,nrs,hh1,0.24948109854153155
NJ,nrs,hh2,0.36411694191507465
NJ,nrs,hh3,0.4862679410953798
NJ,nrs,hh4,1.573725354968389
NJ,nrs,hh5,4.644322310206524
NJ,sec,hh1,0.5376586676934982
NJ,sec,hh2,0.8421862770793719
NJ,sec,hh3,1.024906417106782
NJ,sec,hh4,2.1776844716946746
NJ,sec,hh5,2.593344921955572
NJ,art,hh1,0.18234249560364213
NJ,art,hh2,0.22872847132740032
NJ,art,hh3,0.26483676167327785
NJ,art,hh4,0.4788785428941761
NJ,art,hh5,1.5257821731408525
NJ,mov,hh1,0.12629558938638633
NJ,mov,hh2,0.14580592151541752
NJ,mov,hh3,0.1580020720209153
NJ,mov,hh4,0.2034457179022341
NJ,mov,hh5,0.292023744025899
NJ,fpd,hh1,0.1681596644065976
NJ,fpd,hh2,0.20939505984985987
NJ,fpd,hh3,0.243784255044929
NJ,fpd,hh4,0.4811616597941791
NJ,fpd,hh5,2.476239744060047
NJ,pri,hh1,0.05257836291390424
NJ,pri,hh2,0.055662335480677
NJ,pri,hh3,0.05728456919923017
NJ,pri,hh4,0.06179564128788227
NJ,pri,hh5,0.06581812110329674
NJ,grd,hh1,0.16391970883903179
NJ,grd,hh2,0.19849385074938988
NJ,grd,hh3,0.22185255934029594
NJ,grd,hh4,0.32640575637644276
NJ,grd,hh5,0.5566934846967355
NJ,sle,hh1,0.24623817855893312
NJ,sle,hh2,0.33290037545269513
NJ,sle,hh3,0.3998005956495918
NJ,sle,hh4,0.8196002138194634
NJ,sle,hh5,1.491309816418695
NJ,osv,hh1,0.4612652308064441
NJ,osv,hh2,0.9907670639073849
NJ,osv,hh3,1.5808182309490781
NJ,osv,hh4,4.9783804669274385
NJ,osv,hh5,11.22150205843504
NJ,trn,hh1,0.009166251602659789
NJ,trn,hh2,0.009254870707193698
NJ,trn,hh3,0.009297718578796028
NJ,trn,hh4,0.009403039970742705
NJ,trn,hh5,0.009477349743335297
NJ,fmt,hh1,0.15674892801235188
NJ,fmt,hh2,0.18836792918345624
NJ,fmt,hh3,0.21016883735672623
NJ,fmt,hh4,0.3089002895676874
NJ,fmt,hh5,0.6547226670205383
NJ,pet,hh1,0.5906758718252527
NJ,pet,hh2,1.0405309654520607
NJ,pet,hh3,1.3691984143667861
NJ,pet,hh4,3.232790314569318
NJ,pet,hh5,4.819600083826035
NJ,cep,hh1,0.2187210023740454
NJ,cep,hh2,0.29312359866076104
NJ,cep,hh3,0.35905751708437106
NJ,cep,hh4,0.8611520402589191
NJ,cep,hh5,2.623796749977529
NJ,wst,hh1,0.13616097818358888
NJ,wst,hh2,0.1583332205261984
NJ,wst,hh3,0.17133930560423768
NJ,wst,hh4,0.22074488792629002
NJ,wst,hh5,0.26312139359615877
NJ,mot,hh1,0.32017529876597545
NJ,mot,hh2,0.5205314765042509
NJ,mot,hh3,0.7368471484714421
NJ,mot,hh4,2.3040483036625914
NJ,mot,hh5,5.309025145639967
NJ,adm,hh1,0.16513329244567077
NJ,adm,hh2,0.20141309429274606
NJ,adm,hh3,0.22794812331456302
NJ,adm,hh4,0.3638521243062471
NJ,adm,hh5,1.0640439869021276
NJ,soc,hh1,0.18483224501179737
NJ,soc,hh2,0.24512336902935755
NJ,soc,hh3,0.3076416345520244
NJ,soc,hh4,0.9968565933058667
NJ,soc,hh5,5.092575592758189
NJ,alt,hh1,0.36775013156569325
NJ,alt,hh2,0.705145106290628
NJ,alt,hh3,1.1217500953443236
NJ,alt,hh4,3.827830451017732
NJ,alt,hh5,9.212365415498146
NJ,pmt,hh1,0.00880317747573128
NJ,pmt,hh2,0.008884870584927491
NJ,pmt,hh3,0.008924394920636281
NJ,pmt,hh4,0.009021519449860486
NJ,pmt,hh5,0.009092381778688891
NJ,trk,hh1,0.06407689460584338
NJ,trk,hh2,0.06872055076590826
NJ,trk,hh3,0.07124684200046577
NJ,trk,hh4,0.07858693468971333
NJ,trk,hh5,0.08746060331254116
NJ,wtt,hh1,0.10663870478037693
NJ,wtt,hh2,0.12010899460237226
NJ,wtt,hh3,0.12785465280196162
NJ,wtt,hh4,0.15386639883996728
NJ,wtt,hh5,0.17890469459120045
NJ,wpd,hh1,0.04035274339038313
NJ,wpd,hh2,0.04214089784214224
NJ,wpd,hh3,0.04306330630225489
NJ,wpd,hh4,0.04554064999752532
NJ,wpd,hh5,0.047849732062201895
NJ,wrh,hh1,0.0015846632576552847
NJ,wrh,hh2,0.0015872853058975236
NJ,wrh,hh3,0.001588536043604564
NJ,wrh,hh4,0.0015915528712299033
NJ,wrh,hh5,0.0015936254698949127
NJ,ott,hh1,0.0382200966114616
NJ,ott,hh2,0.03981958458728895
NJ,ott,hh3,0.0406418523323153
NJ,ott,hh4,0.042838003014525894
NJ,ott,hh5,0.044921013495400876
NJ,che,hh1,0.37327064163142104
NJ,che,hh2,0.7828394576572982
NJ,che,hh3,1.3272747678945833
NJ,che,hh4,4.751967600294002
NJ,che,hh5,11.966909803104734
NJ,air,hh1,0.24478685895247068
NJ,air,hh2,0.3349655288075061
NJ,air,hh3,0.4101967662185192
NJ,air,hh4,0.9250496677694988
NJ,air,hh5,2.0301615299680207
NJ,mmf,hh1,0.24447726291354255
NJ,mmf,hh2,0.3620126612553755
NJ,mmf,hh3,0.49654409813758504
NJ,mmf,hh4,1.7836414501047075
NJ,mmf,hh5,5.61444715863682
NJ,otr,hh1,0.08914599952876257
NJ,otr,hh2,0.09841065232563231
NJ,otr,hh3,0.10362771633898259
NJ,otr,hh4,0.12004260716808567
NJ,otr,hh5,0.13664815156770627
NJ,min,hh1,0.0016363899357745382
NJ,min,hh2,0.0016391861956218336
NJ,min,hh3,0.0016405199762373232
NJ,min,hh4,0.001643737228057815
NJ,min,hh5,0.001645937693673326
NM,ppd,hh1,0.0684777868050664
NM,ppd,hh2,0.07725679310738875
NM,ppd,hh3,0.07700434701640793
NM,ppd,hh4,0.0911786106192175
NM,ppd,hh5,0.0879379226128138
NM,res,hh1,0.3068505161070071
NM,res,hh2,0.5976592239568601
NM,res,hh3,0.5690271785540383
NM,res,hh4,1.7415499581023415
NM,res,hh5,1.1850165279708655
NM,amb,hh1,0.313572067792969
NM,amb,hh2,0.6668771251676056
NM,amb,hh3,0.6739791210138155
NM,amb,hh4,2.374792892013339
NM,amb,hh5,1.888832271316287
NM,fbp,hh1,0.4043091660007259
NM,fbp,hh2,0.9346795234648249
NM,fbp,hh3,0.8784642387851277
NM,fbp,hh4,2.717932679997822
NM,fbp,hh5,1.855145771053347
NM,rec,hh1,0.11917972653058513
NM,rec,hh2,0.14885846904057598
NM,rec,hh3,0.1482703243114421
NM,rec,hh4,0.21630720116710692
NM,rec,hh5,0.19994387096344873
NM,agr,hh1,0.13270597714123572
NM,agr,hh2,0.17058746981923945
NM,agr,hh3,0.16904649310884587
NM,agr,hh4,0.2598957254244066
NM,agr,hh5,0.22953117318199168
NM,eec,hh1,0.05618890425664911
NM,eec,hh2,0.061947425474842874
NM,eec,hh3,0.06177991294983853
NM,eec,hh4,0.07045927336587957
NM,eec,hh5,0.06855640733579628
NM,pub,hh1,0.09370828355912901
NM,pub,hh2,0.1110606086804762
NM,pub,hh3,0.11042955346001522
NM,pub,hh4,0.1425256498935482
NM,pub,hh5,0.13347202310703565
NM,hou,hh1,0.993817694903301
NM,hou,hh2,2.018301726034979
NM,hou,hh3,1.6246198095396138
NM,hou,hh4,4.017413463555277
NM,hou,hh5,2.2167128137455467
NM,ins,hh1,0.20057434443380073
NM,ins,hh2,0.30218518139251344
NM,ins,hh3,0.2970056238831041
NM,ins,hh4,0.6786330339136027
NM,ins,hh5,0.5177329786628704
NM,tex,hh1,0.05613947683554697
NM,tex,hh2,0.06188507583855416
NM,tex,hh3,0.06172457642338366
NM,tex,hh4,0.0704117663446605
NM,tex,hh5,0.06858218517064879
NM,leg,hh1,0.0694142468667913
NM,leg,hh2,0.07844222209745057
NM,leg,hh3,0.07821828030504535
NM,leg,hh4,0.093044446616272
NM,leg,hh5,0.09005653600018573
NM,fen,hh1,0.007314986413663083
NM,fen,hh2,0.007403258569191488
NM,fen,hh3,0.007400161574894018
NM,fen,hh4,0.0075038446271229655
NM,fen,hh5,0.007480615157990343
NM,uti,hh1,0.17859093209878288
NM,uti,hh2,0.2481795956024923
NM,uti,hh3,0.23728359414579292
NM,uti,hh4,0.42557014455956504
NM,uti,hh5,0.3288390861200411
NM,nmp,hh1,0.027188840403205797
NM,nmp,hh2,0.02845830746292761
NM,nmp,hh3,0.028418059639966742
NM,nmp,hh4,0.030061585881052472
NM,nmp,hh5,0.029711447666897633
NM,brd,hh1,0.16596032695913465
NM,brd,hh2,0.2295520813341148
NM,brd,hh3,0.22590989572516132
NM,brd,hh4,0.4135130591916714
NM,brd,hh5,0.3373130530125296
NM,bnk,hh1,0.1766683362658555
NM,bnk,hh2,0.24409149158384133
NM,bnk,hh3,0.23326412829945858
NM,bnk,hh4,0.41293208964368733
NM,bnk,hh5,0.3207729237869292
NM,ore,hh1,0.006208614988278281
NM,ore,hh2,0.006272054694110487
NM,ore,hh3,0.006269881796844025
NM,ore,hh4,0.006344184305132434
NM,ore,hh5,0.006327928848542432
NM,edu,hh1,0.18190214881754416
NM,edu,hh2,0.263107701800491
NM,edu,hh3,0.26441301972340575
NM,edu,hh4,0.6009143545706537
NM,edu,hh5,0.5401918318936919
NM,ote,hh1,0.04310609238302532
NM,ote,hh2,0.046405820191002485
NM,ote,hh3,0.0462913867701572
NM,ote,hh4,0.0508754027804089
NM,ote,hh5,0.04977657939604004
NM,mch,hh1,0.03606215286944025
NM,mch,hh2,0.03833672173778687
NM,mch,hh3,0.03826636217284532
NM,mch,hh4,0.041344436963146956
NM,mch,hh5,0.040684037086148504
NM,dat,hh1,0.034177243048501955
NM,dat,hh2,0.03621332077637862
NM,dat,hh3,0.03614073911152734
NM,dat,hh4,0.03884192775957711
NM,dat,hh5,0.03819792626488494
NM,amd,hh1,0.10110210490298482
NM,amd,hh2,0.12142096455913727
NM,amd,hh3,0.12018170783643597
NM,amd,hh4,0.15810865144269795
NM,amd,hh5,0.14524968316523595
NM,hos,hh1,0.311860099640721
NM,hos,hh2,0.6599635414762242
NM,hos,hh3,0.6667595471952422
NM,hos,hh4,2.347411746369696
NM,hos,hh5,1.865986330450753
NM,rnt,hh1,0.06599167663926946
NM,rnt,hh2,0.0740963001437345
NM,rnt,hh3,0.07376759458231555
NM,rnt,hh4,0.08636850286063921
NM,rnt,hh5,0.08294375277241554
NM,pla,hh1,0.08052627646403569
NM,pla,hh2,0.0929866324456777
NM,pla,hh3,0.09257302258083522
NM,pla,hh4,0.11394352510455967
NM,pla,hh5,0.1083915533361943
NM,fof,hh1,0.006651768095199534
NM,fof,hh2,0.006724659791601993
NM,fof,hh3,0.00672209516641102
NM,fof,hh4,0.006807457163976409
NM,fof,hh5,0.006788326953905571
NM,fin,hh1,0.1260401306101994
NM,fin,hh2,0.15803426124726472
NM,fin,hh3,0.1544939528123609
NM,fin,hh4,0.22100094750439592
NM,fin,hh5,0.19349005941776828
NM,tsv,hh1,0.05087149680879118
NM,tsv,hh2,0.055539461372043616
NM,tsv,hh3,0.055401153380638314
NM,tsv,hh4,0.062231552517817736
NM,tsv,hh5,0.060742130086823026
NM,nrs,hh1,0.16119589005381246
NM,nrs,hh2,0.22118044666568154
NM,nrs,hh3,0.2199282374702179
NM,nrs,hh4,0.4077524672535416
NM,nrs,hh5,0.349732022482514
NM,sec,hh1,0.15085313422957056
NM,sec,hh2,0.19837703432357193
NM,sec,hh3,0.19202539997854934
NM,sec,hh4,0.3043590149332607
NM,sec,hh5,0.2523259845758599
NM,art,hh1,0.060016499287893224
NM,art,hh2,0.06664102436720434
NM,art,hh3,0.06644376762384631
NM,art,hh4,0.07661838032372131
NM,art,hh5,0.07430799872684758
NM,mov,hh1,0.02216276607630335
NM,mov,hh2,0.02299800286209937
NM,mov,hh3,0.022969872297668795
NM,mov,hh4,0.024020748547415434
NM,mov,hh5,0.023785355851335087
NM,fpd,hh1,0.09336408949561824
NM,fpd,hh2,0.11054516177530306
NM,fpd,hh3,0.11021252196159038
NM,fpd,hh4,0.14336084598491458
NM,fpd,hh5,0.13690614679675192
NM,pri,hh1,0.011219303979451636
NM,pri,hh2,0.011428612584852645
NM,pri,hh3,0.011421281503126228
NM,pri,hh4,0.011671345371533436
NM,pri,hh5,0.01161497087904499
NM,grd,hh1,0.037816728865769304
NM,grd,hh2,0.040328462103467334
NM,grd,hh3,0.040239452978761546
NM,grd,hh4,0.043632872154333285
NM,grd,hh5,0.0428197912007073
NM,sle,hh1,0.06684013740738112
NM,sle,hh2,0.07515537561570423
NM,sle,hh3,0.0747808963340649
NM,sle,hh4,0.08769364175786183
NM,sle,hh5,0.08405241549133466
NM,osv,hh1,0.2151359893322977
NM,osv,hh2,0.338230851407489
NM,osv,hh3,0.3345960784010318
NM,osv,hh4,0.8608501362362339
NM,osv,hh5,0.6602679912284919
NM,trn,hh1,0.0012977503863042224
NM,trn,hh2,0.0013004949562821341
NM,trn,hh3,0.001300398986931077
NM,trn,hh4,0.0013035423039210272
NM,trn,hh5,0.0013028469316406306
NM,fmt,hh1,0.05283296977410401
NM,fmt,hh2,0.05788959406416616
NM,fmt,hh3,0.0577367363150704
NM,fmt,hh4,0.06520005679544626
NM,fmt,hh5,0.06352995589267692
NM,pet,hh1,0.2191288563752561
NM,pet,hh2,0.3397418411113902
NM,pet,hh3,0.32534461204588394
NM,pet,hh4,0.7498579768672301
NM,pet,hh5,0.5285141356584084
NM,cep,hh1,0.0924555311444223
NM,cep,hh2,0.1093073735407004
NM,cep,hh3,0.10879761201910482
NM,cep,hh4,0.14013592613118614
NM,cep,hh5,0.13203306231113876
NM,wst,hh1,0.02875899583057461
NM,wst,hh2,0.030173568605067067
NM,wst,hh3,0.030106309016241877
NM,wst,hh4,0.031921286703909445
NM,wst,hh5,0.03145975140165442
NM,mot,hh1,0.2109227589719435
NM,mot,hh2,0.32759669331823804
NM,mot,hh3,0.32369888607420977
NM,mot,hh4,0.8080826448307964
NM,mot,hh5,0.6197460743014859
