r,h,value
OR,hh1,1.51972163293991
OR,hh2,5.90733894399714
OR,hh3,10.514557872133695
OR,hh4,30.76952441012665
OR,hh5,47.68607104734516
PA,hh1,2.4441729424024516
PA,hh2,10.807579189657016
PA,hh3,16.832690078502107
PA,hh4,69.72721959714062
PA,hh5,137.5007415839099
RI,hh1,0.281223860543923
RI,hh2,0.6983042269373151
RI,hh3,0.8773679987345879
RI,hh4,4.9480766415067094
RI,hh5,9.271566038597463
SC,hh1,1.5033392568191009
SC,hh2,5.300708953089459
SC,hh3,8.158112339113151
SC,hh4,20.22852040330727
SC,hh5,43.02786223110415
SD,hh1,0.08730513251063343
SD,hh2,2.018198027896173
SD,hh3,2.397519532984568
SD,hh4,7.726198894214604
SD,hh5,12.178054831332588
TN,hh1,1.9249613418055727
TN,hh2,7.360383621420938
TN,hh3,5.475825888744836
TN,hh4,35.96453225607207
TN,hh5,88.26630283055923
TX,hh1,10.778298754495115
TX,hh2,28.59429938461323
TX,hh3,35.24329326909598
TX,hh4,111.45104903312298
TX,hh5,315.0705108972137
UT,hh1,0.641262682627826
UT,hh2,2.0247125277428815
UT,hh3,3.2612194124349703
UT,hh4,13.92196229060468
UT,hh5,25.865137929090814
VT,hh1,0.21170057344972318
VT,hh2,0.619290907118681
VT,hh3,1.6622458919703473
VT,hh4,5.43761188277134
VT,hh5,7.7410929548011564
VA,hh1,2.7282014115559394
VA,hh2,7.527505434483622
VA,hh3,5.966888631965216
VA,hh4,35.26415749403222
VA,hh5,89.4328066500478
WA,hh1,2.6769814046569316
WA,hh2,4.754999899801498
WA,hh3,12.743887962874869
WA,hh4,34.68067206018245
WA,hh5,103.69596578504205
WV,hh1,0.6199046840818093
WV,hh2,1.374887112282575
WV,hh3,2.0265972533173415
WV,hh4,5.127294282726765
WV,hh5,11.387744579205092
WI,hh1,0.8060017930233909
WI,hh2,4.036011937197152
WI,hh3,7.9563131821901845
WI,hh4,37.87659314791401
WI,hh5,78.64548287286362
WY,hh1,0.18341074829184917
WY,hh2,0.9838392517655703
WY,hh3,0.7510297737696536
WY,hh4,3.976128014349459
WY,hh5,6.01453597285943
