r,h,value
NY,hh3,4.089134859444208
NY,hh4,4.116334880119278
NY,hh5,4.112703966957468
NC,hh1,4.040364051794652
NC,hh2,4.078171556384549
NC,hh3,4.106111869447924
NC,hh4,4.12258496929541
NC,hh5,4.136074858455184
ND,hh1,4.041257993668231
ND,hh2,4.089550623025724
ND,hh3,4.107029550221213
ND,hh4,4.129066768631538
ND,hh5,4.0991346719637916
OH,hh1,4.029641729149997
OH,hh2,4.062489802430378
OH,hh3,4.100424152415547
OH,hh4,4.113663737208296
OH,hh5,4.102241967907177
OK,hh1,4.024138300825619
OK,hh2,4.069199919225014
OK,hh3,4.088680296811667
OK,hh4,4.108881524250241
OK,hh5,4.1193339785545575
OR,hh1,4.027682338769413
OR,hh2,4.049515736875318
OR,hh3,4.074585647661291
OR,hh4,4.093462608909339
OR,hh5,4.086162070398743
PA,hh1,4.0186766023777425
PA,hh2,4.054805060855776
PA,hh3,4.083742161132149
PA,hh4,4.103929141524248
PA,hh5,4.097559404945957
RI,hh1,4.031060543349208
RI,hh2,4.066170112809216
RI,hh3,4.102440255971088
RI,hh4,4.116249927442302
RI,hh5,4.113901078968603
SC,hh1,4.024315310352708
SC,hh2,4.056729205585608
SC,hh3,4.089148160039825
SC,hh4,4.112597335581297
SC,hh5,4.106807422950835
SD,hh1,4.033732354507739
SD,hh2,4.076718998776978
SD,hh3,4.093501205721875
SD,hh4,4.108943265356954
SD,hh5,4.133821417180006
TN,hh1,4.023337890792528
TN,hh2,4.061820684779564
TN,hh3,4.095436511381363
TN,hh4,4.110395648213692
TN,hh5,4.11402226979032
TX,hh1,4.041532369642219
TX,hh2,4.083446811101714
TX,hh3,4.111840229387158
TX,hh4,4.149603859213847
TX,hh5,4.094698593612969
UT,hh1,4.044867373912014
UT,hh2,4.080637556203242
UT,hh3,4.105160993312285
UT,hh4,4.130352329405093
UT,hh5,4.091512515550775
VT,hh1,4.017696916959579
VT,hh2,4.055739773727044
VT,hh3,4.078597409785105
VT,hh4,4.092906554248075
VT,hh5,4.088621824946256
VA,hh1,4.038393570239684
VA,hh2,4.087956890024164
VA,hh3,4.1147204510820545
VA,hh4,4.132869551921817
VA,hh5,4.178190286088805
WA,hh1,4.029929756937266
WA,hh2,4.071163654377669
WA,hh3,4.0916395758605075
WA,hh4,4.125550341699587
WA,hh5,4.144213588832411
WV,hh1,4.021233605990869
WV,hh2,4.055526500151155
WV,hh3,4.084237324801173
WV,hh4,4.113309975611555
WV,hh5,4.08393373838753
WI,hh1,4.035205829090172
WI,hh2,4.061786307815879
WI,hh3,4.095591956766836
WI,hh4,4.1025271563158885
WI,hh5,4.101459497611657
WY,hh1,4.045567446078506
WY,hh2,4.081886710982842
WY,hh3,4.10778202430272
WY,hh4,4.121301509238769
WY,hh5,4.091609694797666
