r,m,s,value
IA,trn,pmt,0.23503322267944432
IA,trn,wpd,0.11519478847598252
IA,trn,che,0.3862976108759165
IA,trn,mmf,0.10857755872547824
IA,trn,min,0.3910208504807095
IA,trd,ppd,0.746928339929257
IA,trd,fbp,6.581805965650571
IA,trd,agr,3.400824507788375
IA,trd,eec,1.1962275353019969
IA,trd,pub,0.7202213633484396
IA,trd,tex,0.5143259294159366
IA,trd,nmp,0.5002553010747984
IA,trd,ote,0.13747196522818966
IA,trd,mch,5.176447150952144
IA,trd,oil,0.030393706143720778
IA,trd,pla,1.2276691142076268
IA,trd,fof,0.26531484095456237
IA,trd,mov,0.0270760611575667
IA,trd,fpd,0.9949228669737968
IA,trd,pri,0.12576780134460094
IA,trd,fmt,1.41126354897058
IA,trd,pet,1.248034126069099
IA,trd,cep,2.096552011192084
IA,trd,mot,2.3745060486146996
IA,trd,alt,1.90494735714872
IA,trd,pmt,0.5768774239315406
IA,trd,wpd,0.47420629568435396
IA,trd,che,4.780217767217651
IA,trd,mmf,1.5100540430248695
IA,trd,min,0.08615438014325232
KS,trn,ppd,0.10935580742567207
KS,trn,fbp,0.2728101302231911
KS,trn,agr,0.9130756736353626
KS,trn,eec,0.06119141074026765
KS,trn,pub,0.03884890430641977
KS,trn,tex,0.030107168900558607
KS,trn,nmp,0.20580232113433722
KS,trn,ote,0.1220084998037481
KS,trn,mch,0.1919649153873548
KS,trn,oil,0.857113769868274
KS,trn,pla,0.05920107739330706
KS,trn,fof,0.057600575294978314
KS,trn,mov,0.0007021122205416923
KS,trn,fpd,0.1138377230489353
KS,trn,pri,0.027126673922945817
KS,trn,fmt,0.11887049880737764
KS,trn,pet,0.2845527810902608
KS,trn,cep,0.06478352794181913
KS,trn,mot,0.12806004490064513
KS,trn,alt,0.05320465487240029
KS,trn,pmt,0.11492332650512903
KS,trn,wpd,0.05917842606409921
KS,trn,che,0.29880611844846056
KS,trn,mmf,0.10628120641076609
KS,trn,min,0.261046245041315
KS,trd,ppd,0.568817206519827
KS,trd,fbp,5.630088184814891
KS,trd,agr,2.094988513371183
KS,trd,eec,0.7684055832910074
KS,trd,pub,0.751641212789662
KS,trd,tex,0.4716194647349248
KS,trd,nmp,0.38117180403257883
KS,trd,ote,0.7257500363742898
KS,trd,mch,2.0108712326774105
KS,trd,oil,0.2645843209293961
KS,trd,pla,1.0277924993160803
KS,trd,fof,0.12757150225136776
KS,trd,mov,0.04451201015511916
KS,trd,fpd,0.5903087748395612
KS,trd,pri,0.12877957873063445
KS,trd,fmt,1.1288470703605555
KS,trd,pet,1.3321050694591305
KS,trd,cep,1.5675309137904514
KS,trd,mot,2.1241960932420763
KS,trd,alt,1.8396014103294216
KS,trd,pmt,0.2820736225633194
KS,trd,wpd,0.24361156072731402
KS,trd,che,3.6975592810991498
KS,trd,mmf,1.4781172769219593
KS,trd,min,0.05751682398166023
KY,trn,ppd,0.20409652376734105
KY,trn,fbp,0.4178885604667453
KY,trn,agr,1.2438305519439128
KY,trn,eec,0.11614622453259835
KY,trn,pub,0.037115757535545385
KY,trn,tex,0.04911942133616249
KY,trn,nmp,0.3298202583119809
KY,trn,ote,0.03774402536202636
KY,trn,mch,0.2528655750351272
KY,trn,oil,0.5762944534602844
KY,trn,pla,0.09664099517217492
KY,trn,fof,0.07632913659657686
KY,trn,mov,0.0005566680332610784
KY,trn,fpd,0.15302341592366928
KY,trn,pri,0.033676919951324366
KY,trn,fmt,0.1783856634340222
KY,trn,pet,0.3943858914317986
KY,trn,cep,0.0841607193154717
KY,trn,mot,0.5167182545512095
KY,trn,alt,0.07692247344476436
KY,trn,pmt,0.3700571634355987
KY,trn,wpd,0.11279194079741811
KY,trn,che,0.42073728281777645
KY,trn,mmf,0.15507391449373908
KY,trn,min,0.5834303591978873
KY,trd,ppd,1.0616136192735257
KY,trd,fbp,8.624127868449376
KY,trd,agr,2.853882535855696
KY,trd,eec,1.4584956667830076
KY,trd,pub,0.7181086186519365
KY,trd,tex,0.769440503528061
KY,trd,nmp,0.6108686343979888
KY,trd,ote,0.22451491349753686
KY,trd,mch,2.648817933977863
KY,trd,oil,0.1778975930436872
KY,trd,pla,1.6777885528082004
KY,trd,fof,0.16905078762336742
KY,trd,mov,0.03529124322950872
KY,trd,fpd,0.7935073080900897
KY,trd,pri,0.15987583205357028
KY,trd,fmt,1.6940295160040342
KY,trd,pet,1.846277668721188
KY,trd,cep,2.036390012169791
KY,trd,mot,8.571064444621433
KY,trd,alt,2.659667485380533
KY,trd,pmt,0.9082870103061892
KY,trd,wpd,0.46431482826798426
KY,trd,che,5.206389524636329
KY,trd,mmf,2.15670709765198
KY,trd,min,0.12854833928076884
LA,trn,ppd,0.19170391413447058
LA,trn,fbp,0.3432854592063928
LA,trn,agr,0.6570511878647656
LA,trn,eec,0.07774424089784877
LA,trn,pub,0.03658529027897742
LA,trn,tex,0.04586952711567754
LA,trn,nmp,0.4072630988937631
LA,trn,ote,0.05171289101239409
LA,trn,mch,0.2059847185827964
LA,trn,oil,6.686632981381207
LA,trn,pla,0.07458284050796549
LA,trn,fof,0.06062027950047581
LA,trn,mov,0.0010045645953510821
LA,trn,fpd,0.17255971915227106
LA,trn,pri,0.03181993412836513
LA,trn,fmt,0.16314396898402234
LA,trn,pet,0.5172495491547334
LA,trn,cep,0.07395391372835448
LA,trn,mot,0.1267516097210556
LA,trn,alt,0.09192879583139632
LA,trn,pmt,0.11068715899216505
LA,trn,wpd,0.1366079465007185
LA,trn,che,0.7099794705669752
LA,trn,mmf,0.1466400014119738
LA,trn,min,0.6489823352344954
LA,trd,ppd,0.9971531232212122
LA,trd,fbp,7.0845148100456
LA,trd,agr,1.507558169623614
LA,trd,eec,0.9762662447544478
LA,trd,pub,0.7078452390485621
LA,trd,tex,0.7185319183411689
LA,trd,nmp,0.7543025232446399
LA,trd,ote,0.3076067043987353
LA,trd,mch,2.1577315007457987
LA,trd,oil,2.0641113337319816
LA,trd,pla,1.2948359629083492
LA,trd,fof,0.13425942506945243
LA,trd,mov,0.0636866702522881
LA,trd,fpd,0.8948133682860815
LA,trd,pri,0.15106008661169484
LA,trd,fmt,1.5492876136831428
LA,trd,pet,2.421451457843626
LA,trd,cep,1.7894216268848124
LA,trd,mot,2.1024924236947093
LA,trd,alt,3.17852531638258
LA,trd,pmt,0.27167615885856433
LA,trd,wpd,0.5623548524042689
LA,trd,che,8.785600490431673
LA,trd,mmf,2.039411546921832
LA,trd,min,0.14299153292544617
ME,trn,ppd,0.06506891405868431
ME,trn,fbp,0.11739306541820557
ME,trn,agr,0.1950150458095355
ME,trn,eec,0.019845161277657782
ME,trn,pub,0.013996125836394563
ME,trn,tex,0.017301697275037442
ME,trn,nmp,0.06644345855351202
ME,trn,ote,0.026852879597786698
ME,trn,mch,0.03249661523613056
ME,trn,oil,0.04994351807821
ME,trn,pla,0.018562978349112465
ME,trn,fof,0.02742521520059947
ME,trn,mov,0.0001704810596605745
ME,trn,fpd,0.05485018062106925
ME,trn,pri,0.010070868940454758
ME,trn,fmt,0.034566160183791744
ME,trn,pet,0.09102023001318059
ME,trn,cep,0.029145161614201123
ME,trn,mot,0.03832698130803651
ME,trn,alt,0.02397683753502207
ME,trn,pmt,0.023521510224986643
ME,trn,wpd,0.04144543126515249
ME,trn,che,0.11047808781761818
ME,trn,mmf,0.05047895019171919
ME,trn,min,0.0752799783143563
ME,trd,ppd,0.33845772618245606
ME,trd,fbp,2.422686100584017
ME,trd,agr,0.4474484346723363
ME,trd,eec,0.2492038105117242
ME,trd,pub,0.27079438109882276
ME,trd,tex,0.27102572263802155
ME,trd,nmp,0.1230616487871111
ME,trd,ote,0.15973049727023553
ME,trd,mch,0.34040860334224343
ME,trd,oil,0.015417173635629553
ME,trd,pla,0.32227268070532683
ME,trd,fof,0.06074029442918671
ME,trd,mov,0.010808036716712231
ME,trd,fpd,0.28442718331807726
ME,trd,pri,0.04780985178231373
ME,trd,fmt,0.32825561471157255
ME,trd,pet,0.426102002445141
ME,trd,cep,0.7052092294002382
ME,trd,mot,0.6357488319128576
ME,trd,alt,0.8290219013815421
ME,trd,pmt,0.05773238383441702
ME,trd,wpd,0.17061261792573326
ME,trd,che,1.3671048005617759
ME,trd,mmf,0.7020414137085382
ME,trd,min,0.016586583198562214
MD,trn,ppd,0.18574775313961767
MD,trn,fbp,0.45637998733920887
MD,trn,agr,0.7094376040552769
MD,trn,eec,0.13666179690723554
MD,trn,pub,0.09985464222893445
MD,trn,tex,0.0688279241194153
MD,trn,nmp,0.5412551371708904
MD,trn,ote,0.11457191486139597
MD,trn,mch,0.19889550288364274
MD,trn,oil,0.4150568089789483
MD,trn,pla,0.11220490398095968
MD,trn,fof,0.048219343566566285
MD,trn,mov,0.0016883077699691026
MD,trn,fpd,0.27293850394336816
MD,trn,pri,0.06861825940032178
MD,trn,fmt,0.21343294914740363
MD,trn,pet,0.728325753960688
MD,trn,cep,0.20999568976281158
MD,trn,mot,0.16092309743169078
MD,trn,alt,0.13960505689293087
MD,trn,pmt,0.08041898989607786
MD,trn,wpd,0.14607936708080424
MD,trn,che,0.6443256362156071
MD,trn,mmf,0.2746466939741148
MD,trn,min,0.5544159812220477
MD,trd,ppd,0.966171989814307
MD,trd,fbp,9.418490333926844
MD,trd,agr,1.6277551514781887
MD,trd,eec,1.716118103761865
MD,trd,pub,1.9319686289126896
MD,trd,tex,1.07816808811314
MD,trd,nmp,1.0024726443326157
MD,trd,ote,0.6815145789996491
MD,trd,mch,2.0834705354912475
MD,trd,oil,0.12812479254381187
MD,trd,pla,1.9479942557793581
MD,trd,fof,0.10679431698137873
MD,trd,mov,0.10703413272575102
MD,trd,fpd,1.415330433129735
MD,trd,pri,0.32575429497562314
MD,trd,fmt,2.026854112506733
MD,trd,pet,3.4095833656987677
MD,trd,cep,5.081148648798222
MD,trd,mot,2.6693120023659267
MD,trd,alt,4.826977266656004
MD,trd,pmt,0.19738443441120956
MD,trd,wpd,0.6013445265689769
MD,trd,che,7.973170859451679
MD,trd,mmf,3.8196783525738587
MD,trd,min,0.12215554527329477
MA,trn,ppd,0.270372369861101
MA,trn,fbp,0.6138945918663098
MA,trn,agr,0.836952388732691
MA,trn,eec,0.19719052829928987
MA,trn,pub,0.23743011763551533
MA,trn,tex,0.0945467887501347
MA,trn,nmp,0.5576885109390339
MA,trn,ote,0.09597213913838744
MA,trn,mch,0.3023151162729771
MA,trn,oil,0.3037913717120303
MA,trn,pla,0.13907308804897545
MA,trn,fof,0.054388110722999865
MA,trn,mov,0.001696044574208335
MA,trn,fpd,0.32557832403824777
MA,trn,pri,0.09891478777280097
MA,trn,fmt,0.27913006848856625
MA,trn,pet,0.7572957041779623
MA,trn,cep,0.4092922303513461
MA,trn,mot,0.18941274325113752
MA,trn,alt,0.17628349782146235
MA,trn,pmt,0.23260537222462443
MA,trn,wpd,0.14913972891149474
MA,trn,che,0.8705924887443898
MA,trn,mmf,0.47413943506306333
MA,trn,min,0.5593314084665884
MA,trd,ppd,1.4063492352618583
MA,trd,fbp,12.66918015676552
MA,trd,agr,1.9203289401550576
MA,trd,eec,2.476202151318713
MA,trd,pub,4.593752764936024
MA,trd,tex,1.4810461272536724
MA,trd,nmp,1.0329093210961209
MA,trd,ote,0.5708764846927769
MA,trd,mch,3.16681185877209
MA,trd,oil,0.09377802179165816
MA,trd,pla,2.414453976974777
MA,trd,fof,0.12045666130962604
MA,trd,mov,0.10752462512680791
MA,trd,fpd,1.6882957286023583
MA,trd,pri,0.469582254565919
MA,trd,fmt,2.6507431467369518
MA,trd,pet,3.5452032580735624
MA,trd,cep,9.903415948976516
MA,trd,mot,3.1418840242988533
MA,trd,alt,6.0951691536747585
MA,trd,pmt,0.5709183850343984
MA,trd,wpd,0.6139426906559581
MA,trd,che,10.7730971290913
MA,trd,mmf,6.594145045061684
MA,trd,min,0.12323857086354664
MI,trn,ppd,0.38476938485473317
MI,trn,fbp,0.7240828572339563
MI,trn,agr,1.3471096857488416
MI,trn,eec,0.2785226273493694
MI,trn,pub,0.10370564989841762
MI,trn,tex,0.12847178490180416
MI,trn,nmp,0.8159189288010555
MI,trn,ote,0.07104100909317373
MI,trn,mch,0.9002928979762054
MI,trn,oil,0.5122861615153007
MI,trn,pla,0.26791095672698756
MI,trn,fof,0.09716525728452595
MI,trn,mov,0.001419128800969649
MI,trn,fpd,0.5596911560892678
MI,trn,pri,0.07494800002662927
MI,trn,fmt,0.5152874162611895
MI,trn,pet,0.7436932580931342
MI,trn,cep,0.2476375556571138
MI,trn,mot,2.207196360991489
MI,trn,alt,0.19749755856169837
MI,trn,pmt,0.9809223519044478
MI,trn,wpd,0.25325687790357604
MI,trn,che,1.0467041092979368
MI,trn,mmf,0.5031496473073854
MI,trn,min,0.7453208320249515
MI,trd,ppd,2.0013884200542402
MI,trd,fbp,14.943178011772218
MI,trd,agr,3.0908493122574714
MI,trd,eec,3.497522598989519
MI,trd,pub,2.0064771929720955
MI,trd,tex,2.0124706719868666
MI,trd,nmp,1.5111845596358422
MI,trd,ote,0.4225772386052502
MI,trd,mch,9.430749811084405
MI,trd,oil,0.15813873365595765
MI,trd,pla,4.65121386185656
MI,trd,fof,0.21519781312858322
MI,trd,mov,0.08996891629581324
MI,trd,fpd,2.9022945276019674
MI,trd,pri,0.35580373390224923
MI,trd,fmt,4.893398244947906
MI,trd,pet,3.4815247822659536
MI,trd,cep,5.991947895407086
MI,trd,mot,36.61187133483996
MI,trd,alt,6.828665426700983
MI,trd,pmt,2.4076254113882616
MI,trd,wpd,1.0425472151657178
MI,trd,che,12.952380339449988
MI,trd,mmf,6.997607683223475
MI,trd,min,0.16421798022284906
MN,trn,ppd,0.26171828513876977
MN,trn,fbp,0.4340159838462859
MN,trn,agr,1.2419019875126327
MN,trn,eec,0.17444009334617427
MN,trn,pub,0.10371145681517722
MN,trn,tex,0.06877899744168525
MN,trn,nmp,0.44391593453124056
MN,trn,ote,0.05548751916735681
MN,trn,mch,0.4259766417114306
MN,trn,oil,1.0698129426257226
MN,trn,pla,0.11214952739435476
MN,trn,fof,0.11813362063272918
MN,trn,mov,0.0010036339503475358
MN,trn,fpd,0.2983219530168076
MN,trn,pri,0.05699424000111781
MN,trn,fmt,0.2365907503279736
MN,trn,pet,0.4944670047706964
MN,trn,cep,0.26299266902726715
MN,trn,mot,0.19579980776728922
MN,trn,alt,0.12308705400922822
MN,trn,pmt,0.273059418507538
MN,trn,wpd,0.19182880002613778
MN,trn,che,0.5499916995525832
MN,trn,mmf,0.3558026401339742
MN,trn,min,0.5291360513312494
MN,trd,ppd,1.3613347782099254
MN,trd,fbp,8.956955743082824
MN,trd,agr,2.849457579143465
MN,trd,eec,2.1905156304689983
MN,trd,pub,2.006589544093284
MN,trd,tex,1.0774016668784328
MN,trd,nmp,0.822188188507508
MN,trd,ote,0.3300595378092765
MN,trd,mch,4.462191296162619
MN,trd,oil,0.33024289294711406
MN,trd,pla,1.9470328604322407
MN,trd,fof,0.26163772450766304
MN,trd,mov,0.06362766988363378
MN,trd,fpd,1.5469570356514952
MN,trd,pri,0.2705711079163358
MN,trd,fmt,2.246770881435578
MN,trd,pet,2.3147972801797403
MN,trd,cep,6.3634870143338755
MN,trd,mot,3.247829461870898
MN,trd,alt,4.255851648539313
MN,trd,pmt,0.6702108413996981
MN,trd,wpd,0.7896748270425055
MN,trd,che,6.805840937152425
MN,trd,mmf,4.948363377847386
MN,trd,min,0.11658556943408041
MS,trn,ppd,0.09590240196211974
MS,trn,fbp,0.21352308191074548
MS,trn,agr,0.48209924687763056
MS,trn,eec,0.060167884919003774
MS,trn,pub,0.020242245458616224
MS,trn,tex,0.0402649816604365
MS,trn,nmp,0.1472234271562052
MS,trn,ote,0.03905072406392848
MS,trn,mch,0.1464618828818892
MS,trn,oil,0.8330965242208672
MS,trn,pla,0.04519953600420017
MS,trn,fof,0.05815709138818381
MS,trn,mov,0.0003203764034145948
MS,trn,fpd,0.17305778883135375
MS,trn,pri,0.016877098284497388
MS,trn,fmt,0.0850565254178951
MS,trn,pet,0.23160236419694713
MS,trn,cep,0.03831478766253259
MS,trn,mot,0.1690439311592852
MS,trn,alt,0.05495186865569035
MS,trn,pmt,0.12898877857191451
MS,trn,wpd,0.09107797922050116
MS,trn,che,0.2499961449125244
MS,trn,mmf,0.08845960504413818
MS,trn,min,0.23179039367871493
MS,trd,ppd,0.4988389521033183
MS,trd,fbp,4.406558435595649
MS,trd,agr,1.1061431310422531
MS,trd,eec,0.7555527507416816
MS,trd,pub,0.3916431157515572
MS,trd,tex,0.6307384517281626
MS,trd,nmp,0.2726763187882566
MS,trd,ote,0.2322876230379468
MS,trd,mch,1.5342177833729274
MS,trd,oil,0.25717038493442285
MS,trd,pla,0.7847111255940772
MS,trd,fof,0.12880405233743394
MS,trd,mov,0.02031099488803753
MS,trd,fpd,0.8973961228789299
MS,trd,pri,0.08012134526506168
MS,trd,fmt,0.8077345556413181
MS,trd,pet,1.0842230473495542
MS,trd,cep,0.9270815595327755
MS,trd,mot,2.8040163380657
MS,trd,alt,1.900012984233921
MS,trd,pmt,0.31659657919990647
MS,trd,wpd,0.3749279955800713
MS,trd,che,3.093563045696981
MS,trd,mmf,1.2302614445312547
MS,trd,min,0.05107082567591954
MO,trn,ppd,0.22654943813803502
MO,trn,fbp,0.47074276001667703
MO,trn,agr,1.2975504377125666
MO,trn,eec,0.14049419352421041
MO,trn,pub,0.06913012987252191
MO,trn,tex,0.06108057565783502
MO,trn,nmp,0.40757725054206523
MO,trn,ote,0.060193462890815876
MO,trn,mch,0.2931297391768992
MO,trn,oil,0.2853670750180295
MO,trn,pla,0.10818600381261229
MO,trn,fof,0.07829491958926296
MO,trn,mov,0.0010315333137985818
MO,trn,fpd,0.23514256032105285
MO,trn,pri,0.050832353043943374
MO,trn,fmt,0.20402816645593683
MO,trn,pet,0.4804067247782822
MO,trn,cep,0.11887085660475395
MO,trn,mot,0.35931126161736643
MO,trn,alt,0.11448134782191617
MO,trn,pmt,0.24121438445966134
MO,trn,wpd,0.13273073135795346
MO,trn,che,0.5725885897040393
MO,trn,mmf,0.23106277208907958
MO,trn,min,0.48239535287531626
MO,trd,ppd,1.1784030640339034
MO,trd,fbp,9.71490042942601
MO,trd,agr,2.977139070746019
MO,trd,eec,1.7642430762415593
MO,trd,pub,1.3375166065906952
MO,trd,tex,0.9568082768790243
MO,trd,nmp,0.7548843716410191
MO,trd,ote,0.3580521681093735
MO,trd,mch,3.0705931798196047
MO,trd,oil,0.08809058542001627
MO,trd,pla,1.8782219538145537
MO,trd,fof,0.17340452694268663
MO,trd,mov,0.06539641384353266
MO,trd,fpd,1.21933848445027
MO,trd,pri,0.24131852764111492
MO,trd,fmt,1.9375421175613472
MO,trd,pet,2.2489755012319237
MO,trd,cep,2.8762518559354544
MO,trd,mot,5.960075828316739
MO,trd,alt,3.9583011940343966
MO,trd,pmt,0.5920487798957099
MO,trd,wpd,0.5463940623828936
MO,trd,che,7.085464866332128
MO,trd,mmf,3.2135302845391154
MO,trd,min,0.10628710095603629
MT,trn,ppd,0.02126556397254804
MT,trn,fbp,0.08582609079856175
MT,trn,agr,0.1734939463112356
MT,trn,eec,0.018185618023919343
MT,trn,pub,0.010665688840973856
MT,trn,tex,0.008308174000538012
MT,trn,nmp,0.06979672577768023
MT,trn,ote,0.008616657360989693
MT,trn,mch,0.021872094403476153
MT,trn,oil,0.697685707745877
MT,trn,pla,0.01342828376094129
MT,trn,fof,0.025239290300327514
MT,trn,mov,0.00016689635583259685
MT,trn,fpd,0.04004017165255303
MT,trn,pri,0.007176929770999125
MT,trn,fmt,0.024408992277007525
MT,trn,pet,0.10397501088712763
MT,trn,cep,0.016926875158404943
MT,trn,mot,0.029971189106834748
MT,trn,alt,0.018143425825207806
MT,trn,pmt,0.010996013671808628
MT,trn,wpd,0.03805502681478184
MT,trn,che,0.09196062467198195
MT,trn,mmf,0.0415407539159149
MT,trn,min,0.13705712935495723
MT,trd,ppd,0.11061340937156097
MT,trd,fbp,1.7712262347388295
MT,trd,agr,0.3980697713852647
MT,trd,eec,0.22836424681383444
MT,trd,pub,0.20635771944646542
MT,trd,tex,0.1301449693925109
MT,trd,nmp,0.12927232177755413
MT,trd,ote,0.05125494865703571
MT,trd,mch,0.22911460328886732
MT,trd,oil,0.21537012435870423
MT,trd,pla,0.2331290229144327
MT,trd,fof,0.05589899341946092
MT,trd,mov,0.010580776218282321
MT,trd,fpd,0.20762945743761846
MT,trd,pri,0.034071334919789836
MT,trd,fmt,0.23179863547980037
MT,trd,pet,0.4867484990627335
MT,trd,cep,0.4095701627812017
MT,trd,mot,0.4971471223514862
MT,trd,alt,0.6273261581398502
MT,trd,pmt,0.026989171863419904
MT,trd,wpd,0.1566558134855982
MT,trd,che,1.137961508342448
MT,trd,mmf,0.5777324903724224
MT,trd,min,0.030198062352105766
NE,trn,ppd,0.07251898161711831
NE,trn,fbp,0.19422521891504527
NE,trn,agr,0.9064392270237637
NE,trn,eec,0.041629382769478335
NE,trn,pub,0.023927806999280415
NE,trn,tex,0.019703450982324098
NE,trn,nmp,0.14239063357023146
NE,trn,ote,0.01413305024231024
NE,trn,mch,0.10157682422047305
NE,trn,oil,0.04048698945094067
NE,trn,pla,0.03817430781043313
NE,trn,fof,0.06561284110736933
NE,trn,mov,0.00026586412569989324
NE,trn,fpd,0.06892478176798979
NE,trn,pri,0.01917413956786114
NE,trn,fmt,0.07006009049497464
NE,trn,pet,0.2225799676969992
NE,trn,cep,0.0380843685646529
NE,trn,mot,0.08399092643836051
NE,trn,alt,0.035806848659456485
NE,trn,pmt,0.06491400336460074
NE,trn,wpd,0.05267878164425186
NE,trn,che,0.22373008240272346
NE,trn,mmf,0.11693958536817559
NE,trn,min,0.17363552149425204
NE,trd,ppd,0.37720945521022403
NE,trd,fbp,4.008300972225865
NE,trd,agr,2.0797616490242827
NE,trd,eec,0.5227571935676164
NE,trd,pub,0.4629506595727606
NE,trd,tex,0.30864844969007055
NE,trd,nmp,0.2637253767409109
NE,trd,ote,0.08406841936369112
NE,trd,mch,1.0640377348096093
NE,trd,oil,0.012498017167544832
NE,trd,pla,0.6627458310172942
NE,trd,fof,0.14531675533069086
NE,trd,mov,0.01685506435695602
NE,trd,fpd,0.3574114308668678
NE,trd,pri,0.09102618415680061
NE,trd,fmt,0.6653217467573966
NE,trd,pet,1.0419856105190262
NE,trd,cep,0.9215062370622473
NE,trd,mot,1.3931995568685702
NE,trd,alt,1.238055757552866
NE,trd,pmt,0.15932821160831293
NE,trd,wpd,0.21685538239339652
NE,trd,che,2.7685351523079884
NE,trd,mmf,1.6263498253937891
NE,trd,min,0.03825745022751838
NV,trn,ppd,0.09756176587598339
NV,trn,fbp,0.3659229085391156
NV,trn,agr,0.3017256771539033
NV,trn,eec,0.06513795292653823
NV,trn,pub,0.027895906676620414
NV,trn,tex,0.032132759828343564
NV,trn,nmp,0.26693502079336645
NV,trn,ote,0.01819753690684793
NV,trn,mch,0.0705973681978471
NV,trn,oil,0.0768338788586591
NV,trn,pla,0.05791654997939139
NV,trn,fof,0.0431643414737382
NV,trn,mov,0.0007480520357776946
NV,trn,fpd,0.12031140071223007
NV,trn,pri,0.026999725171197298
NV,trn,fmt,0.09107846799151409
NV,trn,pet,0.29463207430559823
NV,trn,cep,0.05542198597044105
NV,trn,mot,0.0731702507254048
NV,trn,alt,0.06435447147509753
NV,trn,pmt,0.04704749644668085
NV,trn,wpd,0.06764058162872555
NV,trn,che,0.22103586414782286
NV,trn,mmf,0.16981830770938514
NV,trn,min,0.43527888859029557
NV,trd,ppd,0.5074701786316879
NV,trd,fbp,7.551692608458871
NV,trd,agr,0.6922885430841123
NV,trd,eec,0.8179639283910366
NV,trd,pub,0.5397246975332916
NV,trd,tex,0.5033497184923991
NV,trd,nmp,0.49439725885727726
NV,trd,ote,0.10824543448457065
NV,trd,mch,0.7395216804348259
NV,trd,oil,0.023718017813800937
NV,trd,pla,1.0054917625842577
NV,trd,fof,0.09559869597302212
NV,trd,mov,0.047424469819660496
NV,trd,fpd,0.6238782158629295
NV,trd,pri,0.12817690968182321
NV,trd,fmt,0.8649215978453287
NV,trd,pet,1.3792902613847617
NV,trd,cep,1.3410149010462726
NV,trd,mot,1.2137115901609765
NV,trd,alt,2.2251168957024197
NV,trd,pmt,0.11547575378143868
NV,trd,wpd,0.27844653457374674
NV,trd,che,2.73519570208039
NV,trd,mmf,2.3617663276492946
NV,trd,min,0.09590583926621266
NH,trn,ppd,0.04422006895003675
NH,trn,fbp,0.12270706617716569
NH,trn,agr,0.16727818943894807
NH,trn,eec,0.044761746580902435
NH,trn,pub,0.027876765005874594
NH,trn,tex,0.02057777374079183
NH,trn,nmp,0.09087364476191913
NH,trn,ote,0.014653895461297323
NH,trn,mch,0.09311428899249549
NH,trn,oil,0.0501149928247253
NH,trn,pla,0.024826917812955283
NH,trn,fof,0.0138203512645133
NH,trn,mov,0.0002644992189304135
NH,trn,fpd,0.05604209256241399
NH,trn,pri,0.01456370818819912
NH,trn,fmt,0.05278804354697877
NH,trn,pet,0.11940226739142187
NH,trn,cep,0.0565433175151668
NH,trn,mot,0.04740303869401389
NH,trn,alt,0.03438404416825413
NH,trn,pmt,0.0712872940889454
NH,trn,wpd,0.029503246884198822
NH,trn,che,0.135277742256363
NH,trn,mmf,0.07316590746321783
NH,trn,min,0.10154683962744512
NH,trd,ppd,0.230011891315149
NH,trd,fbp,2.532353189788666
NH,trd,agr,0.383808150333086
NH,trd,eec,0.5620915676648797
NH,trd,pub,0.5393543481277915
NH,trd,tex,0.3223444445780676
NH,trd,nmp,0.16830942878582114
NH,trd,ote,0.08716659233715832
NH,trd,mch,0.9753909703155791
NH,trd,oil,0.015470106549506625
NH,trd,pla,0.4310212082757978
NH,trd,fof,0.030608773669822346
NH,trd,mov,0.016768532970367987
NH,trd,fpd,0.2906078768436268
NH,trd,pri,0.0691388929789039
NH,trd,fmt,0.5012987150380663
NH,trd,pet,0.5589696403163064
NH,trd,cep,1.3681471353781942
NH,trd,mot,0.7862979407804348
NH,trd,alt,1.1888609426458594
NH,trd,pmt,0.1749711385660952
NH,trd,wpd,0.12145189553027261
NH,trd,che,1.6739867108592357
NH,trd,mmf,1.0175627051604528
NH,trd,min,0.022374011546579642
NJ,trn,ppd,0.3297269248975637
NJ,trn,fbp,0.6938973300579994
NJ,trn,agr,1.157171343208521
NJ,trn,eec,0.17938169436115514
NJ,trn,pub,0.16061477646475444
NJ,trn,tex,0.11644672494993397
NJ,trn,nmp,0.60093970218469
NJ,trn,ote,0.060819512387500746
NJ,trn,mch,0.269003986099867
NJ,trn,oil,1.05572374649929
NJ,trn,pla,0.16093669971251498
NJ,trn,fof,0.057288622063462004
NJ,trn,mov,0.0022248198666843712
NJ,trn,fpd,0.39444289077486244
NJ,trn,pri,0.09839853753123431
NJ,trn,fmt,0.25587814071543413
NJ,trn,pet,0.897085214329827
NJ,trn,cep,0.2436412400710141
NJ,trn,mot,0.21890901359519854
NJ,trn,alt,0.25946866050951284
NJ,trn,pmt,0.16630989713253713
NJ,trn,wpd,0.16226948744809577
NJ,trn,che,1.1717898394638293
NJ,trn,mmf,0.526204475934046
NJ,trn,min,0.6581733516832967
NJ,trd,ppd,1.7150835675744394
NJ,trd,fbp,14.320227611188754
NJ,trd,agr,2.6550490195101677
NJ,trd,eec,2.252569336444583
NJ,trd,pub,3.1075441516109574
NJ,trd,tex,1.824101836755694
NJ,trd,nmp,1.113015971510931
NJ,trd,ote,0.36177613361769456
NJ,trd,mch,2.817871047072641
NJ,trd,oil,0.32589366823435956
NJ,trd,pla,2.7940290973134814
NJ,trd,fof,0.12688060043011157
NJ,trd,mov,0.141047544255477
NJ,trd,fpd,2.0453949126985957
NJ,trd,pri,0.4671314384866095
