r,h,value
ME,hh2,8.007275258611813
ME,hh3,8.33409112168311
ME,hh4,16.43674838793961
ME,hh5,17.742167509330887
MD,hh1,12.039883475001746
MD,hh2,26.241234464191194
MD,hh3,28.527778633591154
MD,hh4,79.69254200126768
MD,hh5,115.96473864766897
MA,hh1,19.333085403748168
MA,hh2,33.09322899459372
MA,hh3,30.24795878403848
MA,hh4,96.98091196238269
MA,hh5,175.15628068101734
MI,hh1,27.883749759000043
MI,hh2,48.15520765295092
MI,hh3,45.494063958417314
MI,hh4,106.78353806938871
MI,hh5,158.02434739407713
MN,hh1,12.744709174495624
MN,hh2,23.01791627245658
MN,hh3,26.922064172569986
MN,hh4,81.18325298258505
MN,hh5,95.5086272098644
MS,hh1,11.422543232595741
MS,hh2,16.61208415484718
MS,hh3,16.384412038526147
MS,hh4,28.91964941413308
MS,hh5,17.207016969155422
MO,hh1,15.901501723419702
MO,hh2,29.425393365838698
MO,hh3,29.906721464806452
MO,hh4,74.21558951838183
MO,hh5,78.2863075265648
MT,hh1,2.590220234268949
MT,hh2,5.3781949015225825
MT,hh3,5.4612596885897595
MT,hh4,13.19928421210681
MT,hh5,14.315436481571636
NE,hh1,4.145740854788247
NE,hh2,8.521964288242659
NE,hh3,9.478548675108637
NE,hh4,24.465358716936954
NE,hh5,27.95524596946012
NV,hh1,6.794714412115452
NV,hh2,17.45773396205611
NV,hh3,17.14542480527806
NV,hh4,46.646748350758735
NV,hh5,25.022208609692132
NH,hh1,2.9647442210583783
NH,hh2,6.354354137431803
NH,hh3,7.566676547245163
NH,hh4,18.51723733091441
NH,hh5,30.455005128377696
NJ,hh1,21.550936070048994
NJ,hh2,33.12695312394956
NJ,hh3,42.820536136654695
NJ,hh4,104.7781790630474
NJ,hh5,213.92132236457175
NM,hh1,6.813133166403873
NM,hh2,10.91475503598349
NM,hh3,10.376316504273712
NM,hh4,24.519695473379052
NM,hh5,18.40863309405586
NY,hh1,63.14607359237328
NY,hh2,99.61898267095329
NY,hh3,95.99329255421068
NY,hh4,231.4486409542451
NY,hh5,424.7038747809886
NC,hh1,30.329395430367416
NC,hh2,55.51474629791549
NC,hh3,53.25531581410267
NC,hh4,118.25528186796576
NC,hh5,114.10087582002281
ND,hh1,1.9363595312067472
ND,hh2,3.8412685292039246
ND,hh3,4.762861557176069
ND,hh4,11.878108134811038
ND,hh5,9.698520199865209
OH,hh1,32.8649101504315
OH,hh2,51.86870337067337
OH,hh3,53.189253839629984
OH,hh4,145.18821878154247
OH,hh5,151.2616076116289
OK,hh1,9.724405087845973
OK,hh2,21.579134581125135
OK,hh3,18.826609873012025
OK,hh4,47.77156567826832
OK,hh5,30.819840436836913
OR,hh1,10.628635181207972
OR,hh2,17.820722495997344
OR,hh3,21.70914892624579
OR,hh4,52.65879601567027
OR,hh5,59.0919571067651
PA,hh1,33.66254978405783
PA,hh2,54.80749326996184
PA,hh3,55.843419256662834
PA,hh4,159.67414249869796
PA,hh5,235.1037911144642
RI,hh1,3.0315604416854716
RI,hh2,4.454672102833754
RI,hh3,5.1109613944777275
RI,hh4,12.839529064419471
RI,hh5,18.188401228799485
SC,hh1,13.37111171317044
SC,hh2,25.242140003896445
SC,hh3,25.734031882329937
SC,hh4,55.08723381290052
SC,hh5,58.28674345668716
SD,hh1,1.820791603242825
SD,hh2,5.078878223137679
SD,hh3,5.274346714119792
SD,hh4,12.407482475740961
SD,hh5,8.500676133390236
TN,hh1,17.25913683438155
TN,hh2,34.98500147772878
TN,hh3,28.98842722545855
TN,hh4,72.69945189821833
TN,hh5,81.76562515742303
TX,hh1,62.21603834026204
TX,hh2,128.77839962116843
TX,hh3,126.86257179356888
TX,hh4,274.0842610911503
TX,hh5,468.458304787323
UT,hh1,3.2910461511553275
UT,hh2,10.575913367921272
UT,hh3,13.958777649978027
UT,hh4,32.33626698993935
UT,hh5,46.04459191576815
VT,hh1,1.7675217893116517
VT,hh2,2.853170094059521
VT,hh3,3.4197173430279912
VT,hh4,8.651935792588564
VT,hh5,10.310444323126132
VA,hh1,18.174514819634144
VA,hh2,38.90572108553197
VA,hh3,35.750935012145625
VA,hh4,127.99591302417308
VA,hh5,130.65113494866503
WA,hh1,13.745506968937004
WA,hh2,28.940354320138795
WA,hh3,35.75836525683694
WA,hh4,109.50850421896611
WA,hh5,133.34198882619245
WV,hh1,7.616168577731659
WV,hh2,9.940938141254652
WV,hh3,8.336423458399478
WV,hh4,17.017700492444717
WV,hh5,17.690109079926714
WI,hh1,14.282077202851912
WI,hh2,27.9027039570037
WI,hh3,31.011635194463413
WI,hh4,70.72840646869015
WI,hh5,73.30740025962966
WY,hh1,1.342196454176801
WY,hh2,3.121863007814799
WY,hh3,2.909661069008019
WY,hh4,9.127088825640893
WY,hh5,7.156233657951578
