r,h,value
AL,hh1,0.11281097189189007
AL,hh2,0.3487821708411978
AL,hh3,0.5790696540680172
AL,hh4,1.3132969029080839
AL,hh5,1.5276756913556175
AK,hh1,0.018998472790565935
AK,hh2,0.08646064185192642
AK,hh3,0.14589870762447388
AK,hh4,0.5264778894725426
AK,hh5,0.4990353350316837
AR,hh1,0.05603941765764713
AR,hh2,0.24576749955236515
AR,hh3,0.30839621020814645
AR,hh4,0.693028188591975
AR,hh5,0.6717164874312229
AZ,hh1,0.14651899185212608
AZ,hh2,0.5780404357952783
AZ,hh3,0.8230644472804738
AZ,hh4,2.3384764940079914
AZ,hh5,2.0042396335531936
CA,hh1,0.6987251806978083
CA,hh2,2.9013029450503107
CA,hh3,4.284114321037776
CA,hh4,13.390484847607295
CA,hh5,21.762505859222568
CO,hh1,0.06860886519393429
CO,hh2,0.35648101748430533
CO,hh3,0.688892179665175
CO,hh4,2.1800420306980937
CO,hh5,2.964314850640195
CT,hh1,0.06310664370182643
CT,hh2,0.22135655016209388
CT,hh3,0.4504946121144606
CT,hh4,1.391487082267183
CT,hh5,2.0268202795514627
DE,hh1,0.017878634595128652
DE,hh2,0.07397896424372716
DE,hh3,0.13247951223082996
DE,hh4,0.33529849056676403
DE,hh5,0.4623480657805035
DC,hh1,0.0163553966245967
DC,hh2,0.05892757379173737
DC,hh3,0.10217289944347226
DC,hh4,0.39021787216287246
DC,hh5,0.9889858757935314
FL,hh1,0.48678625573181
FL,hh2,1.8634691325926989
FL,hh3,2.6726357991416454
FL,hh4,6.718770609737156
FL,hh5,7.144048276534356
GA,hh1,0.23353581399080944
GA,hh2,1.0146911779408996
GA,hh3,1.2819187457614856
GA,hh4,3.618399142374947
GA,hh5,3.9675205380817107
HI,hh1,0.027180928692462077
HI,hh2,0.16050995671780008
HI,hh3,0.2803205268462615
HI,hh4,0.8234596171733254
HI,hh5,1.342245751633283
ID,hh1,0.03073395107798928
ID,hh2,0.10625036807231165
ID,hh3,0.19097872834456517
ID,hh4,0.48855399613141837
ID,hh5,0.3748857840083469
IL,hh1,0.19499676862542042
IL,hh2,0.8364660293925094
IL,hh3,1.5509223017740912
IL,hh4,4.490085062025389
IL,hh5,6.316679786294214
IN,hh1,0.11387713848936257
IN,hh2,0.5217612294134475
IN,hh3,0.9018204115821011
IN,hh4,2.3932415084815304
IN,hh5,1.6844583821682375
IA,hh1,0.060450840254273046
IA,hh2,0.20716617123816708
IA,hh3,0.3341801564502074
IA,hh4,1.0720742262805227
IA,hh5,0.8181127797067598
KS,hh1,0.0758615244963398
KS,hh2,0.23719687612264406
KS,hh3,0.3880704677944534
KS,hh4,1.151643135763899
KS,hh5,1.0334574752976626
KY,hh1,0.0963533390388801
KY,hh2,0.3802545277820187
KY,hh3,0.5738904038940501
KY,hh4,1.4023559148344547
KY,hh5,1.3711546319610879
LA,hh1,0.16049691306671127
LA,hh2,0.437716311323136
LA,hh3,0.565032986638438
LA,hh4,1.387349043846242
LA,hh5,1.2982245628700828
ME,hh1,0.02890292350304694
ME,hh2,0.1034338089664823
ME,hh3,0.17181691557044465
ME,hh4,0.43960192582018404
ME,hh5,0.35008609295405096
MD,hh1,0.08099003990391207
MD,hh2,0.5253959783833803
MD,hh3,0.7348300683505151
MD,hh4,2.404567645586261
MD,hh5,4.263522632449581
MA,hh1,0.10455686522558655
MA,hh2,0.43060459460611744
MA,hh3,0.6370742163468751
MA,hh4,2.5743739412377593
MA,hh5,4.795755446295641
MI,hh1,0.16858260303543726
MI,hh2,0.6969764677906154
MI,hh3,0.9188049752017409
MI,hh4,2.9101657997011765
MI,hh5,3.4947160024615522
MN,hh1,0.07734709439330982
MN,hh2,0.31005131858237395
MN,hh3,0.56234710935361
MN,hh4,2.117128908933545
MN,hh5,2.48079470842187
MS,hh1,0.09026057670567973
MS,hh2,0.32476366435792803
MS,hh3,0.435541394536389
MS,hh4,0.876203478080274
MS,hh5,0.442473418024145
MO,hh1,0.11122923315107053
MO,hh2,0.4918983738390901
MO,hh3,0.698228621160768
MO,hh4,1.9496070237826169
MO,hh5,1.9644663765031347
MT,hh1,0.01710469374141336
MT,hh2,0.07601701007589017
MT,hh3,0.10154421368368372
MT,hh4,0.33217266333835294
MT,hh5,0.2713003888951839
NE,hh1,0.04000835310685608
NE,hh2,0.1504569982064957
NE,hh3,0.22045356244290337
NE,hh4,0.6406740531449951
NE,hh5,0.670675912531223
NV,hh1,0.08723056129669987
NV,hh2,0.3961363709542677
NV,hh3,0.5233693206758516
NV,hh4,1.5615002607169817
NV,hh5,1.1283562402388083
NH,hh1,0.012578397271020177
NH,hh2,0.0983602333887063
NH,hh3,0.1583144952023142
NH,hh4,0.47415782268691214
NH,hh5,0.7047574653786381
NJ,hh1,0.12807066885462487
NJ,hh2,0.6139587458000387
NJ,hh3,1.0369061469653376
NJ,hh4,2.8076403289274667
NJ,hh5,5.244182034968652
NM,hh1,0.07071957752830701
NM,hh2,0.19936513507251455
NM,hh3,0.2525723555883165
NM,hh4,0.6747575768829586
NM,hh5,0.5110290319763962
NY,hh1,0.36699550066529746
NY,hh2,1.4542078030008572
NY,hh3,2.1390871598515795
NY,hh4,6.731387474795489
NY,hh5,11.966452867506236
NC,hh1,0.3060543220129593
NC,hh2,1.0849185301003839
NC,hh3,1.4127552797684926
NC,hh4,3.624080024201164
NC,hh5,3.8815651317055364
ND,hh1,0.019972577319486984
ND,hh2,0.08599699749982996
ND,hh3,0.12744173255761568
ND,hh4,0.3832672586040114
ND,hh5,0.24036490463695992
OH,hh1,0.24354319130452137
OH,hh2,0.8103162564883273
OH,hh3,1.3353714336150544
OH,hh4,4.125658886331463
OH,hh5,3.8663211077540254
OK,hh1,0.058682653840150506
OK,hh2,0.3733185924898907
OK,hh3,0.41738733787404336
OK,hh4,1.300360221717591
OK,hh5,0.9194635444360945
OR,hh1,0.07355636993567448
OR,hh2,0.2206015515099601
OR,hh3,0.40479773320986334
OR,hh4,1.2304071144123114
OR,hh5,1.2728713420581403
PA,hh1,0.15717551433444646
PA,hh2,0.7509320010031992
PA,hh3,1.169112153390411
PA,hh4,4.148699138377541
PA,hh5,5.7341464904163955
RI,hh1,0.023540478628679095
RI,hh2,0.07369153889314466
RI,hh3,0.1308920483771627
RI,hh4,0.3731485805330237
RI,hh5,0.5179196311685311
SC,hh1,0.0812806827666162
SC,hh2,0.35799163742543905
SC,hh3,0.573535398178968
SC,hh4,1.5506689379691352
SC,hh5,1.5563642152013069
SD,hh1,0.01535489696132559
SD,hh2,0.09741161304733065
SD,hh3,0.12328944429135263
SD,hh4,0.3379279139416018
SD,hh5,0.28439313178963554
TN,hh1,0.10069796265352415
TN,hh2,0.5406991870918072
TN,hh3,0.6916385912075769
TN,hh4,2.0064257792709834
TN,hh5,2.330775542818473
TX,hh1,0.6459948755055559
TX,hh2,2.6865366967921713
TX,hh3,3.54708478250938
TX,hh4,10.251015802252955
TX,hh5,11.09058565741865
UT,hh1,0.036915149556395195
UT,hh2,0.21320395215159094
UT,hh3,0.3669797307742526
UT,hh4,1.0537769316009038
UT,hh5,1.0534141084302033
VT,hh1,0.007819921582423844
VT,hh2,0.03975876386191188
VT,hh3,0.06719523133980004
VT,hh4,0.2009553855162486
VT,hh5,0.22843259798055435
VA,hh1,0.17444612782495045
VA,hh2,0.8555065577077281
VA,hh3,1.0253408477996413
VA,hh4,4.251689902836412
VA,hh5,5.820190778582433
WA,hh1,0.1028499206399472
WA,hh2,0.5148753431014057
WA,hh3,0.8192203564004101
WA,hh4,3.4372075309254613
WA,hh5,4.807431687669115
WV,hh1,0.04042968068489656
WV,hh2,0.13799637580074972
WV,hh3,0.17555950263632988
WV,hh4,0.48206880694092064
WV,hh5,0.3711992468903576
WI,hh1,0.12570309226405968
WI,hh2,0.4310012638956986
WI,hh3,0.7411157226945094
WI,hh4,1.8128955964972722
WI,hh5,1.859433000389666
WY,hh1,0.01529011613811576
WY,hh2,0.06390977346223974
WY,hh3,0.07840229001312476
WY,hh4,0.27678241237663487
WY,hh5,0.16389509532643
