r,g,value
IA,soc,1.1476285504
IA,alt,0.0687812005
IA,pmt,2.2900292347
IA,trk,0.2993728959
IA,fdd,2.2583363241
IA,wtt,0.1637410928
IA,wpd,0.8921462847
IA,wht,0.6419513616
IA,wrh,0.7346744878
IA,ott,0.0361857246
IA,che,3.5528596492
IA,air,1.1253718927
IA,mmf,0.5430417395
IA,otr,1.5897166787
IA,min,0.619041241
KS,ppd,1.2156141837
KS,res,4.7373318101
KS,com,2.3941540564
KS,amb,5.4389265699
KS,fbp,5.5035417087
KS,rec,0.8900302234
KS,con,8.3291470352
KS,agr,1.918117745
KS,eec,0.4241858144
KS,fnd,1.1352787939
KS,pub,1.3354200154
KS,hou,9.5250536394
KS,ins,5.0727107731
KS,tex,0.2290146877
KS,leg,2.2286647971
KS,fen,0.3222666502
KS,uti,0.4873409892
KS,nmp,0.3984379339
KS,brd,4.0558134526
KS,bnk,5.6228649402
KS,ore,6.1338645167
KS,edu,1.9131039965
KS,ote,3.1844627321
KS,man,2.5849267109
KS,mch,1.6338784038
KS,dat,1.8574338112
KS,amd,0.8331854527
KS,oil,2.5275842233
KS,hos,4.8908707968
KS,rnt,1.6399723545
KS,pla,1.2808959736
KS,fof,0.2477705367
KS,fin,0.9792125047
KS,tsv,8.4550809275
KS,nrs,1.126263146
KS,sec,2.6469299324
KS,art,0.9488824465
KS,mov,0.7777475087
KS,fpd,0.3186976435
KS,slg,5.2020837802
KS,pri,0.4671794301
KS,grd,0.5312406294
KS,pip,0.0004895528
KS,sle,0.5191488707
KS,osv,5.2549119757
KS,trn,0.058916344
KS,smn,0.2693315929
KS,fmt,2.3670863342
KS,pet,1.1115828788
KS,cep,0.9971672707
KS,wst,0.7415570708
KS,mot,2.3881765273
KS,adm,4.7907350101
KS,soc,1.0561687863
KS,alt,0.0695662182
KS,pmt,1.3553551868
KS,trk,0.2598864022
KS,fdd,1.7838293279
KS,wtt,0.1730029163
KS,wpd,0.5286582697
KS,wht,0.6459778002
KS,wrh,0.6941785237
KS,ott,0.0318919749
KS,che,3.2471537499
KS,air,1.0828395153
KS,mmf,0.5440629721
KS,otr,1.2219079983
KS,min,0.3088358156
KY,ppd,1.9074188344
KY,res,7.2436816746
KY,com,3.1967717673
KY,amb,10.5042731284
KY,fbp,7.4416600175
KY,rec,1.3046968779
KY,con,13.486768128
KY,agr,4.4446217075
KY,eec,1.0349101495
KY,fnd,2.8391335788
KY,pub,3.592630506
KY,hou,15.8369780489
KY,ins,7.5979823332
KY,tex,0.3562395231
KY,leg,2.5732812916
KY,fen,0.5808218612
KY,uti,0.6845707617
KY,nmp,0.9222494505
KY,brd,5.4395718183
KY,bnk,6.9133591303
KY,ore,9.3920629104
KY,edu,3.0927045143
KY,ote,10.1852523584
KY,man,5.1187042504
KY,mch,2.2843073023
KY,dat,2.5477731566
KY,amd,1.375519568
KY,oil,1.745088374
KY,hos,9.7038819556
KY,rnt,3.1221430146
KY,pla,2.2934582634
KY,fof,0.3805492566
KY,fin,1.5609706433
KY,tsv,13.3648486478
KY,nrs,2.2315002849
KY,sec,3.5496328202
KY,art,1.1402208536
KY,mov,0.615096812
KY,fpd,0.439423502
KY,slg,13.0095011191
KY,pri,0.5065356672
KY,grd,0.7528973113
KY,pip,0.000146332
KY,sle,0.8779391641
KY,osv,5.8783687565
KY,trn,0.0874293216
KY,smn,0.1349328414
KY,fmt,3.185231963
KY,pet,2.388149085
KY,cep,1.5794340658
KY,wst,1.1443326711
KY,mot,9.1643585192
KY,adm,6.5927036016
KY,soc,2.1592400325
KY,alt,0.1337129817
KY,pmt,3.5131755485
KY,trk,0.4580630864
KY,fdd,4.4816973351
KY,wtt,0.1447828816
KY,wpd,0.8870524784
KY,wht,0.9509462862
KY,wrh,1.2204118462
KY,ott,0.0698340393
KY,che,6.2677833229
KY,air,1.1927061301
KY,mmf,0.9827215235
KY,otr,2.3844014275
KY,min,0.4284579108
LA,ppd,1.2187901482
LA,res,5.1560719557
LA,com,2.3918009465
LA,amb,7.4204411482
LA,fbp,8.9269657247
LA,rec,0.8894227802
LA,con,12.6574837769
LA,agr,2.5739233431
LA,eec,0.739512385
LA,fnd,1.9000573354
LA,pub,1.4494003092
LA,hou,13.0452569044
LA,ins,5.8720752352
LA,tex,0.3589204603
LA,leg,1.5569313439
LA,fen,0.5103783261
LA,uti,0.8102328393
LA,nmp,0.8925368022
LA,brd,4.1632512449
LA,bnk,6.2381446188
LA,ore,7.6196430617
LA,edu,2.335765135
LA,ote,1.7326646537
LA,man,5.7986908669
LA,mch,1.5639184554
LA,dat,2.2951987398
LA,amd,0.9351806065
LA,oil,19.8303819925
LA,hos,7.0859471542
LA,rnt,2.0518734161
LA,pla,1.4445752633
LA,fof,0.1662655722
LA,fin,1.3290587126
LA,tsv,10.5639088125
LA,nrs,1.5758873487
LA,sec,4.4309970037
LA,art,0.7646183709
LA,mov,0.5358099157
LA,fpd,0.7174803142
LA,slg,8.7064582716
LA,pri,0.5562236397
LA,grd,0.4731596788
LA,pip,0.003079756
LA,sle,0.5126683183
LA,osv,3.9875039691
LA,trn,0.0482204036
LA,smn,3.1173944195
LA,fmt,2.0926466035
LA,pet,1.355769686
LA,cep,1.1897538622
LA,wst,0.7497998652
LA,mot,3.5442636655
LA,adm,5.2363665453
LA,soc,1.7481212617
LA,alt,0.1203129904
LA,pmt,0.6413574371
LA,trk,0.2824316319
LA,fdd,3.6910146085
LA,wtt,0.1035521344
LA,wpd,0.9866694301
LA,wht,0.5706742906
LA,wrh,0.9610175845
LA,ott,0.0463515951
LA,che,5.4326103562
LA,air,0.9396788913
LA,mmf,0.8232417202
LA,otr,1.4837109413
LA,min,1.4125227532
ME,ppd,0.2612558598
ME,res,2.1857589215
ME,com,0.9172523792
ME,amb,3.6561122491
ME,fbp,2.7680439656
ME,rec,0.6360261646
ME,con,3.8188065237
ME,agr,0.6567899608
ME,eec,0.1972042107
ME,fnd,0.8485651261
ME,pub,0.5210405924
ME,hou,5.5022908506
ME,ins,2.1538711914
ME,tex,0.1046698284
ME,leg,0.7198342934
ME,fen,0.1433260393
ME,uti,0.6457360793
ME,nmp,0.1229826152
ME,brd,1.6313660367
ME,bnk,1.9271189803
ME,ore,2.8852261243
ME,edu,0.9961743684
ME,ote,0.9671860416
ME,man,1.1065282901
ME,mch,0.3630675365
ME,dat,0.7307720403
ME,amd,0.4938858461
ME,oil,0.3743821192
ME,hos,3.0735626208
ME,rnt,0.7666014853
ME,pla,0.4310270768
ME,fof,0.0125500369
ME,fin,0.5180926007
ME,tsv,3.9890540622
ME,nrs,0.700151653
ME,sec,1.010971421
ME,art,0.3652847869
ME,mov,0.1747302144
ME,fpd,0.1496323862
ME,slg,4.6305520075
ME,pri,0.0959478416
ME,grd,0.2093929501
ME,sle,0.3667582536
ME,osv,1.7158273564
ME,trn,0.0200954236
ME,smn,0.0002781853
ME,fmt,0.6708456078
ME,pet,0.9377621493
ME,cep,0.4357103612
ME,wst,0.2824700248
ME,mot,1.0310804909
ME,adm,1.7276796053
ME,soc,0.6561645151
ME,alt,0.0238294216
ME,pmt,0.2842956329
ME,trk,0.109466774
ME,fdd,1.3092615861
ME,wtt,0.0838669817
ME,wpd,0.1633382195
ME,wht,0.174383397
ME,wrh,0.290847929
ME,ott,0.0195423396
ME,che,1.5392612545
ME,air,0.4850592363
ME,mmf,0.2580777213
ME,otr,0.4853721004
ME,min,0.1066750288
MD,ppd,2.05521899
MD,res,12.0297360898
MD,com,9.2420816129
MD,amb,13.618507372
MD,fbp,10.7753753921
MD,rec,2.5782950003
MD,con,28.8247233999
MD,agr,3.2190861295
MD,eec,1.3707916204
MD,fnd,7.4815175519
MD,pub,3.6198703075
MD,hou,28.4757922805
MD,ins,12.1892635553
MD,tex,0.5697317905
MD,leg,4.7965017496
MD,fen,0.8111414488
MD,uti,1.204153383
MD,nmp,1.807633234
MD,brd,11.2560045829
MD,bnk,13.5861245874
MD,ore,16.9330810301
MD,edu,5.0048540764
MD,ote,4.5904790536
MD,man,6.6299882326
MD,mch,2.2520529648
MD,dat,4.8774223851
MD,amd,2.8926725902
MD,oil,1.2838060496
MD,hos,13.0198648415
MD,rnt,4.0731234081
MD,pla,2.7108315137
MD,fof,0.4631162207
MD,fin,2.240210055
MD,tsv,27.5031475758
MD,nrs,3.020694566
MD,sec,8.5047640394
MD,art,2.3312726143
MD,mov,1.7843614232
MD,fpd,0.8601816047
MD,slg,34.2818709527
MD,pri,1.061152032
MD,grd,1.4849331127
MD,pip,5.708e-07
MD,sle,1.6685499
MD,osv,13.830770637
MD,trn,0.1202406099
MD,smn,0.0858256889
MD,fmt,4.2218398744
MD,pet,8.6350158556
MD,cep,2.5769180776
MD,wst,2.3165635149
MD,mot,4.6468429661
MD,adm,12.6820922068
MD,soc,2.82617017
MD,alt,0.1662123453
MD,pmt,0.8250763808
MD,trk,0.7270807547
MD,fdd,11.7554828802
MD,wtt,0.3990464291
MD,wpd,1.5645576005
MD,wht,1.0187499964
MD,wrh,1.45213805
MD,ott,0.0905769897
MD,che,8.5050768335
MD,air,2.7129033158
MD,mmf,1.4907281395
MD,otr,2.6428851745
MD,min,1.0583090923
MA,ppd,2.5993911048
MA,res,15.5486401808
MA,com,11.7984954264
MA,amb,18.3924816608
MA,fbp,15.4597425308
MA,rec,3.6204291775
MA,con,24.8147053567
MA,agr,4.6155552853
MA,eec,1.4782261803
MA,fnd,13.0824277639
MA,pub,6.8002917139
MA,hou,31.0601446249
MA,ins,17.5724282964
MA,tex,0.5677098386
MA,leg,6.1616294102
MA,fen,1.3718607805
MA,uti,1.6755347093
MA,nmp,1.8258648976
MA,brd,13.7739327792
MA,bnk,18.6431034514
MA,ore,23.6335000077
MA,edu,6.3173320012
MA,ote,3.6063599883
MA,man,8.2372276036
MA,mch,3.9560621741
MA,dat,5.3113855874
MA,amd,3.9201003536
MA,oil,0.9340893064
MA,hos,17.8024790262
MA,rnt,6.9758391684
MA,pla,3.2940194459
MA,fof,0.2674814499
MA,fin,3.5851998922
MA,tsv,38.8499690471
MA,nrs,4.0512023892
MA,sec,8.4144945911
MA,art,2.8762139193
MA,mov,1.6029695607
MA,fpd,1.2114985995
MA,slg,54.4801715912
MA,pri,1.301511777
MA,grd,1.8474189511
MA,pip,1.079e-06
MA,sle,1.7476237392
MA,osv,14.5471733919
MA,trn,0.1197645354
MA,smn,0.016572763
MA,fmt,4.35511076
MA,pet,8.9547859652
MA,cep,4.8843219335
MA,wst,2.1862925219
MA,mot,5.2275451813
MA,adm,17.8123372641
MA,soc,3.8003420156
MA,alt,0.1738921967
MA,pmt,3.0115466775
MA,trk,0.6839485133
MA,fdd,21.3621866601
MA,wtt,0.5187188828
MA,wpd,1.5780547438
MA,wht,1.2373802572
MA,wrh,2.0337003538
MA,ott,0.1008054414
MA,che,7.2058682839
MA,air,3.7991049328
MA,mmf,2.0480769366
MA,otr,4.1751557794
MA,min,0.9229221828
MI,ppd,3.1423586456
MI,res,12.2360928836
MI,com,5.386131685
MI,amb,19.3704121387
MI,fbp,15.2842046804
MI,rec,3.0798807248
MI,con,19.2721914366
MI,agr,5.2036772707
MI,eec,2.0568472974
MI,fnd,4.3253440804
MI,pub,3.1882909794
MI,hou,35.8245828468
MI,ins,19.0058132601
MI,tex,1.0267867003
MI,leg,5.3399297786
MI,fen,1.072712681
MI,uti,2.6093125161
MI,nmp,2.75234895
MI,brd,10.1519047095
MI,bnk,19.0152577057
MI,ore,18.150890808
MI,edu,8.112295843
MI,ote,2.559320008
MI,man,8.195495707
MI,mch,8.4611945598
MI,dat,4.0213889666
MI,amd,2.6622065096
MI,oil,2.6866805705
MI,hos,16.9132571318
MI,rnt,4.7836354879
MI,pla,5.4529561032
MI,fof,0.3881952861
MI,fin,5.3988390388
MI,tsv,24.7075502681
MI,nrs,3.8556581115
MI,sec,11.4903014325
MI,art,2.1832208573
MI,mov,1.343637336
MI,fpd,1.3764285266
MI,slg,30.9549906105
MI,pri,1.0155229418
MI,grd,1.5321179269
MI,pip,8.69386e-05
MI,sle,3.0119991556
MI,osv,11.4787062191
MI,trn,0.1337895287
MI,smn,0.1716759999
MI,fmt,6.93018425
MI,pet,7.1549711462
MI,cep,3.9206389148
MI,wst,1.6253495876
MI,mot,27.9145816663
MI,adm,11.7671204659
MI,soc,3.8658111332
MI,alt,0.2464365428
MI,pmt,9.3795228594
MI,trk,0.7004960554
MI,fdd,7.9853564046
MI,wtt,0.4627086996
MI,wpd,1.5649216174
MI,wht,1.9082948553
MI,wrh,2.09525873
MI,ott,0.1097962206
MI,che,12.6207287541
MI,air,1.9652195719
MI,mmf,2.1734661436
MI,otr,4.1458881888
MI,min,0.8894430288
MN,ppd,1.6179699836
MN,res,8.9965206558
MN,com,4.4656554664
MN,amb,11.3233307461
MN,fbp,5.8036111102
MN,rec,1.9607186712
MN,con,16.801345339
MN,agr,2.7774063726
MN,eec,1.2966424272
MN,fnd,3.4982196356
MN,pub,2.9135416638
MN,hou,20.1057753835
MN,ins,10.8800235142
MN,tex,0.5521067593
MN,leg,3.8997617591
MN,fen,0.8396244489
MN,uti,2.6484763745
MN,nmp,0.8335978182
MN,brd,7.9625289782
MN,bnk,9.0725471448
MN,ore,13.168894473
MN,edu,4.5381260343
MN,ote,1.257627142
MN,man,5.2592167535
MN,mch,3.3692980762
MN,dat,3.0742423305
MN,amd,2.1271931158
MN,oil,3.3114537585
MN,hos,11.4218296886
MN,rnt,4.2832335465
MN,pla,2.2188290174
MN,fof,0.9173832461
MN,fin,2.0144186705
MN,tsv,18.0689057909
MN,nrs,2.5166544712
MN,sec,6.1286280246
MN,art,1.4672484
MN,mov,1.0206426306
MN,fpd,0.7238302806
MN,slg,22.2640324909
MN,pri,0.6661618123
MN,grd,0.7756479655
MN,pip,1.49906e-05
MN,sle,1.7485531088
MN,osv,9.641676541
MN,trn,0.0964150523
MN,smn,0.0161770022
MN,fmt,3.2810822453
MN,pet,2.1479862629
MN,cep,3.2091810987
MN,wst,1.1282981956
MN,mot,5.1173901029
MN,adm,9.3607110254
MN,soc,2.3574261489
MN,alt,0.1550897885
MN,pmt,2.4587547042
MN,trk,0.4857378656
MN,fdd,6.9814040363
MN,wtt,0.2223554373
MN,wpd,1.0184970807
MN,wht,1.0483754255
MN,wrh,1.642002419
MN,ott,0.0569606107
MN,che,5.9457485261
MN,air,1.3857872237
MN,mmf,1.6260160748
MN,otr,3.2613432392
MN,min,0.3649899013
MS,ppd,0.8733845266
MS,res,4.1008248344
MS,com,1.556782752
MS,amb,6.8840032601
MS,fbp,4.558023017
MS,rec,0.7604847431
MS,con,7.5183532468
MS,agr,1.2486572557
MS,eec,0.5474552839
MS,fnd,1.3945972446
MS,pub,0.8773567779
MS,hou,11.0033287947
MS,ins,3.9617617663
MS,tex,0.2816958005
MS,leg,1.3002050461
MS,fen,0.3147413286
MS,uti,0.4017469765
MS,nmp,0.4075830913
MS,brd,3.1345280734
MS,bnk,3.5882551577
MS,ore,5.2504967045
MS,edu,1.9508453411
MS,ote,0.4947443675
MS,man,2.7295388615
MS,mch,1.6903140961
MS,dat,1.4739846285
MS,amd,0.7575952949
MS,oil,2.4729205678
MS,hos,6.911995925
MS,rnt,1.3888746079
MS,pla,1.1963177021
MS,fof,0.1791273297
MS,fin,0.7839301339
MS,tsv,6.8594431875
MS,nrs,1.6853130206
MS,sec,2.073909501
MS,art,0.6244435981
MS,mov,0.3583569655
MS,fpd,0.4430558573
MS,slg,6.3903349073
MS,pri,0.3295631792
MS,grd,0.4354224021
MS,pip,0.0003563817
MS,sle,0.5150299943
MS,osv,3.4542107829
MS,trn,0.0594140992
MS,smn,0.3109735388
MS,fmt,1.5741504213
MS,pet,2.2687883236
MS,cep,1.2536992389
MS,wst,0.6532227404
MS,mot,3.9091008822
MS,adm,3.5137776241
MS,soc,1.4396537022
MS,alt,0.0631573834
MS,pmt,1.1473885563
MS,trk,0.266238624
MS,fdd,2.1912885882
MS,wtt,0.092296645
MS,wpd,0.5341961198
MS,wht,0.4737264909
MS,wrh,0.6915413796
MS,ott,0.0426437601
MS,che,3.8347802504
MS,air,0.7593014725
MS,mmf,0.6433055714
MS,otr,1.1333544362
MS,min,0.3152114624
MO,ppd,1.7861101933
MO,res,10.1356938156
MO,com,4.8177542677
MO,amb,14.0446671345
MO,fbp,7.5032105188
MO,rec,2.4683542696
MO,con,14.9607764052
MO,agr,3.517919047
MO,eec,1.118363634
MO,fnd,2.6031673248
MO,pub,2.4322088183
MO,hou,21.4785343996
MO,ins,10.6412985183
MO,tex,0.4632935582
MO,leg,3.4518229877
MO,fen,0.722038972
MO,uti,0.9279397365
MO,nmp,0.7928693706
MO,brd,7.7663372024
MO,bnk,10.0212251871
MO,ore,13.8663668631
MO,edu,4.2842571899
MO,ote,1.9839901714
MO,man,5.3886642717
MO,mch,2.9814413915
MO,dat,3.1228255306
MO,amd,2.5245846212
MO,oil,0.8823800121
MO,hos,12.4002859254
MO,rnt,3.6071725251
MO,pla,2.5598730022
MO,fof,0.3168063362
MO,fin,2.0508460188
MO,tsv,18.0797482528
MO,nrs,2.8331285902
MO,sec,5.5503467204
MO,art,1.7904085775
MO,mov,1.0831931717
MO,fpd,0.5994125322
MO,slg,11.928254619
MO,pri,0.6405899088
MO,grd,1.0790100452
MO,pip,2.0627e-06
MO,sle,1.2044376113
MO,osv,9.5404647565
MO,trn,0.1247991159
MO,smn,0.0357921846
MO,fmt,3.4162913572
MO,pet,5.384714292
MO,cep,1.7371183573
MO,wst,1.2719211242
MO,mot,8.3546599153
MO,adm,8.9298476811
MO,soc,2.6545664511
MO,alt,0.1393651686
MO,pmt,2.3299607461
MO,trk,0.5726390408
MO,fdd,4.0902783036
MO,wtt,0.3000834883
MO,wpd,0.9116251788
MO,wht,1.112904475
MO,wrh,1.4040916075
MO,ott,0.0814150726
MO,che,5.5898446197
MO,air,1.898707114
MO,mmf,1.1176137155
MO,otr,2.8109597307
MO,min,0.5287073377
MT,ppd,0.267888925
MT,res,1.5297591763
MT,com,0.7658709835
MT,amb,2.4623067826
MT,fbp,2.5732261383
MT,rec,0.4922381153
MT,con,3.5484363579
MT,agr,0.5237970401
MT,eec,0.1880277015
MT,fnd,0.9538328891
MT,pub,0.3955778124
MT,hou,3.8691112356
MT,ins,1.6303201292
MT,tex,0.0670221201
MT,leg,0.5203512178
MT,fen,0.1004632088
MT,uti,0.1697409684
MT,nmp,0.1944323839
MT,brd,1.1242891948
MT,bnk,1.4879976489
MT,ore,1.9016651635
MT,edu,0.9069662187
MT,ote,0.3531682039
MT,man,1.2055827041
MT,mch,0.3036151259
MT,dat,0.5292879495
MT,amd,0.3776345549
MT,oil,1.8238637263
MT,hos,2.1044976141
MT,rnt,0.6007229128
MT,pla,0.4211501568
MT,fof,0.0544037283
MT,fin,0.4110087815
MT,tsv,3.2393025688
MT,nrs,0.4800963196
MT,sec,0.811476726
MT,art,0.2759343645
MT,mov,0.1500198916
MT,fpd,0.1551014381
MT,slg,4.8294434802
MT,pri,0.1220402247
MT,grd,0.2060293329
MT,pip,0.0003060277
MT,sle,0.2019914647
MT,osv,1.2276450469
MT,trn,0.0185813896
MT,smn,0.070142664
MT,fmt,0.4621604928
MT,pet,0.1293177213
MT,cep,0.2853476448
MT,wst,0.2174994451
MT,mot,0.8426297303
MT,adm,1.4210488401
MT,soc,0.4552175266
MT,alt,0.0241818072
MT,pmt,0.122423835
MT,trk,0.0895428535
MT,fdd,1.3371507379
MT,wtt,0.0789391637
MT,wpd,0.1861828363
MT,wht,0.1242280716
MT,wrh,0.2837509092
MT,ott,0.011223037
MT,che,1.3618885255
MT,air,0.3569282313
MT,mmf,0.2378607108
MT,otr,0.3897327329
MT,min,0.0482380714
NE,ppd,0.7802218205
NE,res,3.2492600018
NE,com,1.4745965117
NE,amb,4.0185170046
NE,fbp,2.4799459369
NE,rec,0.4960051751
NE,con,5.6820602157
NE,agr,1.8027324267
NE,eec,0.3416836807
NE,fnd,0.8935854616
NE,pub,0.6716313215
NE,hou,5.924670894
NE,ins,5.94362784
NE,tex,0.1452125623
NE,leg,1.3590022696
NE,fen,0.2200976416
NE,uti,0.3295712012
NE,nmp,0.2314545056
NE,brd,2.3692273539
NE,bnk,3.7004364262
NE,ore,4.3277315341
NE,edu,1.3524008687
NE,ote,0.5663881208
NE,man,1.6614573552
NE,mch,1.0011453434
NE,dat,0.9055762807
NE,amd,0.511671522
NE,oil,0.3056051491
NE,hos,3.8767521963
NE,rnt,1.6088765425
NE,pla,0.9264712953
NE,fof,0.4357741204
NE,fin,1.1035666666
NE,tsv,5.950566327
NE,nrs,0.8628947557
NE,sec,1.6610087905
NE,art,0.4445810577
NE,mov,0.2900281287
NE,fpd,0.1959495794
NE,slg,4.094594615
NE,pri,0.2945634903
NE,grd,0.4051309726
NE,pip,7.0224e-06
NE,sle,0.3734631023
NE,osv,2.5452201163
NE,trn,0.0645767001
NE,smn,0.0196786022
NE,fmt,1.3415455443
NE,pet,3.0379750156
NE,cep,0.5174119433
NE,wst,0.4034830081
NE,mot,2.0156524585
NE,adm,2.6860340697
NE,soc,0.7880308871
NE,alt,0.0448340446
NE,pmt,0.6515687801
NE,trk,0.2262647483
NE,fdd,1.4040638845
NE,wtt,0.1316939051
NE,wpd,0.4470268336
NE,wht,0.3684952409
NE,wrh,0.5010246551
NE,ott,0.0214920644
NE,che,2.2860932653
NE,air,0.7345169897
NE,mmf,0.5605387883
NE,otr,1.2320662252
NE,min,0.2954468099
NV,ppd,1.1789789899
NV,res,6.5817716883
NV,com,2.3350252075
NV,amb,6.3055705597
NV,fbp,11.0140495122
NV,rec,1.3969934818
NV,con,14.0556602861
NV,agr,1.51859462
NV,eec,0.5904524981
NV,fnd,1.4627543613
NV,pub,1.1742182372
NV,hou,14.2664075449
NV,ins,6.8130677565
NV,tex,0.2621067323
NV,leg,2.036286438
NV,fen,0.8635361714
NV,uti,2.7634003303
NV,nmp,0.5540033828
NV,brd,4.4275969355
NV,bnk,6.784907338
NV,ore,12.2969678818
NV,edu,2.8125013526
NV,ote,0.7451333798
NV,man,7.0885492162
NV,mch,0.9674682854
NV,dat,2.5290887586
NV,amd,1.4865523856
NV,oil,0.2372070046
NV,hos,6.3894781209
NV,rnt,2.816409399
NV,pla,1.6340686775
NV,fof,0.4288165815
NV,fin,1.4102014636
NV,tsv,12.1865609784
NV,nrs,1.4801741081
NV,sec,3.6466228882
NV,art,1.4788740134
NV,mov,0.7812754443
NV,fpd,0.4650621321
NV,slg,6.7026450052
NV,pri,0.4590856913
NV,grd,0.6299220377
NV,pip,2.5521e-06
NV,sle,0.7911048352
NV,osv,5.3286685495
NV,trn,0.0519778695
NV,smn,0.0512400446
NV,fmt,1.9252712492
NV,pet,3.9013830153
NV,cep,1.1582903832
NV,wst,1.0364157774
NV,mot,2.0612196837
NV,adm,5.8626251084
NV,soc,1.4858631594
NV,alt,0.0966336683
NV,pmt,3.9906485038
NV,trk,0.3249333645
NV,fdd,2.29838181
NV,wtt,0.2057573101
NV,wpd,0.7664486099
NV,wht,0.5168391575
NV,wrh,0.8542512075
NV,ott,0.0500356375
NV,che,3.4106183125
NV,air,1.0342901279
NV,mmf,0.9299333163
NV,otr,1.7688498977
NV,min,0.1023082557
NH,ppd,0.5055328967
NH,res,2.9086590256
NH,com,1.9421816861
NH,amb,4.1268366016
NH,fbp,3.3617073822
NH,rec,0.8473875735
NH,con,4.560270041
NH,agr,0.9311608163
NH,eec,0.3526549743
NH,fnd,0.8855933881
NH,pub,1.0850170766
NH,hou,8.191108087
NH,ins,4.3660937362
NH,tex,0.1594202524
NH,leg,1.2408447954
NH,fen,0.2582985134
NH,uti,0.399332718
NH,nmp,0.1876734191
NH,brd,2.5252216275
NH,bnk,3.7354603608
NH,ore,4.6603112324
NH,edu,1.4532930275
NH,ote,0.7182361726
NH,man,1.9364089321
NH,mch,1.1509594489
NH,dat,1.0086251391
NH,amd,0.7964744437
NH,oil,0.1554305297
NH,hos,4.0000798824
NH,rnt,1.0948002172
NH,pla,0.6030789577
NH,fof,0.0926896022
NH,fin,0.9638001305
NH,tsv,6.102002219
NH,nrs,0.9160221009
NH,sec,1.5020295821
NH,art,0.6010419476
NH,mov,0.2898902352
NH,fpd,0.2137548402
NH,slg,4.0579732704
NH,pri,0.254654792
NH,grd,0.3426957348
NH,sle,0.4446581405
NH,osv,3.1255435661
NH,trn,0.027569076
NH,smn,0.0085390556
NH,fmt,1.0151932801
NH,pet,1.5529589007
NH,cep,0.7313090389
NH,wst,0.4855550131
NH,mot,1.319314215
NH,adm,3.0029360799
NH,soc,0.8662188758
NH,alt,0.0437613647
NH,pmt,0.763417616
NH,trk,0.147727847
NH,fdd,1.3980638013
NH,wtt,0.1111392063
NH,wpd,0.2701617781
NH,wht,0.3264203509
NH,wrh,0.471176398
NH,ott,0.0251111076
NH,che,2.1012997147
NH,air,0.6603211627
NH,mmf,0.4105709284
NH,otr,0.7030723062
NH,min,0.129709136
NJ,ppd,2.7350607656
NJ,res,15.1540842542
NJ,com,9.3111531225
NJ,amb,19.2157408348
NJ,fbp,14.6016920572
NJ,rec,4.5646018311
NJ,con,25.4911609421
NJ,agr,6.2056296888
NJ,eec,1.250588574
NJ,fnd,11.4347428641
NJ,pub,4.5114178696
NJ,hou,40.5079021381
NJ,ins,19.1656024085
NJ,tex,0.7716298031
NJ,leg,6.0910087753
NJ,fen,1.6653107379
NJ,uti,3.9541133413
NJ,nmp,1.3802173032
NJ,brd,11.9104242269
NJ,bnk,23.1701149154
NJ,ore,24.8943716711
NJ,edu,7.6979758609
NJ,ote,2.8148492145
NJ,man,9.6040129909
NJ,mch,2.7837589914
NJ,dat,4.785329962
NJ,amd,4.6366965859
NJ,oil,3.2554281479
NJ,hos,20.3271863966
NJ,rnt,6.8909315784
NJ,pla,3.6360818614
NJ,fof,0.5036275
NJ,fin,4.3697428323
NJ,tsv,35.3978453724
NJ,nrs,4.2761788288
NJ,sec,7.6448078519
NJ,art,3.283076318
NJ,mov,2.0475808164
NJ,fpd,1.3457009005
NJ,slg,62.7906639027
NJ,pri,1.3985435092
NJ,grd,1.566837023
NJ,pip,2.00308e-05
NJ,sle,3.6426848623
NJ,osv,17.166472722
NJ,trn,0.1761153909
NJ,smn,0.0384387241
NJ,fmt,4.8433030107
NJ,pet,6.6976951246
NJ,cep,3.0591589419
NJ,wst,2.3076867077
NJ,mot,6.3671863297
NJ,adm,16.5439785391
NJ,soc,4.0026100983
NJ,alt,0.3125621432
NJ,pmt,1.8423773289
NJ,trk,0.9570488527
NJ,fdd,20.5792946507
NJ,wtt,0.4641094079
NJ,wpd,1.7851943685
NJ,wht,1.9003819887
NJ,wrh,2.4825147178
NJ,ott,0.1404991885
NJ,che,13.21514297
NJ,air,2.8463542805
NJ,mmf,2.3988724933
NJ,otr,5.3581807157
NJ,min,1.0301069658
NM,ppd,0.5516356329
NM,res,3.6431273982
NM,com,1.6609453414
NM,amb,4.1827713824
NM,fbp,3.7853391647
NM,rec,0.5457705754
NM,con,6.2511493175
NM,agr,0.8256984006
NM,eec,0.3004691606
NM,fnd,1.6248018273
NM,pub,0.73612278
NM,hou,7.6492335692
NM,ins,3.3359554186
NM,tex,0.1332272719
NM,leg,1.0738909419
NM,fen,0.187901754
NM,uti,0.3151423074
NM,nmp,0.2446832325
NM,brd,2.8839316665
NM,bnk,3.4177804995
NM,ore,3.8500981748
NM,edu,1.3396709649
NM,ote,1.0480466376
NM,man,2.1157603974
NM,mch,0.6806392406
NM,dat,1.2544343172
NM,amd,0.6049465365
NM,oil,0.6326583776
NM,hos,3.9002053244
NM,rnt,1.2090272718
NM,pla,0.8202976467
NM,fof,0.0518859299
NM,fin,0.665147648
NM,tsv,6.9264484353
NM,nrs,1.0152028928
